,,,,,,,Standart,,,,,,,,,,,,Expected,,,,,Total,,,,,Short,,,Medium,,,Long,,,Expected,,,,,,,,,Tackles,,,,,Challanges,,,,Blocks,,,,,,
Tyler Roberts,wls WAL,"MF,FW",Leeds United,21,1999,14.9,1,26,12,46.2,1.75,0.81,0.04,0.08,19.4,0,0,0,1.8,1.8,0.07,-0.8,-0.8,334,478,69.9,4621,1109,191,233,82,92,123,74.8,20,46,43.5,2,2.3,1.1,-0.3,16,29,17,1,53,15,13,1,11,3,5,22,22.7,17,17,2,15,9,24,12,0
Rodrigo,es ESP,"MF,FW",Leeds United,29,1991,14.3,7,46,18,39.1,3.21,1.26,0.15,0.39,16.4,1,0,0,5.1,5.1,0.11,1.9,1.9,437,586,74.6,6744,1713,232,276,84.1,136,180,75.6,42,64,65.6,2,3.5,2.7,-1.5,31,42,21,3,80,14,7,8,3,3,4,22,18.2,18,7,0,7,5,19,16,0
Xherdan Shaqiri,ch SUI,"MF,FW",Liverpool,28,1991,6.2,0,11,0,0,1.78,0,0,,22.8,1,0,0,0.5,0.5,0.04,-0.5,-0.5,361,428,84.3,5174,1362,201,221,91,114,134,85.1,23,35,65.7,2,2.5,1.8,-0.5,19,24,26,4,54,7,4,3,1,3,2,7,28.6,5,4,0,4,2,9,0,0
Gylfi Sigurðsson,is ISL,"MF,FW",Everton,30,1989,25,6,45,13,28.9,1.8,0.52,0.07,0.23,22.8,7,3,4,6.5,3.4,0.07,-0.5,-0.4,758,963,78.7,12289,3249,378,429,88.1,268,307,87.3,69,141,48.9,5,3.8,3.5,1.2,44,55,22,5,81,30,20,9,14,7,13,44,29.5,31,31,2,29,34,64,21,1
Bernardo Silva,pt POR,"MF,FW",Manchester City,25,1994,22.9,2,28,13,46.4,1.22,0.57,0.07,0.15,14.9,0,0,0,2.8,2.8,0.1,-0.8,-0.8,1287,1434,89.7,18862,3005,718,758,94.7,419,461,90.9,78,98,79.6,6,3.8,2.8,2.2,26,71,31,1,116,26,14,7,12,7,11,52,21.2,41,17,1,16,17,43,8,0
Emile Smith Rowe,eng ENG,"MF,FW",Arsenal,20,2000,16,2,13,4,30.8,0.81,0.25,0.15,0.5,17.8,0,0,0,1.8,1.8,0.14,0.2,0.2,648,746,86.9,8625,1644,408,446,91.5,186,203,91.6,21,31,67.7,4,3.4,2.6,0.6,27,45,14,1,68,14,7,5,5,4,6,17,35.3,11,15,1,14,10,24,12,0
Robert Snodgrass,sct SCO,"MF,FW",West Brom,32,1987,5.8,0,4,1,25,0.68,0.17,0,0,18.3,1,0,0,0.2,0.2,0.06,-0.2,-0.2,107,141,75.9,1632,503,56,66,84.8,39,57,68.4,7,9,77.8,0,0.4,0.5,-0.4,3,11,3,1,14,17,12,12,4,1,10,16,62.5,6,11,2,9,1,18,12,0
Andros Townsend,eng ENG,"MF,FW",Crystal Palace,29,1991,25.1,1,36,11,30.6,1.43,0.44,0.03,0.09,22.6,4,0,0,2.3,2.3,0.06,-1.3,-1.3,578,871,66.4,9075,3523,327,374,87.4,141,222,63.5,71,170,41.8,5,4,3.9,1,40,42,41,22,75,78,41,45,20,13,30,79,38,49,48,2,46,41,119,19,0
Leandro Trossard,be BEL,"MF,FW",Brighton,25,1994,29,5,58,23,39.7,2,0.79,0.09,0.22,18.6,2,0,0,4.6,4.6,0.08,0.4,0.4,816,1094,74.6,13988,3742,389,471,82.6,302,375,80.5,93,141,66,5,4.9,5.9,0.1,50,80,58,10,142,33,14,11,16,6,10,36,27.8,26,34,2,32,26,59,7,1
Theo Walcott,eng ENG,"MF,FW",Southampton,31,1989,18,3,29,11,37.9,1.61,0.61,0.1,0.27,20.2,0,0,0,2.3,2.3,0.08,0.7,0.7,304,432,70.4,3913,874,187,229,81.7,82,122,67.2,10,22,45.5,3,1,1.3,2,17,13,13,2,37,23,11,8,9,6,11,32,34.4,21,16,0,16,14,37,5,0
Hakim Ziyech,ma MAR,"MF,FW",Chelsea,27,1993,13,2,35,12,34.3,2.69,0.92,0.06,0.17,23.1,1,0,0,1.9,1.9,0.05,0.1,0.1,547,742,73.7,7897,2192,301,352,85.5,153,210,72.9,45,99,45.5,3,3.6,3.2,-0.6,34,46,28,4,91,14,10,5,7,2,5,19,26.3,14,9,1,8,10,24,2,0
Callum Hudson-Odoi,eng ENG,"FW,DF",Chelsea,19,2000,11.8,2,23,6,26.1,1.95,0.51,0.09,0.33,19.3,0,0,0,1.3,1.3,0.06,0.7,0.7,533,659,80.9,7903,1791,315,349,90.3,139,179,77.7,39,65,60,3,2.8,2.9,0.2,31,29,43,13,75,23,15,11,7,5,8,21,38.1,13,15,1,14,6,29,6,0
Andi Zeqiri,ch SUI,"FW,DF",Brighton,21,1999,1.9,0,7,2,28.6,3.68,1.05,0,0,13.6,0,0,0,0.7,0.7,0.1,-0.7,-0.7,21,44,47.7,293,60,12,19,63.2,6,14,42.9,1,5,20,0,0.1,0.1,-0.1,1,3,1,1,2,3,2,0,2,1,1,2,50,1,1,0,1,0,3,2,0
Thiago Alcántara,es ESP,MF,Liverpool,29,1991,20.6,1,22,5,22.7,1.07,0.24,0.05,0.2,23.3,1,0,0,1.2,1.2,0.06,-0.2,-0.2,1545,1735,89,26781,7745,704,746,94.4,597,658,90.7,177,221,80.1,0,2.3,2.2,-2.3,30,205,24,0,203,61,36,20,30,11,17,49,34.7,32,26,0,26,30,91,14,0
Allan,br BRA,MF,Everton,29,1991,22.8,0,7,2,28.6,0.31,0.09,0,0,22.4,0,0,0,0.3,0.3,0.04,-0.3,-0.3,908,1068,85,14950,4370,430,468,91.9,354,405,87.4,82,116,70.7,0,0.8,0.8,-0.8,17,88,16,1,92,80,45,39,37,4,28,95,29.5,67,31,12,19,19,99,25,1
Dele Alli,eng ENG,MF,Tottenham,24,1996,6.9,0,12,4,33.3,1.74,0.58,0,0,15.4,0,0,0,2,2,0.17,-2,-2,275,345,79.7,3878,882,151,177,85.3,99,109,90.8,9,20,45,1,1.2,0.9,-0.2,9,15,7,1,26,18,11,8,6,4,7,19,36.8,12,9,0,9,7,25,3,0
Steven Alzate,co COL,MF,Brighton,21,1998,10,1,7,2,28.6,0.7,0.2,0.14,0.5,18.7,0,0,0,0.8,0.8,0.12,0.2,0.2,403,449,89.8,6190,1326,216,235,91.9,142,150,94.7,30,35,85.7,0,0.6,0.3,-0.6,11,37,6,1,39,17,8,10,4,3,6,15,40,9,8,1,7,8,25,10,0
Elliot Anderson,eng ENG,MF,Newcastle Utd,17,2002,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,1,1,100,13,0,1,1,100,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Stuart Armstrong,sct SCO,MF,Southampton,28,1992,30.7,4,55,11,20,1.79,0.36,0.07,0.36,21.6,0,0,0,2.7,2.7,0.05,1.3,1.3,1021,1298,78.7,15050,4362,563,653,86.2,360,420,85.7,51,78,65.4,5,2.6,1.8,2.4,35,80,40,7,144,60,41,19,32,9,27,75,36,48,26,1,25,24,84,19,0
Ross Barkley,eng ENG,MF,Aston Villa,26,1993,17,3,38,11,28.9,2.23,0.65,0.08,0.27,18.7,2,0,0,3.1,3.1,0.08,-0.1,-0.1,640,795,80.5,10363,2800,330,383,86.2,214,255,83.9,65,97,67,1,4.2,2.4,-3.2,39,46,25,0,88,6,2,2,4,0,3,15,20,12,9,1,8,5,11,6,1
Josh Benson,eng ENG,MF,Burnley,20,1999,2.9,0,2,0,0,0.68,0,0,,24.2,1,0,0,0.2,0.2,0.1,-0.2,-0.2,62,85,72.9,738,273,37,38,97.4,15,24,62.5,2,7,28.6,0,0,0.1,0,0,7,0,0,6,5,1,3,0,2,1,6,16.7,5,3,0,3,3,8,2,0
Jóhann Berg Guðmundsson,is ISL,MF,Burnley,29,1990,15.1,2,19,8,42.1,1.25,0.53,0.11,0.25,21.5,1,0,0,1.2,1.2,0.06,0.8,0.8,355,473,75.1,5201,1224,206,243,84.8,100,131,76.3,28,61,45.9,0,0.5,0.8,-0.5,9,25,12,4,31,19,11,6,9,4,11,23,47.8,12,11,2,9,17,36,19,0
Sander Berge,no NOR,MF,Sheffield Utd,22,1998,12.4,1,9,1,11.1,0.72,0.08,0,0,18,0,1,1,1.2,0.4,0.05,-0.2,-0.4,378,464,81.5,5944,1357,198,229,86.5,138,154,89.6,28,45,62.2,1,1.1,0.8,-0.1,13,28,4,2,39,16,7,8,5,3,7,15,46.7,8,11,2,9,4,20,18,0
Yves Bissouma,ml MLI,MF,Brighton,23,1996,34.6,1,42,3,7.1,1.22,0.09,0.02,0.33,26.5,2,0,0,1.4,1.4,0.03,-0.4,-0.4,1476,1697,87,25694,5672,637,693,91.9,661,725,91.2,135,189,71.4,0,0.9,1.4,-0.9,16,145,16,1,146,104,68,50,48,6,33,67,49.3,34,42,6,36,64,168,67,0
Robbie Brady,ie IRL,MF,Burnley,28,1992,11.7,1,16,5,31.3,1.37,0.43,0.06,0.2,21.1,4,0,0,0.8,0.8,0.05,0.2,0.2,257,403,63.8,4172,1284,151,182,83,68,109,62.4,30,74,40.5,1,0.9,0.6,0.1,7,23,6,4,26,22,15,12,6,4,12,35,34.3,23,16,0,16,9,31,29,1
Josh Brownhill,eng ENG,MF,Burnley,24,1995,31.3,0,34,7,20.6,1.09,0.22,0,0,21.9,7,0,0,1.9,1.9,0.06,-1.9,-1.9,927,1198,77.4,12848,3119,561,644,87.1,252,330,76.4,57,113,50.4,1,0.7,1.4,0.3,18,64,16,2,83,45,27,9,29,7,15,44,34.1,29,33,11,22,69,114,39,0
Tom Cairney,sct SCO,MF,Fulham,29,1991,8.4,1,12,4,33.3,1.42,0.47,0.08,0.25,21,0,0,0,0.5,0.5,0.04,0.5,0.5,560,632,88.6,9963,2060,247,258,95.7,226,246,91.9,69,96,71.9,1,1.1,1.1,-0.1,17,51,10,6,72,9,3,1,4,4,1,4,25,3,6,0,6,0,9,3,0
Dani Ceballos,es ESP,MF,Arsenal,23,1996,17.9,0,13,2,15.4,0.72,0.11,0,0,21.7,1,0,0,0.6,0.6,0.05,-0.6,-0.6,1126,1310,86,19849,5172,504,559,90.2,476,521,91.4,118,165,71.5,3,2.6,2.1,0.4,27,125,18,4,150,37,22,20,11,6,21,51,41.2,30,23,6,17,35,72,14,1
Hamza Choudhury,bd BAN,MF,Leicester City,22,1997,3.5,0,4,1,25,1.14,0.28,0,0,22.2,0,0,0,0.4,0.4,0.1,-0.4,-0.4,192,239,80.3,3094,528,94,113,83.2,78,93,83.9,11,18,61.1,0,0,0,0,0,7,0,0,15,8,7,3,5,0,4,10,40,6,4,1,3,4,12,9,1
Jack Cork,eng ENG,MF,Burnley,31,1989,15,0,5,0,0,0.33,0,0,,22.3,0,0,0,0.2,0.2,0.05,-0.2,-0.2,424,511,83,5856,1296,229,258,88.8,133,155,85.8,23,36,63.9,0,0.6,0.6,-0.6,8,43,4,1,37,26,10,5,17,4,11,31,35.5,20,15,4,11,16,42,20,0
Tom Davies,eng ENG,MF,Everton,22,1998,15.8,0,7,0,0,0.44,0,0,,25.8,0,0,0,0.2,0.2,0.03,-0.2,-0.2,572,706,81,9594,2599,276,321,86,237,269,88.1,46,68,67.6,1,0.9,1,0.1,6,42,5,1,49,31,18,17,12,2,16,39,41,23,15,9,6,34,65,21,2
Kevin De Bruyne,be BEL,MF,Manchester City,29,1991,22.2,6,77,24,31.2,3.47,1.08,0.05,0.17,21,10,2,3,9.3,6.9,0.09,-3.3,-2.9,1078,1429,75.4,18890,5626,509,593,85.8,402,498,80.7,131,222,59,12,8,6.2,4,77,125,76,10,213,34,21,6,18,10,13,48,27.1,35,26,1,25,9,43,10,0
Ibrahima Diallo,fr FRA,MF,Southampton,21,1999,11.3,0,7,1,14.3,0.62,0.09,0,0,22.4,0,0,0,0.5,0.5,0.07,-0.5,-0.5,503,600,83.8,7940,2034,253,286,88.5,193,217,88.9,32,60,53.3,0,0.6,0.4,-0.6,9,46,5,1,46,29,16,11,17,1,9,16,56.3,7,10,1,9,10,39,12,2
Moussa Djenepo,ml MLI,MF,Southampton,22,1998,13.8,1,14,2,14.3,1.02,0.15,0.07,0.5,20.2,0,0,0,0.8,0.8,0.06,0.2,0.2,290,407,71.3,4030,1102,163,193,84.5,94,124,75.8,12,26,46.2,0,0.4,0.6,-0.4,6,13,11,1,32,52,27,27,17,8,28,63,44.4,35,24,2,22,10,62,14,0
Abdoulaye Doucouré,ml MLI,MF,Everton,27,1993,27.1,2,18,5,27.8,0.66,0.18,0.11,0.4,17.4,0,0,0,2.3,2.3,0.13,-0.3,-0.3,1141,1354,84.3,17517,3953,583,666,87.5,441,490,90,65,83,78.3,3,2,2.3,1,21,65,23,1,104,52,32,25,19,8,14,43,32.6,29,24,7,17,39,91,31,1
Mohamed Elneny,eg EGY,MF,Arsenal,28,1992,17.2,1,9,2,22.2,0.52,0.12,0.11,0.5,21.5,0,0,0,0.4,0.4,0.05,0.6,0.6,944,1019,92.6,16544,4034,387,411,94.2,478,497,96.2,64,82,78,0,0.2,0.5,-0.2,4,77,5,0,99,14,6,7,7,0,7,28,25,21,11,4,7,24,38,20,2
Eberechi Eze,eng ENG,MF,Crystal Palace,22,1998,28.4,4,37,13,35.1,1.3,0.46,0.11,0.31,21.7,4,0,0,2.2,2.2,0.06,1.8,1.8,945,1188,79.5,13623,3996,538,596,90.3,286,351,81.5,62,131,47.3,6,3.9,2.8,2.1,43,70,32,3,127,27,14,11,13,3,16,35,45.7,19,19,3,16,24,51,9,1
Bruno Fernandes,pt POR,MF,Manchester Utd,25,1994,34.4,18,111,40,36,3.22,1.16,0.08,0.23,22.9,16,9,10,16.1,8.2,0.07,1.9,0.8,1733,2338,74.1,29646,8587,871,1008,86.4,560,728,76.9,218,366,59.6,12,11.4,9.7,0.6,95,193,90,8,285,57,30,16,29,12,26,100,26,74,38,0,38,26,83,29,0
Fernandinho,br BRA,MF,Manchester City,35,1985,13.2,0,14,3,21.4,1.06,0.23,0,0,22.7,0,0,0,0.7,0.7,0.05,-0.7,-0.7,889,1026,86.6,14889,4335,426,467,91.2,364,416,87.5,73,96,76,2,1.3,1.1,0.7,14,124,13,1,114,31,17,8,14,9,20,43,46.5,23,11,2,9,23,54,17,0
Sam Field,eng ENG,MF,West Brom,22,1998,0.7,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,15,25,60,209,52,10,14,71.4,2,4,50,2,4,50,0,0,0,0,0,1,0,0,2,5,5,3,2,0,0,0,,0,4,1,3,2,7,4,0
John Fleck,sct SCO,MF,Sheffield Utd,28,1991,28.6,0,17,5,29.4,0.59,0.17,0,0,24.6,0,0,0,0.6,0.6,0.03,-0.6,-0.6,971,1245,78,14229,4533,540,593,91.1,296,364,81.3,70,172,40.7,2,2.9,2.3,-0.9,33,110,22,5,151,51,33,28,18,5,26,83,31.3,57,26,4,22,28,79,12,1
Fred,br BRA,MF,Manchester Utd,27,1993,26.6,1,25,7,28,0.94,0.26,0.04,0.14,24.1,0,0,0,1.8,1.8,0.07,-0.8,-0.8,1590,1828,87,27917,7883,699,760,92,674,737,91.5,167,213,78.4,0,1.9,2.1,-1.9,25,189,20,0,189,81,39,39,38,4,29,89,32.6,60,49,9,40,45,126,26,1
Conor Gallagher,eng ENG,MF,West Brom,20,2000,28.1,2,29,7,24.1,1.03,0.25,0.07,0.29,22,0,0,0,1.5,1.5,0.05,0.5,0.5,737,960,76.8,12114,2989,361,421,85.7,252,303,83.2,81,146,55.5,2,1.8,1.8,0.2,20,75,12,1,97,81,41,30,39,12,29,97,29.9,68,47,8,39,27,108,31,0
Jean-Philippe Gbamin,ci CIV,MF,Everton,24,1995,0.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,6,9,66.7,115,41,1,2,50,5,6,83.3,0,0,,0,0,0,0,0,2,0,0,2,1,0,0,1,0,0,0,,0,1,0,1,0,1,1,0
Billy Gilmour,sct SCO,MF,Chelsea,19,2001,2.9,0,1,0,0,0.34,0,0,,22.6,0,0,0,0.1,0.1,0.05,-0.1,-0.1,198,228,86.8,3326,602,99,106,93.4,80,94,85.1,16,19,84.2,0,0.2,0.2,-0.2,3,21,1,0,18,4,2,1,2,1,2,7,28.6,5,3,2,1,3,7,1,0
André Gomes,pt POR,MF,Everton,27,1993,17.4,0,14,3,21.4,0.8,0.17,0,0,26.7,0,0,0,0.5,0.5,0.03,-0.5,-0.5,752,908,82.8,13045,3344,351,392,89.5,282,315,89.5,82,126,65.1,1,1,0.8,0,15,79,14,2,103,35,23,16,16,3,17,58,29.3,41,19,1,18,10,45,12,1
İlkay Gündoğan,de GER,MF,Manchester City,29,1990,22.5,13,52,21,40.4,2.31,0.93,0.23,0.57,17.3,4,1,2,9,7.4,0.14,4,4.6,1583,1751,90.4,22988,4674,888,942,94.3,525,569,92.3,84,118,71.2,2,3.5,3.3,-1.5,40,133,31,1,167,25,15,8,12,5,10,39,25.6,29,13,4,9,20,45,9,0
Rekeem Harper,eng ENG,MF,West Brom,20,2000,0.4,0,1,1,100,2.81,2.81,0,0,26.1,0,0,0,0,0,0.03,0,0,14,17,82.4,243,41,7,8,87.5,6,6,100,1,3,33.3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,,0,2,0,2,1,1,0,0
Jeff Hendrick,ie IRL,MF,Newcastle Utd,28,1992,15.8,2,10,2,20,0.63,0.13,0.2,1,18.7,0,0,0,1.1,1.1,0.11,0.9,0.9,433,544,79.6,6715,1658,233,272,85.7,137,163,84,35,53,66,1,1.1,0.6,-0.1,6,32,5,2,37,8,3,5,3,0,1,13,7.7,12,14,9,5,19,27,18,0
Pablo Hernández,es ESP,MF,Leeds United,35,1985,4.7,0,15,3,20,3.16,0.63,0,0,19,0,0,0,1.1,1.1,0.07,-1.1,-1.1,299,403,74.2,5225,1877,142,165,86.1,106,134,79.1,35,57,61.4,2,0.7,0.5,1.3,6,55,19,0,70,5,3,2,1,2,5,16,31.3,11,2,0,2,0,5,0,1
Conor Hourihane,ie IRL,MF,Aston Villa,29,1991,2.5,1,5,2,40,2,0.8,0.2,0.5,22.7,2,0,0,0.7,0.7,0.13,0.3,0.3,122,164,74.4,2253,523,49,51,96.1,53,71,74.6,15,31,48.4,1,0.6,0.5,0.4,5,13,2,1,23,0,0,0,0,0,0,2,0,2,3,0,3,0,0,2,0
Pierre Højbjerg,dk DEN,MF,Tottenham,24,1995,38,2,14,7,50,0.37,0.18,0.14,0.29,24,0,0,0,1.1,1.1,0.08,0.9,0.9,2455,2783,88.2,40417,12152,1161,1263,91.9,1033,1129,91.5,173,257,67.3,4,1.6,1.3,2.4,16,208,17,1,218,98,51,45,42,11,54,129,41.9,75,51,9,42,48,146,66,0
Alexandre Jankewitz,ch SUI,MF,Southampton,18,2001,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,2,3,66.7,24,17,1,2,50,1,1,100,0,0,,0,0,0,0,0,0,1,0,1,2,1,2,0,0,1,1,100,0,0,0,0,0,2,0,0
Curtis Jones,eng ENG,MF,Liverpool,19,2001,13.1,1,19,9,47.4,1.45,0.69,0.05,0.11,19.4,0,0,0,1.7,1.7,0.09,-0.7,-0.7,900,983,91.6,12828,2687,534,569,93.8,280,294,95.2,41,53,77.4,2,1.5,1.4,0.5,12,87,23,1,89,16,6,6,7,3,12,25,48,13,13,0,13,19,35,11,1
Jorginho,it ITA,MF,Chelsea,28,1991,22.3,7,5,0,0,0.22,0,0,,47.9,0,7,9,7.3,0.2,0.03,-0.3,-0.2,1594,1789,89.1,24705,6718,860,924,93.1,570,621,91.8,103,152,67.8,1,1.7,1.5,-0.7,24,142,23,3,145,57,30,22,31,4,31,76,40.8,45,33,5,28,40,97,21,3
N'Golo Kanté,fr FRA,MF,Chelsea,29,1991,23.8,0,10,3,30,0.42,0.13,0,0,21.3,0,0,0,0.6,0.6,0.06,-0.6,-0.6,1325,1542,85.9,20877,5242,639,716,89.2,519,579,89.6,94,126,74.6,2,1.3,1,0.7,22,96,12,1,116,79,42,39,35,5,27,56,48.2,29,42,4,38,59,138,34,0
Naby Keïta,gn GUI,MF,Liverpool,25,1995,5.8,0,9,2,22.2,1.56,0.35,0,0,21.2,0,0,0,0.4,0.4,0.04,-0.4,-0.4,315,361,87.3,4405,1075,183,204,89.7,109,120,90.8,11,17,64.7,0,0.6,0.6,-0.6,6,30,9,1,33,11,5,1,8,2,7,17,41.2,10,10,0,10,9,20,6,0
Reda Khadra,de GER,MF,Brighton,19,2001,0.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,0,1,0,0,0,0,1,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Mateusz Klich,pl POL,MF,Leeds United,30,1990,26.6,4,34,9,26.5,1.28,0.34,0.06,0.22,22.9,0,2,2,3,1.4,0.04,1,0.6,1228,1545,79.5,18574,4943,621,720,86.3,424,508,83.5,94,163,57.7,5,3.4,3.1,1.6,44,105,40,4,184,38,20,14,20,4,14,61,23,47,13,4,9,11,49,16,0
Mateo Kovačić,hr CRO,MF,Chelsea,26,1994,20.2,0,23,4,17.4,1.14,0.2,0,0,24.3,0,0,0,1,1,0.04,-1,-1,1603,1774,90.4,26888,7292,755,802,94.1,636,688,92.4,148,186,79.6,1,1.7,2.1,-0.7,21,160,23,0,189,46,28,19,24,3,17,32,53.1,15,18,1,17,15,61,11,2
Filip Krovinović,hr CRO,MF,West Brom,24,1995,6.1,0,8,2,25,1.32,0.33,0,0,25.1,0,0,0,0.3,0.3,0.03,-0.3,-0.3,306,374,81.8,4854,1527,153,176,86.9,111,129,86,25,36,69.4,0,0.2,0.4,-0.2,5,44,8,0,41,13,10,6,5,2,6,18,33.3,12,2,0,2,4,17,2,0
Mario Lemina,ga GAB,MF,Fulham,26,1993,18.9,1,19,2,10.5,1,0.11,0.05,0.5,24.2,0,0,0,0.7,0.7,0.04,0.3,0.3,744,897,82.9,13301,3779,330,382,86.4,318,364,87.4,75,114,65.8,0,0.8,1.1,-0.8,12,57,12,0,78,62,35,25,30,7,23,44,52.3,21,26,5,21,30,92,21,0
Khanya Leshabela,za RSA,MF,Leicester City,20,1999,0.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,6,8,75,93,26,5,6,83.3,1,1,100,0,0,,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Jake Livermore,eng ENG,MF,West Brom,30,1989,13.8,0,5,0,0,0.36,0,0,,19.8,0,0,0,0.3,0.3,0.07,-0.3,-0.3,273,388,70.4,4417,1144,135,170,79.4,107,141,75.9,21,48,43.8,0,0.2,0.2,-0.2,5,23,2,1,26,33,18,14,16,3,14,31,45.2,17,21,6,15,16,49,26,0
Giovani Lo Celso,ar ARG,MF,Tottenham,24,1996,10.5,1,15,5,33.3,1.43,0.48,0.07,0.2,19,1,0,0,1.4,1.4,0.09,-0.4,-0.4,469,604,77.6,6897,2082,269,302,89.1,143,180,79.4,28,58,48.3,1,1,1,0,15,52,12,0,71,28,22,12,11,5,10,29,34.5,19,12,1,11,7,35,5,0
Matthew Longstaff,eng ENG,MF,Newcastle Utd,20,2000,4.2,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,117,146,80.1,1902,416,59,68,86.8,43,53,81.1,11,16,68.8,0,0.2,0.1,-0.2,2,6,1,1,6,3,2,2,1,0,2,8,25,6,7,0,7,7,10,2,0
Sean Longstaff,eng ENG,MF,Newcastle Utd,22,1997,15.7,0,15,5,33.3,0.96,0.32,0,0,19.8,1,0,0,1.4,1.4,0.09,-1.4,-1.4,467,591,79,8564,2283,212,236,89.8,170,194,87.6,68,120,56.7,1,1,0.9,0,12,42,1,0,45,31,14,13,15,3,18,42,42.9,24,26,5,21,19,50,14,2
Douglas Luiz,br BRA,MF,Aston Villa,22,1998,30.9,0,26,8,30.8,0.84,0.26,0,0,23.9,1,0,0,1.2,1.2,0.05,-1.2,-1.2,1217,1445,84.2,22141,6015,503,568,88.6,525,577,91,152,212,71.7,2,1.6,1.4,0.4,19,134,13,3,131,49,18,22,26,1,20,58,34.5,38,52,17,35,43,92,44,2
John Lundstram,eng ENG,MF,Sheffield Utd,26,1994,22.6,0,19,4,21.1,0.84,0.18,0,0,23.8,1,0,1,1.9,1.1,0.06,-1.9,-1.1,859,1082,79.4,13623,3077,417,454,91.9,295,352,83.8,79,168,47,2,1.3,1.6,0.7,20,64,14,2,78,25,16,12,11,2,13,47,27.7,34,26,8,18,14,39,29,1
James Maddison,eng ENG,MF,Leicester City,23,1996,23.3,8,75,23,30.7,3.22,0.99,0.11,0.35,24.7,13,0,0,3.8,3.8,0.05,4.2,4.2,874,1132,77.2,13447,3772,454,510,89,285,354,80.5,72,149,48.3,5,5.1,3.4,-0.1,51,103,33,3,134,32,16,5,16,11,14,41,34.1,27,14,1,13,9,41,5,0
Ainsley Maitland-Niles,eng ENG,MF,West Brom,22,1997,13.7,0,10,3,30,0.73,0.22,0,0,23.1,0,0,0,0.6,0.6,0.06,-0.6,-0.6,313,416,75.2,4264,1309,177,214,82.7,81,102,79.4,22,37,59.5,0,0.7,1.3,-0.7,4,28,9,2,47,22,10,7,8,7,9,28,32.1,19,12,1,11,17,39,24,0
Nemanja Matić,rs SRB,MF,Manchester Utd,31,1988,12.3,0,6,3,50,0.49,0.24,0,0,22.8,0,0,0,0.3,0.3,0.05,-0.3,-0.3,921,1026,89.8,16133,4698,409,442,92.5,404,432,93.5,88,108,81.5,0,0.7,1.5,-0.7,8,78,11,1,86,25,11,13,12,0,13,31,41.9,18,19,5,14,22,47,10,3
James McArthur,sct SCO,MF,Crystal Palace,32,1987,16.3,0,6,0,0,0.37,0,0,,21.3,0,0,0,0.3,0.3,0.06,-0.3,-0.3,643,795,80.9,10765,3322,310,359,86.4,270,307,87.9,47,79,59.5,2,1.2,0.7,0.8,15,59,6,0,80,57,32,25,27,5,15,39,38.5,24,28,3,25,23,80,31,0
James McCarthy,ie IRL,MF,Crystal Palace,29,1990,9.1,0,1,0,0,0.11,0,0,,32.5,0,0,0,0,0,0.01,0,0,258,342,75.4,4741,1391,107,130,82.3,104,131,79.4,37,61,60.7,0,0.3,0.4,-0.3,5,30,5,2,28,16,12,9,7,0,8,21,38.1,13,15,7,8,8,24,12,0
John McGinn,sct SCO,MF,Aston Villa,25,1994,37,3,45,11,24.4,1.22,0.3,0.07,0.27,23.7,0,0,0,2.5,2.5,0.06,0.5,0.5,1102,1439,76.6,21328,7785,445,520,85.6,441,532,82.9,173,278,62.2,5,3.6,2.3,1.4,42,199,36,6,221,61,37,23,31,7,27,84,32.1,57,38,6,32,43,104,23,2
Dwight McNeil,eng ENG,MF,Burnley,20,1999,34.1,2,26,9,34.6,0.76,0.26,0.08,0.22,22.3,1,0,0,1.1,1.1,0.04,0.9,0.9,936,1372,68.2,16469,4663,449,522,86,302,401,75.3,136,313,43.5,5,6.2,5.8,-1.2,48,76,39,21,101,47,24,24,18,5,18,56,32.1,38,44,6,38,32,79,32,1
Scott McTominay,sct SCO,MF,Manchester Utd,23,1996,23.7,4,26,7,26.9,1.1,0.3,0.15,0.57,17.6,0,0,0,2.1,2.1,0.08,1.9,1.9,1139,1320,86.3,19571,5540,529,585,90.4,480,525,91.4,96,137,70.1,1,1.7,0.7,-0.7,17,115,9,2,118,51,24,23,25,3,23,36,63.9,13,35,10,25,29,80,46,0
Hannibal Mejbri,tn TUN,MF,Manchester Utd,17,2003,0.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,3,3,100,49,26,2,2,100,0,0,,1,1,100,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
