,,,,,,,Standart,,,,,,,,,,,,Expected,,,,,Total,,,,,Short,,,Medium,,,Long,,,Expected,,,,,,,,,Tackles,,,,,Challanges,,,,Blocks,,,,,,
Ki-Jana Hoever,nl NED,"DF,MF",Wolves,18,2002,6.4,0,1,0,0,0.16,0,0,,17.7,0,0,0,0,0,0.04,0,0,268,361,74.2,4194,1441,150,177,84.7,94,125,75.2,15,30,50,0,0.2,0.2,-0.2,3,14,3,1,19,14,6,11,2,1,10,22,45.5,12,2,0,2,9,23,23,0
Robin Koch,de GER,"DF,MF",Leeds United,24,1996,12.6,0,9,1,11.1,0.72,0.08,0,0,12.3,0,0,0,0.7,0.7,0.08,-0.7,-0.7,664,773,85.9,13042,4385,191,218,87.6,398,428,93,64,104,61.5,0,0.1,0.1,-0.1,4,35,3,0,49,27,16,17,10,0,10,19,52.6,9,18,12,6,27,54,34,2
Tariq Lamptey,gh GHA,"DF,MF",Brighton,19,2000,9.8,1,6,2,33.3,0.61,0.2,0.17,0.5,11.9,0,0,0,0.7,0.7,0.11,0.3,0.3,372,494,75.3,5371,1288,213,237,89.9,124,174,71.3,17,39,43.6,1,0.8,0.8,0.2,9,15,12,8,26,17,9,7,6,4,6,13,46.2,7,8,1,7,19,36,12,1
Fernando Marçal,br BRA,"DF,MF",Wolves,31,1989,6.9,0,2,0,0,0.29,0,0,,26.7,0,0,0,0.1,0.1,0.03,-0.1,-0.1,304,379,80.2,4974,1846,148,159,93.1,119,146,81.5,23,43,53.5,0,0.1,0.1,-0.1,4,22,1,1,23,13,5,6,7,0,6,11,54.5,5,11,2,9,12,25,25,0
Solly March,eng ENG,"DF,MF",Brighton,26,1994,18.6,2,22,4,18.2,1.18,0.22,0.09,0.5,17,1,0,0,1.7,1.7,0.08,0.3,0.3,676,979,69.1,11623,3652,326,376,86.7,258,358,72.1,72,165,43.6,1,1.5,2.5,-0.5,27,41,34,9,79,49,23,24,15,10,18,34,52.9,16,30,5,25,22,71,30,0
Arthur Masuaku,cd COD,"DF,MF",West Ham,26,1993,11.2,0,6,2,33.3,0.54,0.18,0,0,21.1,0,0,0,0.5,0.5,0.08,-0.5,-0.5,443,566,78.3,6690,2098,259,295,87.8,143,182,78.6,29,48,60.4,2,2.2,1.7,-0.2,11,34,11,7,43,20,12,14,6,0,11,34,32.4,23,12,0,12,8,28,28,2
Jakub Moder,pl POL,"DF,MF",Brighton,21,1999,7.2,0,13,3,23.1,1.81,0.42,0,0,17.9,0,0,0,0.8,0.8,0.06,-0.8,-0.8,203,284,71.5,2691,845,127,147,86.4,65,85,76.5,5,24,20.8,0,0.2,0.3,-0.2,3,16,6,0,30,15,7,5,7,3,7,20,35,13,12,1,11,3,18,9,0
Jacob Murphy,eng ENG,"DF,MF",Newcastle Utd,25,1995,18.1,2,30,8,26.7,1.66,0.44,0.07,0.25,23.4,6,0,0,1.7,1.7,0.06,0.3,0.3,420,624,67.3,6887,3063,215,255,84.3,143,210,68.1,46,104,44.2,3,3.8,2.6,-0.8,19,25,27,13,47,39,24,25,12,2,24,49,49,25,27,3,24,14,53,29,0
Erik Pieters,nl NED,"DF,MF",Burnley,31,1988,14.1,0,4,3,75,0.28,0.21,0,0,18.9,0,0,0,0.2,0.2,0.04,-0.2,-0.2,449,606,74.1,7105,2720,226,254,89,172,214,80.4,30,94,31.9,1,0.4,0.5,0.6,5,28,3,0,37,30,21,18,9,3,19,39,48.7,20,30,9,21,12,42,34,0
Matt Ritchie,sct SCO,"DF,MF",Newcastle Utd,30,1989,15,0,11,1,9.1,0.73,0.07,0,0,22.6,2,0,0,0.4,0.4,0.04,-0.4,-0.4,411,611,67.3,7364,2983,194,223,87,136,192,70.8,66,162,40.7,2,2.2,2.1,-0.2,25,32,16,13,38,10,3,5,3,2,3,17,17.6,14,17,2,15,12,22,47,0
Nélson Semedo,pt POR,"DF,MF",Wolves,26,1993,33.1,1,23,11,47.8,0.69,0.33,0.04,0.09,21.2,0,0,0,1.3,1.3,0.06,-0.3,-0.3,1586,1976,80.3,22838,6783,985,1082,91,459,581,79,92,167,55.1,1,1.3,2.8,-0.3,21,117,20,10,138,85,48,53,23,9,42,72,58.3,30,30,10,20,41,126,78,2
Pascal Struijk,nl NED,"DF,MF",Leeds United,20,1999,23.1,1,14,4,28.6,0.61,0.17,0.07,0.25,9.8,0,0,0,1.7,1.7,0.12,-0.7,-0.7,1118,1301,85.9,21896,7066,343,390,87.9,653,700,93.3,106,176,60.2,0,0.1,0.3,-0.1,4,53,2,1,71,49,30,28,19,2,17,28,60.7,11,35,21,14,47,96,92,0
Kenny Tete,nl NED,"DF,MF",Fulham,24,1995,16.5,0,7,1,14.3,0.43,0.06,0,0,18.7,0,0,0,0.3,0.3,0.04,-0.3,-0.3,636,879,72.4,10589,4277,311,378,82.3,241,319,75.5,62,98,63.3,1,1.4,1.5,-0.4,18,37,25,18,71,48,30,27,16,5,10,18,55.6,8,14,5,9,27,75,49,0
Yan Valery,tn TUN,"DF,MF",Southampton,21,1999,1.1,0,2,0,0,1.75,0,0,,25,0,0,0,0.2,0.2,0.09,-0.2,-0.2,54,64,84.4,831,266,27,28,96.4,24,28,85.7,1,3,33.3,0,0.1,0.1,-0.1,1,1,3,2,3,5,3,2,3,0,1,5,20,4,2,0,2,2,7,5,0
Ben White,eng ENG,"DF,MF",Brighton,22,1997,35.5,0,10,1,10,0.28,0.03,0,0,16.8,0,0,0,0.5,0.5,0.05,-0.5,-0.5,1491,1812,82.3,27469,9044,574,638,90,759,849,89.4,131,261,50.2,0,0.9,2.2,-0.9,8,117,20,1,149,49,26,21,24,4,24,57,42.1,33,46,22,24,62,111,56,0
