,,,,,,,Standart,,,,,,,,,,,,Expected,,,,,Total,,,,,Short,,,Medium,,,Long,,,Expected,,,,,,,,,Tackles,,,,,Challanges,,,,Blocks,,,,,,
Boubakary Soumaré,fr FRA,MF,Leicester City,23,1999,18.1,0,1,0,0,0.06,0,0,,28,0,0,0,0,0,0.03,0,0,776,902,86,11579,3059,429,470,91.3,276,314,87.9,39,57,68.4,0,0.4,0.5,-0.4,11,80,5,1,73,57,34,29,26,2,23,44,52.3,21,15,4,11,33,90,27,1
Junior Stanislas,eng ENG,MF,Bournemouth,32,1989,0.7,0,1,0,0,1.48,0,0,,24.5,0,0,0,0,0,0.04,0,0,22,28,78.6,329,71,12,14,85.7,9,11,81.8,0,1,0,0,0.1,0.2,-0.1,2,3,0,0,4,0,0,0,0,0,0,0,,0,2,1,1,0,0,0,0
Youri Tielemans,be BEL,MF,Leicester City,25,1997,26,3,29,8,27.6,1.11,0.31,0.07,0.25,27.7,1,1,2,2.5,0.9,0.03,0.5,1.1,1303,1623,80.3,21370,7448,651,734,88.7,501,592,84.6,111,208,53.4,2,4.7,3.3,-2.7,30,169,28,7,181,66,39,27,30,9,23,62,37.1,39,35,8,27,28,94,24,1
Boubacar Traoré,ml MLI,MF,Wolves,20,2001,4.6,0,3,0,0,0.66,0,0,,29.3,0,0,0,0.1,0.1,0.02,-0.1,-0.1,118,149,79.2,1952,617,56,66,84.8,55,63,87.3,6,11,54.5,1,0.2,0.1,0.8,1,16,1,0,8,12,5,4,5,3,3,7,42.9,4,4,2,2,7,19,1,0
James Ward-Prowse,eng ENG,MF,Southampton,27,1994,37.5,9,40,16,40,1.07,0.43,0.18,0.44,27.1,17,2,4,5.7,2.5,0.06,3.3,4.5,1716,2176,78.9,28997,8717,834,922,90.5,687,809,84.9,153,342,44.7,4,6.2,5.3,-2.2,74,177,31,16,189,65,37,31,27,7,21,61,34.4,40,30,10,20,55,120,48,0
Harvey White,eng ENG,MF,Tottenham,20,2001,0.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,3,8,37.5,54,21,2,3,66.7,0,2,0,1,3,33.3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
Joe Willock,eng ENG,MF,Newcastle Utd,22,1999,28.4,3,58,16,27.6,2.04,0.56,0.05,0.19,16.9,0,0,0,7,7,0.12,-4,-4,777,951,81.7,12123,3082,434,485,89.5,266,310,85.8,55,86,64,6,6,4.4,0,39,91,34,8,121,51,30,13,26,12,25,58,43.1,33,54,8,46,25,76,17,0
Granit Xhaka,ch SUI,MF,Arsenal,29,1992,33.3,7,40,14,35,1.2,0.42,0.18,0.5,16.6,3,0,0,4.7,4.7,0.12,2.3,2.3,1382,1632,84.7,22642,5919,675,762,88.6,552,635,86.9,113,139,81.3,7,5.2,4,1.8,47,148,40,4,196,34,27,11,18,5,16,41,39,25,28,10,18,15,49,45,1
Ryan Yates,eng ENG,MF,Nott'ham Forest,24,1997,20.4,0,26,5,19.2,1.27,0.24,0,0,16.8,0,0,0,2.3,2.3,0.09,-2.3,-2.3,455,592,76.9,7587,1812,204,248,82.3,205,237,86.5,32,61,52.5,2,1.2,0.4,0.8,7,26,4,1,43,38,19,19,16,3,14,22,63.6,8,26,8,18,10,48,44,0
Denis Zakaria,ch SUI,MF,Chelsea,25,1996,4.6,0,2,0,0,0.44,0,0,,16.9,0,0,0,0.2,0.2,0.09,-0.2,-0.2,158,179,88.3,2222,571,90,98,91.8,54,56,96.4,5,6,83.3,0,0,0.1,0,1,8,0,0,6,9,5,5,2,2,2,8,25,6,4,1,3,3,12,10,0
Martin Ødegaard,no NOR,MF,Arsenal,23,1998,34.7,15,93,31,33.3,2.68,0.89,0.16,0.48,19.2,9,0,0,9.9,9.9,0.11,5.1,5.1,1449,1804,80.3,22540,6014,759,873,86.9,518,617,84,110,175,62.9,7,8.1,7.9,-1.1,76,135,91,4,266,36,23,12,14,10,14,47,29.8,33,20,5,15,6,42,12,1
Moussa Djenepo,ml MLI,"DF,FW",Southampton,24,1998,7.9,0,3,2,66.7,0.38,0.25,0,0,13.8,0,0,0,0.2,0.2,0.06,-0.2,-0.2,179,244,73.4,2605,772,104,119,87.4,60,83,72.3,8,20,40,2,0.5,0.4,1.5,9,13,5,3,19,19,11,13,5,1,11,27,40.7,16,19,2,17,11,30,7,0
Shane Duffy,ie IRL,"DF,FW",Fulham,30,1992,0.2,0,1,0,0,4.5,0,0,,6.1,0,0,0,0.2,0.2,0.16,-0.2,-0.2,16,20,80,308,61,5,5,100,9,10,90,2,4,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1
Jamal Lewis,nir NIR,"DF,FW",Newcastle Utd,24,1998,0.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,12,14,85.7,192,71,3,3,100,8,9,88.9,0,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Valentino Livramento,eng ENG,"DF,FW",Southampton,19,2002,0.3,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,21,26,80.8,302,93,10,13,76.9,11,11,100,0,1,0,0,0,0,0,0,1,0,0,0,2,1,2,0,0,0,0,,0,0,0,0,2,4,3,0
Kevin Mbabu,ch SUI,"DF,FW",Fulham,27,1995,1.6,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,68,94,72.3,1051,383,40,43,93,24,35,68.6,4,9,44.4,1,0.4,0.4,0.6,2,4,5,3,8,3,2,2,1,0,1,3,33.3,2,2,0,2,3,6,3,0
James Garner,eng ENG,"MF,DF",Everton,21,2001,8.9,0,9,3,33.3,1.01,0.34,0,0,22.3,1,0,0,0.8,0.8,0.08,-0.8,-0.8,256,353,72.5,4066,1400,131,152,86.2,99,124,79.8,16,50,32,1,0.5,0.5,0.5,7,22,6,2,33,16,13,4,8,4,9,19,47.4,10,9,1,8,12,28,13,0
Pascal Groß,de GER,"MF,DF",Brighton,31,1991,36,9,39,19,48.7,1.08,0.53,0.23,0.47,17.4,1,0,0,5.4,5.4,0.14,3.6,3.6,1879,2347,80.1,30182,8776,988,1079,91.6,681,809,84.2,147,316,46.5,8,10.9,8.8,-2.9,80,157,69,13,255,59,38,23,27,9,25,55,45.5,30,32,10,22,13,72,21,1
Vitaly Janelt,de GER,"MF,DF",Brentford,24,1998,24.5,3,14,5,35.7,0.57,0.2,0.21,0.6,15.8,0,0,0,2.4,2.4,0.17,0.6,0.6,812,1020,79.6,14151,3894,411,466,88.2,298,360,82.8,90,139,64.7,1,1.4,1.5,-0.4,16,75,19,8,82,54,27,20,24,10,21,49,42.9,28,29,9,20,29,83,26,0
Ruben Loftus-Cheek,eng ENG,"MF,DF",Chelsea,26,1996,17.1,0,9,2,22.2,0.53,0.12,0,0,18.6,0,0,0,0.8,0.8,0.09,-0.8,-0.8,782,907,86.2,11417,2878,475,530,89.6,263,291,90.4,29,37,78.4,1,1.5,1.8,-0.5,16,78,18,1,90,25,14,8,14,3,12,22,54.5,10,15,2,13,12,37,23,0
James Milner,eng ENG,"MF,DF",Liverpool,36,1986,10.1,0,7,1,14.3,0.69,0.1,0,0,17.9,0,0,0,0.4,0.4,0.06,-0.4,-0.4,563,727,77.4,9891,3403,261,291,89.7,238,279,85.3,52,112,46.4,1,0.9,1.6,0.1,13,61,15,5,70,26,16,11,11,4,15,34,44.1,19,14,2,12,12,38,15,0
Lucas Moura,br BRA,"MF,DF",Tottenham,29,1992,1.7,1,4,1,25,2.35,0.59,0.25,1,10.9,0,0,0,0.5,0.5,0.13,0.5,0.5,62,89,69.7,831,264,39,50,78,21,26,80.8,0,3,0,0,0.3,0.4,-0.3,4,3,5,1,13,8,5,1,3,4,1,4,25,3,0,0,0,2,10,1,1
Mads Bech Sørensen,dk DEN,"DF,MF",Brentford,23,1999,0.2,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,7,11,63.6,142,49,3,3,100,3,4,75,1,4,25,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,1,1,1,0
Calum Chambers,eng ENG,"DF,MF",Aston Villa,27,1995,3.9,0,2,0,0,0.51,0,0,,21.6,0,0,0,0.1,0.1,0.06,-0.1,-0.1,157,207,75.8,2924,1310,66,76,86.8,77,94,81.9,14,31,45.2,0,0.3,0.2,-0.3,2,9,2,1,16,9,6,7,2,0,6,8,75,2,5,4,1,7,16,10,1
Ben Chilwell,eng ENG,"DF,MF",Chelsea,25,1996,15.6,2,16,4,25,1.02,0.26,0.13,0.5,16.1,0,0,0,1.4,1.4,0.09,0.6,0.6,762,977,78,10963,3238,469,507,92.5,223,284,78.5,42,123,34.1,2,2.2,2.4,-0.2,21,42,10,7,41,21,17,12,8,1,13,25,52,12,21,2,19,18,39,26,0
Matt Doherty,ie IRL,"DF,MF",Tottenham,30,1992,7.4,1,10,2,20,1.35,0.27,0.1,0.5,12.1,0,0,0,0.8,0.8,0.08,0.2,0.2,329,408,80.6,4896,1222,190,204,93.1,107,137,78.1,18,35,51.4,0,0.3,0.3,-0.3,6,14,5,3,20,16,10,12,3,1,8,10,80,2,11,6,5,8,24,14,1
Sergio Gómez,es ESP,"DF,MF",Manchester City,21,2000,3.9,0,7,0,0,1.81,0,0,,22.1,0,0,0,0.4,0.4,0.05,-0.4,-0.4,279,317,88,4074,977,154,165,93.3,105,114,92.1,11,17,64.7,1,1.2,1.1,-0.2,5,24,3,0,18,9,4,6,1,2,5,8,62.5,3,5,3,2,2,11,9,1
Reece James,eng ENG,"DF,MF",Chelsea,22,1999,13.8,1,16,4,25,1.16,0.29,0.06,0.25,22.4,2,0,0,1,1,0.06,0,0,891,1051,84.8,14345,4119,468,499,93.8,337,395,85.3,67,109,61.5,1,3,2.9,-2,21,60,24,6,90,31,20,10,18,3,15,19,78.9,4,17,2,15,12,43,23,0
Rico Lewis,eng ENG,"DF,MF",Manchester City,17,2004,10,0,5,2,40,0.5,0.2,0,0,21.1,0,0,0,0.2,0.2,0.04,-0.2,-0.2,617,675,91.4,8779,1476,378,400,94.5,203,219,92.7,19,23,82.6,0,1.5,1.6,-1.5,12,38,10,3,48,16,9,9,5,2,6,11,54.5,5,8,4,4,6,22,13,1
Ainsley Maitland-Niles,eng ENG,"DF,MF",Southampton,24,1997,15.6,0,1,1,100,0.06,0.06,0,0,31.4,0,0,0,0,0,0.02,0,0,565,713,79.2,9322,3245,288,331,87,214,258,82.9,50,84,59.5,0,0.7,0.7,-0.7,10,52,12,5,57,45,24,23,18,4,28,44,63.6,16,28,7,21,22,67,45,1
Nathan Patterson,sct SCO,"DF,MF",Everton,20,2001,14.2,0,8,1,12.5,0.56,0.07,0,0,18.2,0,0,0,0.5,0.5,0.06,-0.5,-0.5,488,649,75.2,7279,2596,284,315,90.2,172,230,74.8,22,67,32.8,0,0.4,0.7,-0.4,6,21,10,4,24,49,24,32,13,4,29,54,53.7,25,24,4,20,15,64,45,0
Ricardo Pereira,pt POR,"DF,MF",Leicester City,28,1993,5,1,2,1,50,0.4,0.2,0.5,1,17.8,0,0,0,0.1,0.1,0.06,0.9,0.9,252,322,78.3,4024,1552,130,147,88.4,105,125,84,12,27,44.4,1,0.6,0.6,0.4,7,25,10,3,27,11,7,8,3,0,7,17,41.2,10,8,2,6,4,15,20,0
Ivan Perišić,hr CRO,"DF,MF",Tottenham,33,1989,23.4,1,29,8,27.6,1.24,0.34,0.03,0.13,15.3,2,0,0,2.6,2.6,0.09,-1.6,-1.6,713,1121,63.6,12565,3575,357,443,80.6,249,389,64,91,210,43.3,8,6.1,5.2,1.9,48,29,36,24,61,42,24,25,10,7,27,47,57.4,20,29,7,22,22,64,49,1
Pedro Porro,es ESP,"DF,MF",Tottenham,22,1999,12.6,3,26,7,26.9,2.07,0.56,0.12,0.43,20.4,1,0,0,1.8,1.8,0.07,1.2,1.2,465,648,71.8,7553,2604,241,272,88.6,168,221,76,43,98,43.9,3,3,2.3,0,25,28,23,14,39,25,16,8,15,2,14,39,35.9,25,25,2,23,15,40,24,1
Jaïro Riedewald,nl NED,"DF,MF",Crystal Palace,25,1996,0.7,0,1,0,0,1.41,0,0,,14.7,0,0,0,0.1,0.1,0.07,-0.1,-0.1,34,45,75.6,467,137,21,24,87.5,13,17,76.5,0,2,0,0,0,0,0,0,2,0,0,1,2,1,2,0,0,0,1,0,1,2,0,2,0,2,4,0
John Stones,eng ENG,"DF,MF",Manchester City,28,1994,20.5,2,11,3,27.3,0.54,0.15,0.18,0.67,13.4,0,0,0,1,1,0.1,1,1,1453,1563,93,24351,6789,708,740,95.7,625,666,93.8,99,124,79.8,2,1.4,1,0.6,8,109,3,0,101,23,13,11,8,4,7,10,70,3,17,10,7,9,32,40,0
Rúben Vinagre,pt POR,"DF,MF",Everton,23,1999,0.3,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,15,24,62.5,223,26,7,10,70,7,10,70,0,0,,0,0,0,0,0,2,0,0,0,2,2,1,1,0,1,2,50,1,0,0,0,0,2,1,0
