,,,,,,,Standart,,,,,,,,,,,,Expected,,,,,Total,,,,,Short,,,Medium,,,Long,,,Expected,,,,,,,,,Tackles,,,,,Challanges,,,,Blocks,,,,,,
Philip Billing,dk DEN,"MF,FW",Bournemouth,26,1996,30.7,7,38,18,47.4,1.24,0.59,0.18,0.39,18.3,5,0,0,4.9,4.9,0.13,2.1,2.1,813,1055,77.1,11823,3165,460,542,84.9,257,317,81.1,45,94,47.9,1,3.2,2.6,-2.2,26,49,9,3,80,63,36,21,33,9,11,42,26.2,31,48,8,40,31,94,58,1
Emi Buendía,ar ARG,"MF,FW",Aston Villa,25,1996,26.8,5,49,11,22.4,1.83,0.41,0.1,0.45,15.9,2,0,0,6.3,6.3,0.13,-1.3,-1.3,787,1020,77.2,12082,3091,434,513,84.6,255,323,78.9,63,90,70,2,5.7,4.2,-3.7,41,84,41,0,138,52,23,20,20,12,21,74,28.4,53,20,2,18,20,72,17,0
Fabio Carvalho,pt POR,"MF,FW",Liverpool,19,2002,3.9,2,11,4,36.4,2.85,1.04,0.18,0.5,11.5,0,0,0,1.1,1.1,0.1,0.9,0.9,117,143,81.8,1555,281,72,84,85.7,30,37,81.1,5,6,83.3,0,0.1,0.3,-0.1,1,7,2,0,12,8,8,3,3,2,3,6,50,3,6,0,6,6,14,0,0
Ryan Christie,sct SCO,"MF,FW",Bournemouth,27,1995,20.4,1,33,9,27.3,1.62,0.44,0.03,0.11,14,0,0,0,2.7,2.7,0.08,-1.7,-1.7,521,651,80,8356,2028,279,327,85.3,175,196,89.3,47,81,58,1,2.4,2,-1.4,30,43,19,2,71,34,22,10,23,1,14,50,28,36,16,4,12,26,60,20,0
Carney Chukwuemeka,eng ENG,"MF,FW",Chelsea,18,2003,3.9,0,5,1,20,1.27,0.25,0,0,17.2,0,0,0,0.4,0.4,0.08,-0.4,-0.4,179,203,88.2,2291,502,126,140,90,33,37,89.2,8,8,100,0,0.6,0.6,-0.6,8,11,7,2,23,13,7,7,6,0,3,5,60,2,7,0,7,6,19,1,0
Philippe Coutinho,br BRA,"MF,FW",Aston Villa,30,1992,8.8,1,21,8,38.1,2.4,0.91,0.05,0.13,21.6,2,0,0,1.4,1.4,0.07,-0.4,-0.4,288,384,75,4081,976,180,210,85.7,82,112,73.2,17,36,47.2,0,0.5,0.8,-0.5,8,30,8,2,48,19,14,8,8,3,9,15,60,6,11,1,10,4,23,2,0
Conor Coventry,ie IRL,"MF,FW",West Ham,22,2000,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Mikkel Damsgaard,dk DEN,"MF,FW",Brentford,22,2000,11,0,12,5,41.7,1.09,0.46,0,0,15,0,0,0,2.6,2.6,0.22,-2.6,-2.6,275,407,67.6,4023,1438,156,193,80.8,92,132,69.7,16,44,36.4,0,1.4,1.3,-1.4,11,36,10,1,44,31,21,13,13,5,15,42,35.7,27,20,2,18,10,41,14,0
Malcolm Ebiowei,eng ENG,"MF,FW",Crystal Palace,18,2003,0.4,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,5,10,50,98,16,2,4,50,2,2,100,1,2,50,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,1,0,1,2,0,2,0,1,0,0
Harvey Elliott,eng ENG,"MF,FW",Liverpool,19,2003,17.9,1,36,12,33.3,2.01,0.67,0.03,0.08,19.3,0,0,0,2.1,2.1,0.06,-1.1,-1.1,809,1009,80.2,12346,3197,442,494,89.5,296,363,81.5,45,85,52.9,2,3.5,4.3,-1.5,26,68,41,6,142,27,18,6,12,9,9,37,24.3,28,26,1,25,15,42,8,0
Mohamed Elyounoussi,no NOR,"MF,FW",Southampton,27,1994,24.1,1,36,10,27.8,1.49,0.42,0.03,0.1,15.8,0,0,0,3.5,3.5,0.1,-2.5,-2.5,426,633,67.3,5950,1637,272,348,78.2,108,167,64.7,28,56,50,1,2.1,1.7,-1.1,18,32,19,6,50,46,28,22,20,4,19,44,43.2,25,40,3,37,27,73,37,0
Eberechi Eze,eng ENG,"MF,FW",Crystal Palace,24,1998,29.3,10,70,25,35.7,2.39,0.85,0.13,0.36,21.9,14,1,1,7.3,6.5,0.09,2.7,2.5,923,1178,78.4,14106,3902,531,607,87.5,294,353,83.3,67,148,45.3,4,4.3,3.1,-0.3,57,88,35,2,131,42,24,17,18,7,18,38,47.4,20,22,0,22,13,55,10,0
Bruno Fernandes,pt POR,"MF,FW",Manchester Utd,27,1994,36.8,8,90,32,35.6,2.44,0.87,0.07,0.19,20.8,6,2,2,9.3,7.7,0.09,-1.3,-1.7,1498,2030,73.8,25425,8933,767,897,85.5,495,633,78.2,181,331,54.7,8,16.7,10.7,-8.7,119,148,89,10,263,68,42,24,25,19,30,71,42.3,41,37,5,32,25,93,40,1
Saman Ghoddos,ir IRN,"MF,FW",Brentford,28,1993,1.5,0,1,1,100,0.65,0.65,0,0,19.2,0,0,0,0,0,0.05,0,0,59,79,74.7,953,286,32,36,88.9,21,25,84,6,17,35.3,0,0.4,0.3,-0.4,4,5,1,0,8,2,1,0,1,1,1,3,33.3,2,5,1,4,4,6,2,0
Morgan Gibbs-White,eng ENG,"MF,FW",Nott'ham Forest,22,2000,33,5,57,19,33.3,1.73,0.58,0.05,0.16,20,3,2,2,6,4.4,0.08,-1,-1.4,659,1078,61.1,10717,3931,351,466,75.3,195,279,69.9,84,229,36.7,8,8.2,6.2,-0.2,66,70,40,5,131,26,14,7,7,12,11,33,33.3,22,23,4,19,14,40,15,0
Bryan Gil,es ESP,"MF,FW",Tottenham,21,2001,1.6,0,2,1,50,1.22,0.61,0,0,19.4,0,0,0,0.1,0.1,0.05,-0.1,-0.1,47,60,78.3,638,92,26,32,81.3,14,16,87.5,2,4,50,1,0.2,0.1,0.8,2,3,2,0,5,3,1,3,0,0,0,3,0,3,3,0,3,1,4,1,0
Sam Greenwood,eng ENG,"MF,FW",Leeds United,20,2002,4.7,1,12,2,16.7,2.55,0.42,0.08,0.5,24.2,5,0,0,0.7,0.7,0.06,0.3,0.3,107,186,57.5,1951,888,55,64,85.9,28,58,48.3,21,57,36.8,2,1.1,1.1,0.9,13,14,1,0,15,15,7,7,8,0,8,21,38.1,13,10,2,8,1,16,1,0
Luke Harris,wls WAL,"MF,FW",Fulham,17,2005,0.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,13,14,92.9,172,25,9,9,100,4,5,80,0,0,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Son Heung-min,kr KOR,"MF,FW",Tottenham,30,1992,32.1,10,81,38,46.9,2.52,1.18,0.12,0.26,18.3,5,0,0,10.1,10.1,0.12,-0.1,-0.1,680,909,74.8,9315,2506,410,477,86,191,249,76.7,36,90,40,6,6.5,4.5,-0.5,61,32,32,6,79,24,12,7,8,9,9,30,30,21,23,2,21,13,37,6,0
Alex Iwobi,ng NGA,"MF,FW",Everton,26,1996,37.5,2,42,15,35.7,1.12,0.4,0.05,0.13,21,0,0,0,2.5,2.5,0.06,-0.5,-0.5,1154,1536,75.1,20102,6570,547,648,84.4,435,555,78.4,132,220,60,7,6.1,4.3,0.9,64,134,63,17,194,69,37,37,28,4,33,65,50.8,32,41,2,39,25,94,29,0
Joelinton,br BRA,"MF,FW",Newcastle Utd,25,1996,29.6,6,51,19,37.3,1.72,0.64,0.12,0.32,14.6,0,0,0,7.1,7.1,0.14,-1.1,-1.1,1035,1268,81.6,15180,4014,581,668,87,338,390,86.7,59,75,78.7,1,2.4,1.9,-1.4,26,78,21,3,130,70,49,36,26,8,26,62,41.9,36,52,7,45,48,118,39,0
Mateusz Klich,pl POL,"MF,FW",Leeds United,32,1990,3.1,0,4,1,25,1.29,0.32,0,0,21.7,0,0,0,0.2,0.2,0.04,-0.2,-0.2,108,148,73,1411,387,61,69,88.4,28,34,82.4,5,17,29.4,0,0.2,0.2,-0.2,5,6,5,0,16,12,8,3,4,5,7,13,53.8,6,4,0,4,0,12,1,0
Dejan Kulusevski,se SWE,"MF,FW",Tottenham,22,2000,23,2,43,10,23.3,1.87,0.44,0.05,0.2,17.6,0,0,0,2.5,2.5,0.06,-0.5,-0.5,582,746,78,8120,2005,355,410,86.6,179,226,79.2,25,51,49,7,4.6,4.8,2.4,47,14,38,11,67,38,15,23,7,8,16,44,36.4,28,19,0,19,13,51,7,0
Adam Lallana,eng ENG,"MF,FW",Brighton,34,1988,8,2,8,5,62.5,1,0.62,0.25,0.4,13.3,0,0,0,0.9,0.9,0.11,1.1,1.1,262,317,82.6,3033,656,173,194,89.2,57,74,77,6,9,66.7,1,1,1.2,0,14,23,9,1,33,9,4,6,2,1,0,7,0,7,6,0,6,2,11,1,0
Manuel Lanzini,ar ARG,"MF,FW",West Ham,29,1993,2.8,1,3,1,33.3,1.07,0.36,0.33,1,23.1,0,0,0,0.5,0.5,0.18,0.5,0.5,146,175,83.4,2221,522,82,94,87.2,48,53,90.6,11,17,64.7,0,0.2,0.3,-0.2,1,13,3,0,19,2,2,1,1,0,2,6,33.3,4,2,0,2,2,4,0,0
Jamal Lowe,jm JAM,"MF,FW",Bournemouth,28,1994,0.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,2,4,50,18,3,1,1,100,0,0,,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
James Maddison,eng ENG,"MF,FW",Leicester City,25,1996,27.6,10,83,27,32.5,3.01,0.98,0.11,0.33,21.1,13,1,2,8.7,6.6,0.08,1.3,2.4,844,1150,73.4,14244,4356,417,481,86.7,300,395,75.9,93,186,50,9,9.3,5.7,-0.3,69,117,27,4,151,51,26,25,19,7,19,50,38,31,19,1,18,13,64,6,1
Pape Matar Sarr,sn SEN,"MF,FW",Tottenham,19,2002,2.4,0,2,0,0,0.83,0,0,,27.3,0,0,0,0.1,0.1,0.03,-0.1,-0.1,141,154,91.6,2130,449,70,73,95.9,62,65,95.4,3,8,37.5,1,0.3,0,0.7,2,9,0,0,13,7,6,4,2,1,4,8,50,4,3,2,1,6,13,6,0
John McGinn,sct SCO,"MF,FW",Aston Villa,27,1994,29.9,1,42,11,26.2,1.4,0.37,0.02,0.09,23.6,0,0,0,2.4,2.4,0.06,-1.4,-1.4,805,1028,78.3,14385,4830,374,430,87,309,373,82.8,101,165,61.2,3,2.6,3.3,0.4,18,114,20,5,140,66,36,27,29,10,34,71,47.9,37,43,4,39,24,90,19,0
Mason Mount,eng ENG,"MF,FW",Chelsea,23,1999,18.3,3,33,9,27.3,1.8,0.49,0.09,0.33,19.7,2,0,0,2,2,0.06,1,1,585,778,75.2,8688,2236,350,409,85.6,165,216,76.4,44,84,52.4,2,3,2.8,-1,30,55,27,5,98,33,19,6,16,11,14,27,51.9,13,24,6,18,8,41,9,0
Dango Ouattara,bf BFA,"MF,FW",Bournemouth,20,2002,13.8,1,26,5,19.2,1.89,0.36,0.04,0.2,14.3,0,0,0,3.6,3.6,0.14,-2.6,-2.6,210,334,62.9,3297,1069,118,157,75.2,68,105,64.8,16,37,43.2,3,2.5,1.6,0.5,18,20,17,8,23,28,15,20,6,2,13,32,40.6,19,20,3,17,13,41,29,1
Cole Palmer,eng ENG,"MF,FW",Manchester City,20,2002,4.1,0,11,3,27.3,2.68,0.73,0,0,13.7,0,0,0,1.2,1.2,0.14,-1.2,-1.2,167,193,86.5,2377,369,100,105,95.2,51,62,82.3,6,11,54.5,1,0.6,0.5,0.4,5,8,7,1,13,5,1,0,3,2,3,5,60,2,2,1,1,1,6,2,0
Ayoze Pérez,es ESP,"MF,FW",Leicester City,29,1993,4.2,0,8,2,25,1.88,0.47,0,0,15.9,0,0,0,1.1,1.1,0.14,-1.1,-1.1,118,171,69,1698,468,75,89,84.3,28,43,65.1,9,18,50,1,1.5,0.6,-0.5,11,13,6,0,20,11,8,5,4,2,8,19,42.1,11,6,0,6,2,13,3,0
Dennis Praet,be BEL,"MF,FW",Leicester City,28,1994,7.2,1,5,2,40,0.69,0.28,0.2,0.5,13.6,0,0,0,1,1,0.2,0,0,200,270,74.1,2897,680,117,138,84.8,62,77,80.5,13,27,48.1,0,0.5,0.4,-0.5,3,10,5,1,17,12,9,5,6,1,6,11,54.5,5,12,2,10,5,17,6,0
Jacob Ramsey,eng ENG,"MF,FW",Aston Villa,21,2001,29.3,6,33,13,39.4,1.13,0.44,0.18,0.46,15.9,0,0,0,5,5,0.15,1,1,728,889,81.9,10240,2665,444,500,88.8,217,266,81.6,34,46,73.9,7,5.1,2.9,1.9,42,67,28,4,98,69,39,23,35,11,32,69,46.4,37,48,8,40,23,92,34,0
Richarlison,br BRA,"MF,FW",Tottenham,25,1997,11.2,1,27,14,51.9,2.41,1.25,0.04,0.07,12.6,0,0,0,3.3,3.3,0.12,-2.3,-2.3,196,279,70.3,2927,700,109,145,75.2,60,82,73.2,13,18,72.2,3,2.2,1.5,0.8,16,16,10,3,28,21,16,13,5,3,12,27,44.4,15,14,1,13,5,26,10,0
Gustavo Scarpa,br BRA,"MF,FW",Nott'ham Forest,28,1994,2,0,7,1,14.3,3.48,0.5,0,0,26.9,0,0,0,0.3,0.3,0.04,-0.3,-0.3,51,78,65.4,1112,454,16,19,84.2,26,31,83.9,8,18,44.4,0,0,0,0,1,10,0,0,12,5,2,3,1,1,2,5,40,3,4,0,4,0,5,3,0
Jeffrey Schlupp,gh GHA,"MF,FW",Crystal Palace,29,1992,28.1,3,28,9,32.1,1,0.32,0.11,0.33,17.5,0,0,0,3.2,3.2,0.12,-0.2,-0.2,665,900,73.9,10562,2798,338,418,80.9,254,312,81.4,52,104,50,1,1.4,1,-0.4,18,59,11,0,98,66,46,28,29,9,22,43,51.2,21,39,8,31,23,89,38,0
Bernardo Silva,pt POR,"MF,FW",Manchester City,27,1994,24.5,4,25,9,36,1.02,0.37,0.16,0.44,18.1,0,0,0,2.2,2.2,0.09,1.8,1.8,1317,1543,85.4,20840,3604,717,771,93,462,529,87.3,92,149,61.7,5,3.3,4,1.7,31,76,35,11,130,44,23,11,25,8,18,45,40,27,23,6,17,16,60,6,0
Emile Smith Rowe,eng ENG,"MF,FW",Arsenal,22,2000,1.9,0,4,1,25,2.09,0.52,0,0,15.8,0,0,0,0.3,0.3,0.07,-0.3,-0.3,74,85,87.1,1070,240,44,48,91.7,24,28,85.7,5,6,83.3,2,0.7,0.6,1.3,6,3,4,0,7,1,1,1,0,0,1,3,33.3,2,1,0,1,0,1,2,0
Marcus Tavernier,eng ENG,"MF,FW",Bournemouth,23,1999,19.4,5,37,14,37.8,1.91,0.72,0.14,0.36,17.3,2,0,0,3.1,3.1,0.08,1.9,1.9,510,724,70.4,8048,2431,285,339,84.1,165,225,73.3,40,100,40,4,2.9,1.3,1.1,19,34,16,5,56,33,22,19,11,3,11,33,33.3,22,25,4,21,9,42,23,0
Fabio Vieira,pt POR,"MF,FW",Arsenal,22,2000,5.7,1,15,2,13.3,2.63,0.35,0.07,0.5,20.1,0,0,0,0.8,0.8,0.06,0.2,0.2,234,290,80.7,3557,834,129,142,90.8,84,99,84.8,9,25,36,2,2.5,1.4,-0.5,12,26,7,2,35,6,4,3,0,3,3,5,60,2,5,0,5,4,10,2,0
Sergi Canós,es ESP,"FW,DF",Brentford,25,1997,0.9,0,1,0,0,1.17,0,0,,16.1,0,0,0,0.1,0.1,0.07,-0.1,-0.1,23,43,53.5,268,76,14,18,77.8,4,15,26.7,1,2,50,0,0,0,0,1,2,1,0,2,0,0,0,0,0,0,2,0,2,3,1,2,0,0,1,0
Bobby De Cordova-Reid,jm JAM,"FW,DF",Fulham,29,1993,27.5,4,31,10,32.3,1.13,0.36,0.13,0.4,13.7,0,0,0,3.9,3.9,0.13,0.1,0.1,636,907,70.1,9625,3067,341,416,82,226,319,70.8,34,81,42,1,1.7,1.6,-0.7,19,36,38,10,63,42,24,14,14,14,16,36,44.4,20,25,3,22,20,62,28,1
Solly March,eng ENG,"FW,DF",Brighton,28,1994,30.2,7,74,31,41.9,2.45,1.03,0.09,0.23,16.2,1,0,0,8.1,8.1,0.11,-1.1,-1.1,951,1312,72.5,17051,4026,443,526,84.2,367,481,76.3,113,208,54.3,7,8.4,6.3,-1.4,67,63,52,15,135,53,31,16,17,20,8,28,28.6,20,34,3,31,24,77,32,0
Christian Pulisic,us USA,"FW,DF",Chelsea,23,1998,9.1,1,19,6,31.6,2.08,0.66,0.05,0.17,16.8,0,0,0,1.7,1.7,0.09,-0.7,-0.7,238,301,79.1,3262,556,154,177,87,66,84,78.6,10,18,55.6,1,0.7,0.4,0.3,12,14,3,1,23,11,6,3,6,2,3,5,60,2,8,1,7,4,15,4,0
Djed Spence,eng ENG,"FW,DF",Tottenham,21,2000,0.1,0,1,0,0,12.86,0,0,,8.9,0,0,0,0.1,0.1,0.06,-0.1,-0.1,5,9,55.6,60,4,4,5,80,1,1,100,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
George Abbott,eng ENG,MF,Tottenham,16,2005,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,1,1,100,8,0,1,1,100,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0
Tyler Adams,us USA,MF,Leeds United,23,1999,24,0,4,0,0,0.17,0,0,,27.5,0,0,0,0.1,0.1,0.03,-0.1,-0.1,1108,1343,82.5,16592,5061,607,686,88.5,390,460,84.8,63,107,58.9,0,1.4,1,-1.4,24,110,13,0,136,89,46,44,35,10,50,79,63.3,29,48,8,40,35,124,29,0
Thiago Alcántara,es ESP,MF,Liverpool,31,1991,13.9,0,10,1,10,0.72,0.07,0,0,24.1,0,0,0,0.4,0.4,0.04,-0.4,-0.4,946,1097,86.2,17219,4988,433,466,92.9,346,392,88.3,136,172,79.1,0,1.1,1.3,-1.1,17,110,20,1,120,43,24,20,21,2,14,23,60.9,9,15,3,12,21,64,13,2
Dele Alli,eng ENG,MF,Everton,26,1996,0.4,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,12,15,80,123,10,6,8,75,4,5,80,0,0,,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Samuel Amo-Ameyaw,eng ENG,MF,Southampton,16,2006,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,5,6,83.3,74,11,0,1,0,3,3,100,0,0,,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
Yasin Ayari,se SWE,MF,Brighton,18,2003,0.7,0,1,0,0,1.34,0,0,,29.7,0,0,0,0,0,0.02,0,0,20,23,87,386,133,10,12,83.3,6,6,100,4,4,100,0,0.1,0.3,-0.1,2,4,1,0,2,2,2,1,1,0,0,4,0,4,1,0,1,0,2,0,0
Stefan Bajcetic,es ESP,MF,Liverpool,17,2004,5.8,1,6,3,50,1.03,0.51,0.17,0.33,24.5,0,0,0,0.8,0.8,0.13,0.2,0.2,200,258,77.5,3227,694,98,118,83.1,74,89,83.1,18,29,62.1,0,0.4,0.5,-0.4,4,17,7,1,24,9,6,5,3,1,8,27,29.6,19,7,0,7,9,18,4,0
Shandon Baptiste,gd GRN,MF,Brentford,24,1998,6.9,0,4,1,25,0.58,0.15,0,0,15.9,0,0,0,0.4,0.4,0.09,-0.4,-0.4,247,295,83.7,4143,1121,127,142,89.4,92,104,88.5,21,32,65.6,1,1.1,0.5,-0.1,10,22,8,2,39,15,9,6,6,3,7,17,41.2,10,10,2,8,7,22,10,0
Donny van de Beek,nl NED,MF,Manchester Utd,25,1997,1.9,0,2,0,0,1.08,0,0,,10.1,0,0,0,0.1,0.1,0.05,-0.1,-0.1,46,61,75.4,502,115,31,34,91.2,8,8,100,1,2,50,0,0.1,0.1,-0.1,3,0,4,0,6,0,0,0,0,0,0,1,0,1,2,1,1,1,1,1,0
Rodrigo Bentancur,uy URU,MF,Tottenham,25,1997,16.7,5,15,9,60,0.9,0.54,0.33,0.56,15.8,0,0,0,2.2,2.2,0.15,2.8,2.8,738,880,83.9,11482,3178,368,413,89.1,301,336,89.6,39,70,55.7,2,0.8,0.7,1.2,11,54,9,4,76,45,28,15,21,9,16,28,57.1,12,28,15,13,20,65,22,0
Yves Bissouma,ml MLI,MF,Tottenham,25,1996,11.2,0,6,0,0,0.53,0,0,,26.7,0,0,0,0.2,0.2,0.03,-0.2,-0.2,666,733,90.9,10412,2333,340,357,95.2,271,289,93.8,38,48,79.2,0,0.5,0.4,-0.5,8,55,5,1,62,16,13,6,6,4,2,7,28.6,5,15,6,9,12,28,10,0
Cafú,pt POR,MF,Nott'ham Forest,29,1993,0.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,2,2,100,45,41,0,0,,2,2,100,0,0,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
Moisés Caicedo,ec ECU,MF,Brighton,20,2001,34.9,1,28,8,28.6,0.8,0.23,0.04,0.13,23.9,0,0,0,1.7,1.7,0.06,-0.7,-0.7,1993,2251,88.5,30177,8036,1112,1202,92.5,683,755,90.5,126,159,79.2,1,2.7,2.5,-1.7,43,181,35,7,219,100,50,41,47,12,40,68,58.8,28,43,7,36,56,156,31,3
Tom Cairney,sct SCO,MF,Fulham,31,1991,11,2,21,2,9.5,1.91,0.18,0.1,1,18.6,0,0,0,1.5,1.5,0.07,0.5,0.5,632,750,84.3,10133,2428,326,352,92.6,230,264,87.1,51,84,60.7,0,1.4,1.5,-1.4,12,70,19,5,92,17,6,4,8,5,7,10,70,3,18,3,15,5,22,3,0
Casemiro,br BRA,MF,Manchester Utd,30,1992,23.6,4,34,11,32.4,1.44,0.47,0.12,0.36,21.6,0,0,0,3.4,3.4,0.1,0.6,0.6,1114,1439,77.4,19801,7351,515,614,83.9,446,545,81.8,126,204,61.8,3,3.1,3.9,-0.1,28,136,23,4,152,88,46,43,35,10,47,92,51.1,45,49,11,38,34,122,64,0
Nathaniel Chalobah,eng ENG,MF,Fulham,27,1994,0.1,0,1,1,100,7.5,7.5,0,0,10.1,0,0,0,0.1,0.1,0.09,-0.1,-0.1,4,5,80,67,9,2,2,100,2,2,100,0,0,,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,100,0,0,0,0,0,1,2,0
Bobby Clark,eng ENG,MF,Liverpool,17,2005,0.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,1,1,100,29,17,0,0,,1,1,100,0,0,,0,0,0.1,0,0,0,1,0,1,0,0,0,0,0,0,0,,0,2,0,2,0,0,0,0
Jack Colback,eng ENG,MF,Nott'ham Forest,32,1989,5.5,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,119,143,83.2,1936,446,61,71,85.9,48,55,87.3,8,11,72.7,0,0.2,0.2,-0.2,2,12,3,1,16,18,13,12,6,0,5,8,62.5,3,3,0,3,3,21,9,0
Lewis Cook,eng ENG,MF,Bournemouth,25,1997,19.1,0,6,0,0,0.31,0,0,,28.7,2,0,0,0.2,0.2,0.04,-0.2,-0.2,593,751,79,9922,3136,291,330,88.2,238,274,86.9,48,93,51.6,2,2.5,2.3,-0.5,24,55,14,9,63,37,22,10,22,5,18,44,40.9,26,29,10,19,23,60,31,0
Matthew Craig,sct SCO,MF,Tottenham,19,2003,0.2,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,5,6,83.3,65,1,4,4,100,1,2,50,0,0,,0,0,0,0,0,0,0,0,0,4,1,2,2,0,0,0,,0,0,0,0,0,4,0,0
Danilo,br BRA,MF,Nott'ham Forest,21,2001,10.8,3,15,4,26.7,1.38,0.37,0.2,0.75,20.4,0,0,0,1.5,1.5,0.1,1.5,1.5,148,235,63,2539,979,77,97,79.4,53,73,72.6,16,34,47.1,2,0.7,0.6,1.3,9,24,7,0,34,18,7,7,9,2,6,25,24,19,26,6,20,9,27,19,0
Josh Dasilva,eng ENG,MF,Brentford,23,1998,15.4,4,18,6,33.3,1.17,0.39,0.22,0.67,19.8,0,0,0,1.5,1.5,0.09,2.5,2.5,491,617,79.6,8103,1954,255,291,87.6,187,217,86.2,40,70,57.1,2,1.4,1.6,0.6,12,35,24,5,62,18,9,6,6,6,6,15,40,9,22,6,16,5,23,7,1
Tom Davies,eng ENG,MF,Everton,24,1998,6,0,9,2,22.2,1.51,0.33,0,0,15.7,0,0,0,1.2,1.2,0.13,-1.2,-1.2,173,234,73.9,2879,850,87,111,78.4,64,76,84.2,16,29,55.2,0,0.2,0.3,-0.2,2,25,2,0,30,15,9,5,9,1,7,14,50,7,10,1,9,4,19,7,1
Kevin De Bruyne,be BEL,MF,Manchester City,31,1991,26.9,7,65,21,32.3,2.42,0.78,0.11,0.33,23,7,0,0,5.6,5.6,0.09,1.4,1.4,1192,1626,73.3,22165,6516,538,633,85,477,629,75.8,160,275,58.2,16,13.7,14.1,2.3,96,124,96,21,246,28,12,3,12,13,14,39,35.9,25,27,2,25,9,37,10,0
Leander Dendoncker,be BEL,MF,Aston Villa,27,1995,7.7,0,2,0,0,0.26,0,0,,26.9,0,0,0,0.1,0.1,0.03,-0.1,-0.1,248,284,87.3,3948,809,119,128,93,111,121,91.7,11,18,61.1,0,0.5,0.1,-0.5,5,17,0,0,18,19,9,11,6,2,11,22,50,11,19,4,15,10,29,12,0
Leander Dendoncker,be BEL,MF,Wolves,27,1995,2.4,0,3,2,66.7,1.26,0.84,0,0,16.7,0,0,0,0.7,0.7,0.22,-0.7,-0.7,86,99,86.9,1466,282,45,50,90,32,32,100,8,8,100,0,0,0,0,2,4,1,1,6,4,2,0,3,1,2,3,66.7,1,2,0,2,9,13,4,0
Halil Dervişoğlu,tr TUR,MF,Brentford,22,1999,0.1,0,1,0,0,11.25,0,0,,31.9,0,0,0,0,0,0.03,0,0,0,0,,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
Kiernan Dewsbury-Hall,eng ENG,MF,Leicester City,23,1998,25.6,2,26,6,23.1,1.01,0.23,0.08,0.33,21.3,0,0,0,2.4,2.4,0.09,-0.4,-0.4,872,1154,75.6,14495,3746,448,526,85.2,311,389,79.9,84,161,52.2,2,3.3,2.6,-1.3,39,111,23,4,132,53,29,14,34,5,19,47,40.4,28,55,13,42,28,81,21,0
Ibrahima Diallo,fr FRA,MF,Southampton,23,1999,9.1,0,6,0,0,0.66,0,0,,28.4,0,0,0,0.2,0.2,0.03,-0.2,-0.2,317,402,78.9,4768,1064,181,206,87.9,112,139,80.6,16,34,47.1,0,0.1,0.1,-0.1,4,24,2,0,28,25,15,14,10,1,8,14,57.1,6,11,1,10,6,31,11,0
Abdoulaye Doucouré,ml MLI,MF,Everton,29,1993,17,5,20,8,40,1.17,0.47,0.25,0.63,13.2,0,0,0,2.4,2.4,0.12,2.6,2.6,430,548,78.5,5637,1333,262,317,82.6,140,170,82.4,7,13,53.8,2,2.2,1.4,-0.2,22,29,10,0,38,31,20,9,15,7,12,37,32.4,25,26,3,23,13,44,11,0
Cheick Doucouré,ml MLI,MF,Crystal Palace,22,2000,30.8,0,36,7,19.4,1.17,0.23,0,0,24.6,0,0,0,1.4,1.4,0.04,-1.4,-1.4,1038,1247,83.2,17432,5352,478,535,89.3,460,530,86.8,75,104,72.1,3,1.9,1.2,1.1,26,110,11,1,140,77,46,40,33,4,29,52,55.8,23,47,13,34,56,133,48,0
