,,,,,,,Standart,,,,,,,,,,,,Expected,,,,,Total,,,,,Short,,,Medium,,,Long,,,Expected,,,,,,,,,Tackles,,,,,Challanges,,,,Blocks,,,,,,
Eberechi Eze,eng ENG,"MF,FW",Crystal Palace,26,1998,28.8,8,100,27,27,3.48,0.94,0.07,0.26,21.5,16,1,2,10.5,8.9,0.09,-2.5,-1.9,777,1047,74.2,13226,3540,380,449,84.6,299,365,81.9,77,168,45.8,8,6.2,4.7,1.8,58,49,39,4,97,39,22,14,16,9,17,36,47.2,19,27,0,27,11,50,10,3
Phil Foden,eng ENG,"MF,FW",Manchester City,24,2000,19.7,7,54,16,29.6,2.73,0.81,0.13,0.44,18.6,2,0,0,5.2,5.2,0.1,1.8,1.8,791,941,84.1,12385,2615,469,516,90.9,242,271,89.3,67,112,59.8,2,4.8,5.3,-2.8,43,41,39,6,103,13,5,5,4,4,7,18,38.9,11,13,1,12,9,22,7,1
Carlos Forbs,pt POR,"MF,FW",Wolves,20,2004,2.7,0,2,0,0,0.75,0,0,,19.1,0,0,0,0.1,0.1,0.07,-0.1,-0.1,60,91,65.9,788,228,39,51,76.5,19,26,73.1,1,5,20,0,0,0.1,0,1,2,3,1,8,8,5,5,2,1,4,6,66.7,2,3,0,3,1,9,2,1
Matheus França,br BRA,"MF,FW",Crystal Palace,20,2004,0.6,1,6,3,50,9.82,4.91,0.17,0.33,15.8,0,0,0,0.3,0.3,0.04,0.7,0.7,10,17,58.8,155,75,6,7,85.7,4,6,66.7,0,0,,0,0,0.2,0,0,1,0,0,3,2,0,0,2,0,0,0,,0,1,1,0,1,3,1,0
Alejandro Garnacho,ar ARG,"MF,FW",Manchester Utd,20,2004,24.4,6,84,29,34.5,3.44,1.19,0.07,0.21,17,0,0,0,7.3,7.3,0.09,-1.3,-1.3,649,823,78.9,9138,1181,405,458,88.4,183,223,82.1,31,52,59.6,2,4.5,2.8,-2.5,37,22,25,5,56,30,18,11,6,13,12,37,32.4,25,19,0,19,13,43,11,2
Brajan Gruda,de GER,"MF,FW",Brighton,20,2004,7.6,1,11,5,45.5,1.44,0.66,0.09,0.2,16.9,2,0,0,1.2,1.2,0.11,-0.2,-0.2,187,251,74.5,2759,970,108,128,84.4,46,63,73,18,36,50,4,2.1,1.9,1.9,23,12,12,1,26,16,8,6,6,4,7,14,50,7,8,0,8,2,18,5,1
Gonçalo Guedes,pt POR,"MF,FW",Wolves,27,1996,11.1,2,27,8,29.6,2.44,0.72,0.07,0.25,18.9,0,0,0,3.2,3.2,0.12,-1.2,-1.2,259,349,74.2,4193,1060,137,158,86.7,97,128,75.8,17,35,48.6,4,1.3,0.9,2.7,14,18,17,5,40,16,5,2,6,8,4,16,25,12,11,0,11,5,21,4,0
Luis Guilherme,br BRA,"MF,FW",West Ham,18,2006,1.7,0,4,1,25,2.4,0.6,0,0,13.6,0,0,0,0.4,0.4,0.1,-0.4,-0.4,58,67,86.6,894,212,37,38,97.4,16,18,88.9,5,8,62.5,0,0.1,0.1,-0.1,3,5,3,2,5,1,0,1,0,0,0,3,0,3,7,0,7,3,4,2,0
Hwang Hee-chan,kr KOR,"MF,FW",Wolves,28,1996,7.3,2,5,3,60,0.68,0.41,0.4,0.67,17.4,0,0,0,0.8,0.8,0.16,1.2,1.2,166,204,81.4,2152,420,110,126,87.3,43,51,84.3,4,5,80,0,0.1,0.3,-0.1,3,7,4,2,12,6,4,2,1,3,2,6,33.3,4,9,0,9,2,8,11,0
Omari Hutchinson,eng ENG,"MF,FW",Ipswich Town,20,2003,28.7,3,45,18,40,1.57,0.63,0.07,0.17,19.6,4,0,0,2.9,2.9,0.06,0.1,0.1,690,885,78,10875,2022,353,399,88.5,283,339,83.5,38,73,52.1,2,3.5,2.5,-1.5,31,45,27,15,75,32,13,14,10,8,13,48,27.1,35,27,2,25,11,43,15,1
Joelinton,br BRA,"MF,FW",Newcastle Utd,27,1996,26.6,4,45,13,28.9,1.69,0.49,0.09,0.31,14,0,0,0,3.9,3.9,0.09,0.1,0.1,863,1043,82.7,12199,3384,529,603,87.7,277,320,86.6,33,55,60,3,2.5,2.3,0.5,23,80,17,2,116,57,35,23,23,11,25,44,56.8,19,37,7,30,23,80,47,2
Bilal El Khannouss,ma MAR,"MF,FW",Leicester City,20,2004,24.2,2,30,7,23.3,1.24,0.29,0.07,0.29,22,0,0,0,1.3,1.3,0.04,0.7,0.7,798,1063,75.1,14413,4123,372,434,85.7,306,381,80.3,101,170,59.4,3,4.6,3.1,-1.6,42,89,31,6,128,50,30,16,29,5,17,32,53.1,15,22,4,18,6,56,10,3
Dejan Kulusevski,se SWE,"MF,FW",Tottenham,24,2000,26.5,7,47,17,36.2,1.77,0.64,0.15,0.41,14.7,0,0,0,4.2,4.2,0.09,2.8,2.8,658,893,73.7,9216,2920,394,457,86.2,203,260,78.1,32,79,40.5,4,6.2,3.9,-2.2,65,62,52,6,124,45,23,17,13,15,19,51,37.3,32,34,5,29,13,58,10,1
Edmond-Paris Maghoma,eng ENG,"MF,FW",Brentford,23,2001,1.3,0,1,0,0,0.76,0,0,,23.8,0,0,0,0.1,0.1,0.12,-0.1,-0.1,76,84,90.5,1259,343,38,40,95,29,31,93.5,6,7,85.7,0,0.1,0,-0.1,1,2,0,0,13,2,1,0,2,0,1,3,33.3,2,2,2,0,1,3,2,0
James Mcatee,eng ENG,"MF,FW",Manchester City,21,2002,3.9,3,12,4,33.3,3.09,1.03,0.25,0.75,14.3,0,0,0,2.8,2.8,0.23,0.2,0.2,100,125,80,1491,254,57,65,87.7,40,45,88.9,3,9,33.3,0,0.5,0.8,-0.5,3,7,2,0,7,5,2,0,4,1,1,7,14.3,6,8,0,8,2,7,1,0
John McGinn,sct SCO,"MF,FW",Aston Villa,29,1994,24.7,1,31,5,16.1,1.26,0.2,0.03,0.2,17,1,0,0,3.1,2.8,0.09,-2.1,-1.8,699,854,81.9,11807,3243,336,367,91.6,285,332,85.8,64,111,57.7,4,3.5,2.7,0.5,31,70,29,8,103,33,24,10,14,9,13,31,41.9,18,22,2,20,14,47,18,3
Dwight McNeil,eng ENG,"MF,FW",Everton,24,1999,15.2,4,25,10,40,1.64,0.66,0.16,0.4,21.9,0,0,0,1.1,1.1,0.04,2.9,2.9,461,619,74.5,8501,2790,215,246,87.4,165,200,82.5,70,136,51.5,6,5.2,4.3,0.8,37,40,36,10,69,13,8,6,5,2,9,21,42.9,12,7,0,7,6,19,2,1
Mikel Merino,es ESP,"MF,FW",Arsenal,28,1996,17.6,7,38,13,34.2,2.16,0.74,0.18,0.54,10.7,0,0,0,5.9,5.9,0.16,1.1,1.1,451,577,78.2,6182,1776,285,328,86.9,128,165,77.6,17,31,54.8,2,2,1.2,0,17,40,24,4,69,46,28,7,26,13,20,36,55.6,16,18,5,13,15,61,26,2
Marshall Munetsi,zw ZIM,"MF,FW",Wolves,28,1996,12,2,22,7,31.8,1.84,0.58,0.09,0.29,15,0,0,0,3.3,3.3,0.15,-1.3,-1.3,152,212,71.7,1898,390,95,122,77.9,43,57,75.4,3,6,50,1,1.8,1.1,-0.8,9,7,3,2,10,24,10,7,11,6,13,23,56.5,10,14,1,13,6,30,18,0
Cole Palmer,eng ENG,"MF,FW",Chelsea,22,2002,35.5,15,121,44,36.4,3.41,1.24,0.09,0.25,20.4,12,4,5,17.3,13.3,0.11,-2.3,-2.3,1140,1480,77,21582,5611,470,546,86.1,470,555,84.7,173,289,59.9,8,10.9,9.1,-2.9,87,163,64,17,214,34,20,12,10,12,12,27,44.4,15,16,1,15,11,45,20,1
Lucas Paquetá,br BRA,"MF,FW",West Ham,26,1997,26.4,4,39,3,7.7,1.47,0.11,0.05,0.67,19.5,4,2,2,5.3,3.7,0.1,-1.3,-1.7,1126,1456,77.3,18683,6014,590,700,84.3,389,494,78.7,119,184,64.7,0,3.1,3.3,-3.1,36,132,44,4,155,66,37,25,30,11,27,55,49.1,28,29,4,25,18,84,37,6
Daniel Podence,pt POR,"MF,FW",Wolves,28,1995,0.5,0,1,0,0,1.87,0,0,,24.4,0,0,0,0,0,0.04,0,0,11,16,68.8,132,78,7,7,100,3,3,100,0,2,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
Jay Robinson,eng ENG,"MF,FW",Southampton,17,2007,1.5,0,1,1,100,0.66,0.66,0,0,13.2,0,0,0,0,0,0.05,0,0,23,34,67.6,264,100,14,17,82.4,6,8,75,1,4,25,0,0.7,0.5,-0.7,3,1,1,0,1,4,1,3,0,1,1,1,100,0,0,0,0,0,4,1,0
Georginio Rutter,fr FRA,"MF,FW",Brighton,22,2002,18.4,5,50,12,24,2.72,0.65,0.1,0.42,15.5,0,0,0,4.6,4.6,0.09,0.4,0.4,237,355,66.8,3344,1174,144,187,77,74,111,66.7,10,16,62.5,3,2.5,1.7,0.5,19,30,16,1,67,39,15,13,18,8,14,36,38.9,22,20,3,17,10,49,13,2
Pablo Sarabia,es ESP,"MF,FW",Wolves,32,1992,9,3,17,8,47.1,1.88,0.88,0.18,0.38,18.9,2,0,0,2.9,2.9,0.17,0.1,0.1,308,445,69.2,5160,1909,144,165,87.3,110,147,74.8,36,80,45,2,1.8,1.9,0.2,15,39,20,3,60,16,8,4,8,4,10,16,62.5,6,10,0,10,4,20,7,1
Bernardo Silva,pt POR,"MF,FW",Manchester City,29,1994,29.7,4,32,11,34.4,1.08,0.37,0.13,0.36,12.4,0,0,0,3.9,3.9,0.12,0.1,0.1,1547,1783,86.8,23646,4501,877,949,92.4,554,634,87.4,82,124,66.1,4,5.1,4.5,-1.1,53,87,40,7,134,56,37,17,30,9,25,56,44.6,31,36,7,29,23,79,32,3
Carlos Soler,es ESP,"MF,FW",West Ham,27,1997,15.7,1,25,8,32,1.6,0.51,0.04,0.13,19,1,0,0,1.8,1.8,0.07,-0.8,-0.8,570,669,85.2,8890,2414,308,326,94.5,212,246,86.2,32,59,54.2,1,1.4,1.9,-0.4,18,43,13,0,56,16,11,9,6,1,7,23,30.4,16,19,6,13,8,24,21,2
Carlos Vinícius,br BRA,"MF,FW",Fulham,29,1995,0.2,0,1,1,100,5.63,5.63,0,0,17.4,0,0,0,0,0,0.04,0,0,1,3,33.3,14,0,1,2,50,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0
Joe Willock,eng ENG,"MF,FW",Newcastle Utd,24,1999,12.1,0,18,3,16.7,1.49,0.25,0,0,15.1,0,0,0,1.6,1.6,0.09,-1.6,-1.6,300,363,82.6,4282,903,174,195,89.2,107,123,87,10,22,45.5,2,2.1,0.9,-0.1,22,28,8,0,41,30,17,15,12,3,18,31,58.1,13,24,6,18,6,36,7,0
Ben Winterburn,eng ENG,"MF,FW",Bournemouth,19,2004,0.3,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,5,7,71.4,93,44,2,3,66.7,3,4,75,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,2,0,0
Samuel Amo-Ameyaw,eng ENG,"FW,DF",Southampton,18,2006,0.3,0,1,0,0,3.21,0,0,,20.7,0,0,0,0,0,0.02,0,0,8,9,88.9,107,13,6,6,100,2,3,66.7,0,0,,0,0.1,0.1,-0.1,1,0,1,1,0,1,0,0,1,0,1,1,100,0,0,0,0,0,1,0,0
Wes Burns,wls WAL,"FW,DF",Ipswich Town,29,1994,10.3,0,7,1,14.3,0.68,0.1,0,0,18.3,0,0,0,0.5,0.5,0.07,-0.5,-0.5,153,253,60.5,2416,597,82,102,80.4,51,78,65.4,14,36,38.9,1,1.6,1.2,-0.6,10,8,8,7,8,13,11,1,9,3,4,10,40,6,7,2,5,10,23,13,2
Ryan Fraser,sct SCO,"FW,DF",Southampton,30,1994,3.4,0,1,1,100,0.29,0.29,0,0,31.6,0,0,0,0,0,0.03,0,0,77,103,74.8,1121,208,43,46,93.5,28,40,70,3,10,30,0,0.1,0.1,-0.1,2,3,1,0,8,6,2,2,4,0,4,6,66.7,2,1,1,0,1,7,9,0
Martial Godo,eng ENG,"FW,DF",Fulham,21,2003,0.3,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,12,17,70.6,214,53,6,8,75,5,5,100,1,2,50,0,0.1,0.1,-0.1,1,0,3,0,3,0,0,0,0,0,0,0,,0,1,0,1,1,1,0,0
Mason Holgate,jm JAM,"FW,DF",Everton,27,1996,0.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,2,2,100,55,0,0,0,,1,1,100,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Jaden Philogene Bidace,eng ENG,"FW,DF",Ipswich Town,22,2002,5.3,2,12,5,41.7,2.28,0.95,0.17,0.4,16.4,0,0,0,2,2,0.17,0,0,95,131,72.5,1536,414,54,64,84.4,30,41,73.2,6,12,50,0,0.2,0.2,-0.2,5,7,4,3,10,14,7,6,6,2,8,15,53.3,7,11,1,10,10,24,9,1
Ryan Sessegnon,eng ENG,"FW,DF",Fulham,24,2000,6.4,4,14,8,57.1,2.17,1.24,0.29,0.5,12.8,0,0,0,1.6,1.6,0.12,2.4,2.4,189,241,78.4,2728,859,118,136,86.8,58,73,79.5,8,13,61.5,2,1.1,1.1,0.9,12,18,7,2,22,27,13,11,11,5,9,20,45,11,13,1,12,3,30,18,0
Tyler Adams,us USA,MF,Bournemouth,25,1999,21.8,0,9,2,22.2,0.41,0.09,0,0,16.9,0,0,0,1.6,1.6,0.18,-1.6,-1.6,902,1069,84.4,14322,3525,437,489,89.4,393,443,88.7,38,65,58.5,3,1,0.8,2,18,67,4,1,76,83,50,26,49,8,39,72,54.2,33,33,10,23,32,115,42,0
Asher Agbinone,eng ENG,MF,Crystal Palace,18,2005,0.1,0,1,0,0,15,0,0,,26.3,0,0,0,0,0,0.02,0,0,2,3,66.7,32,0,1,1,100,1,2,50,0,0,,0,0,0,0,1,0,0,0,0,2,1,0,2,0,0,0,,0,0,0,0,0,2,0,0
Carlos Alcaraz,ar ARG,MF,Southampton,21,2002,0.1,0,1,1,100,9,9,0,0,9.7,0,0,0,0.1,0.1,0.07,-0.1,-0.1,13,13,100,221,66,7,7,100,4,4,100,2,2,100,0,0.1,0,-0.1,1,4,1,1,6,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0
Edson Álvarez,mx MEX,MF,West Ham,26,1997,19.7,0,12,1,8.3,0.61,0.05,0,0,26.3,0,0,0,0.4,0.4,0.03,-0.4,-0.4,861,1003,85.8,14393,4200,424,475,89.3,361,402,89.8,66,92,71.7,1,0.8,0.9,0.2,12,92,12,3,85,50,27,27,15,8,17,35,48.6,18,23,8,15,18,68,46,1
Mathis Amougou,fr FRA,MF,Chelsea,18,2006,0.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,7,7,100,69,30,6,6,100,1,1,100,0,0,,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Elliot Anderson,eng ENG,MF,Nott'ham Forest,21,2002,30.3,2,40,7,17.5,1.32,0.23,0.05,0.29,18.8,0,0,0,2.1,2.1,0.05,-0.1,-0.1,1085,1386,78.3,17458,5922,572,640,89.4,402,496,81,77,165,46.7,6,3.3,3.6,2.7,37,121,19,2,143,92,56,54,29,9,48,111,43.2,63,48,9,39,31,123,76,4
André,br BRA,MF,Wolves,23,2001,27.5,0,10,1,10,0.36,0.04,0,0,25.5,0,0,0,0.4,0.4,0.04,-0.4,-0.4,1247,1342,92.9,19660,5471,646,677,95.4,475,500,95,80,98,81.6,0,0.8,0.7,-0.8,18,111,5,0,109,91,55,41,41,9,37,63,58.7,26,42,8,34,37,128,30,1
Harrison Armstrong,eng ENG,MF,Everton,17,2007,0.5,0,1,0,0,1.87,0,0,,5.8,0,0,0,0.4,0.4,0.37,-0.4,-0.4,7,15,46.7,149,15,3,4,75,2,5,40,2,4,50,0,0.1,0,-0.1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
Marco Asensio,es ESP,MF,Aston Villa,28,1996,8.3,3,22,9,40.9,2.66,1.09,0.14,0.33,19.6,1,0,2,4.4,2.9,0.13,-1.4,0.1,242,313,77.3,3581,1081,138,152,90.8,84,103,81.6,11,33,33.3,1,1,1.2,0,16,20,11,2,45,7,5,0,7,0,3,9,33.3,6,7,1,6,2,9,3,0
Yasin Ayari,se SWE,MF,Brighton,20,2003,21.8,2,28,8,28.6,1.28,0.37,0.07,0.25,18.7,2,0,0,2.4,2.4,0.09,-0.4,-0.4,793,973,81.5,11915,3328,465,509,91.4,269,319,84.3,40,98,40.8,1,2.3,2.6,-1.3,30,55,18,4,75,59,32,15,31,13,26,56,46.4,30,24,6,18,20,79,26,0
Carlos Baleba,cm CMR,MF,Brighton,20,2004,29.6,3,44,11,25,1.49,0.37,0.07,0.27,25.5,1,0,0,3.1,3.1,0.07,-0.1,-0.1,1149,1314,87.4,19305,4741,544,591,92,487,528,92.2,94,148,63.5,1,1.3,1.2,-0.3,21,109,23,3,118,79,46,26,37,16,48,80,60,32,47,11,36,46,125,44,1
Ross Barkley,eng ENG,MF,Aston Villa,30,1993,6.5,3,16,5,31.3,2.48,0.77,0.19,0.6,14.2,0,0,0,1.8,1.8,0.11,1.2,1.2,337,395,85.3,5232,1260,176,201,87.6,142,155,91.6,13,20,65,1,0.6,0.4,0.4,9,32,6,0,36,14,3,4,10,0,9,14,64.3,5,9,3,6,10,24,5,0
Rodrigo Bentancur,uy URU,MF,Tottenham,27,1997,18.3,2,22,5,22.7,1.2,0.27,0.09,0.4,17.4,0,0,0,1.3,1.3,0.06,0.7,0.7,946,1076,87.9,15392,3700,450,496,90.7,425,459,92.6,47,63,74.6,0,0.4,1,-0.4,10,109,13,2,100,40,22,19,17,4,19,40,47.5,21,25,8,17,40,80,38,1
Sander Berge,no NOR,MF,Fulham,26,1998,24.7,0,3,1,33.3,0.12,0.04,0,0,8.7,0,0,0,0.4,0.4,0.12,-0.4,-0.4,1091,1193,91.5,19377,4626,452,491,92.1,526,557,94.4,96,115,83.5,0,0.6,0.6,-0.6,18,116,5,0,124,50,30,23,23,4,27,39,69.2,12,27,8,19,21,71,38,1
Lucas Bergvall,se SWE,MF,Tottenham,18,2006,13.5,0,12,2,16.7,0.89,0.15,0,0,19.9,0,0,0,0.7,0.7,0.06,-0.7,-0.7,629,720,87.4,10567,2202,295,321,91.9,264,294,89.8,53,71,74.6,1,0.6,0.8,0.4,11,53,7,3,49,39,19,14,20,5,17,32,53.1,15,18,8,10,24,63,22,3
Philip Billing,dk DEN,MF,Bournemouth,28,1996,2,0,5,1,20,2.45,0.49,0,0,17.9,0,0,0,0.6,0.6,0.11,-0.6,-0.6,70,102,68.6,1023,400,43,51,84.3,19,27,70.4,4,15,26.7,0,1.1,1,-1.1,9,9,7,2,15,14,5,7,6,1,3,4,75,1,3,0,3,5,19,2,0
Yves Bissouma,ml MLI,MF,Tottenham,27,1996,15.6,2,11,4,36.4,0.7,0.26,0.18,0.5,23.4,0,0,0,0.6,0.6,0.06,1.4,1.4,755,852,88.6,11376,2858,413,448,92.2,278,300,92.7,36,60,60,0,0.3,0.6,-0.3,6,61,10,1,75,49,31,20,25,4,19,34,55.9,15,11,6,5,18,67,40,4
Tom Cairney,sct SCO,MF,Fulham,33,1991,7,2,11,4,36.4,1.58,0.57,0.18,0.5,20.4,2,0,0,0.8,0.8,0.07,1.2,1.2,569,627,90.7,9151,1910,316,336,94,206,223,92.4,42,54,77.8,0,1.1,1.2,-1.1,11,53,7,3,53,13,5,5,2,6,4,7,57.1,3,7,1,6,4,17,3,1
Jens Cajuste,se SWE,MF,Ipswich Town,24,1999,21.8,1,12,1,8.3,0.55,0.05,0.08,1,19.7,0,0,0,0.7,0.7,0.05,0.3,0.3,647,783,82.6,10596,2229,301,338,89.1,300,352,85.2,31,61,50.8,1,0.8,0.7,0.2,13,51,6,1,59,44,22,19,23,2,21,49,42.9,28,25,10,15,28,72,33,2
Casemiro,br BRA,MF,Manchester Utd,32,1992,16.6,1,32,10,31.3,1.93,0.6,0.03,0.1,19.5,0,0,0,1.9,1.9,0.06,-0.9,-0.9,780,990,78.8,13010,4069,369,425,86.8,313,374,83.7,69,113,61.1,0,2.3,2,-2.3,22,81,23,6,84,83,50,50,23,10,45,74,60.8,29,39,10,29,14,97,51,3
Chiquinho,pt POR,MF,Wolves,24,2000,0.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,3,3,100,71,22,1,1,100,1,1,100,1,1,100,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Ryan Christie,sct SCO,MF,Bournemouth,29,1995,23.5,2,33,12,36.4,1.4,0.51,0.06,0.17,19.6,0,0,0,1.8,1.8,0.06,0.2,0.2,837,1056,79.3,14882,4269,368,417,88.2,378,430,87.9,82,168,48.8,3,3.5,3,-0.5,41,118,33,5,137,54,33,19,27,8,27,64,42.2,37,44,11,33,30,84,51,3
Toby Collyer,eng ENG,MF,Manchester Utd,20,2004,2,0,1,0,0,0.5,0,0,,6.2,0,0,0,0.2,0.2,0.17,-0.2,-0.2,76,92,82.6,1127,121,37,43,86,32,37,86.5,3,4,75,0,0.3,0.4,-0.3,2,3,1,0,5,12,9,6,6,0,5,6,83.3,1,2,1,1,2,14,3,0
Jayden Danns,eng ENG,MF,Liverpool,18,2006,0.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,1,1,100,6,0,1,1,100,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
Justin Devenny,nir NIR,MF,Crystal Palace,20,2003,5.6,1,10,6,60,1.78,1.07,0.1,0.17,21.1,1,0,0,0.8,0.8,0.08,0.2,0.2,148,205,72.2,2433,730,77,95,81.1,51,71,71.8,14,29,48.3,1,0.6,0.4,0.4,7,22,4,1,21,17,12,7,9,1,8,19,42.1,11,6,1,5,0,17,11,0
Abdoulaye Doucouré,ml MLI,MF,Everton,31,1993,28.5,3,31,9,29,1.09,0.32,0.1,0.33,14,0,0,0,4.1,4.1,0.13,-1.1,-1.1,725,903,80.3,10909,2254,382,446,85.7,263,316,83.2,44,60,73.3,2,2.4,1.4,-0.4,28,44,15,0,82,48,28,21,20,7,14,43,32.6,29,31,6,25,10,58,20,1
Cheick Doucouré,ml MLI,MF,Crystal Palace,24,2000,5,0,7,0,0,1.39,0,0,,20.6,0,0,0,0.4,0.4,0.06,-0.4,-0.4,174,204,85.3,2909,823,84,94,89.4,70,78,89.7,16,20,80,0,0,0.1,0,1,17,3,0,19,16,8,6,8,2,5,11,45.5,6,4,0,4,11,27,10,1
Flynn Downes,eng ENG,MF,Southampton,25,1999,23.9,1,10,3,30,0.42,0.13,0.1,0.33,18.7,0,0,0,0.6,0.6,0.06,0.4,0.4,1003,1109,90.4,14646,2893,577,620,93.1,352,382,92.1,37,53,69.8,0,1.1,1.4,-1.1,15,62,12,0,66,49,25,23,21,5,15,36,41.7,21,28,9,19,32,81,51,4
Tommy Doyle,eng ENG,MF,Wolves,22,2001,5.4,0,9,2,22.2,1.66,0.37,0,0,24.5,1,0,0,0.6,0.6,0.06,-0.6,-0.6,321,392,81.9,6591,2010,112,119,94.1,138,155,89,61,93,65.6,1,0.5,0.3,0.5,7,44,3,0,40,11,6,6,3,2,6,15,40,9,11,5,6,5,16,11,1
Harvey Elliott,eng ENG,MF,Liverpool,21,2003,4.1,1,17,4,23.5,4.12,0.97,0.06,0.25,16.9,1,0,0,1.8,1.8,0.1,-0.8,-0.8,240,292,82.2,4164,1016,120,130,92.3,91,108,84.3,22,33,66.7,2,1.1,0.7,0.9,10,26,6,0,44,5,3,3,1,1,2,8,25,6,7,2,5,1,6,3,1
Christian Eriksen,dk DEN,MF,Manchester Utd,32,1992,11.8,1,14,1,7.1,1.19,0.08,0,0,25.8,3,1,1,1.4,0.6,0.04,-0.4,-0.6,590,749,78.8,9936,3131,312,339,92,194,242,80.2,62,130,47.7,2,3.2,2.6,-1.2,31,54,13,6,55,19,9,4,12,3,11,27,40.7,16,15,5,10,7,26,8,0
Romain Esse,eng ENG,MF,Crystal Palace,19,2005,1.5,1,1,1,100,0.65,0.65,1,1,2.8,0,0,0,0.3,0.3,0.32,0.7,0.7,32,42,76.2,475,202,20,23,87,10,14,71.4,2,4,50,1,0.4,0.4,0.6,3,2,1,0,7,9,6,4,3,2,5,5,100,0,2,0,2,1,10,2,0
Bruno Fernandes,pt POR,MF,Manchester Utd,29,1994,33.5,8,93,26,28,2.77,0.78,0.05,0.19,22.6,12,3,3,9.9,7.6,0.08,-1.9,-2.6,1707,2242,76.1,30541,10698,802,919,87.3,629,769,81.8,223,405,55.1,10,8.5,8,1.5,91,214,85,11,325,84,50,27,38,19,34,85,40,51,35,6,29,26,110,35,3
Mateus Fernandes,pt POR,MF,Southampton,20,2004,32.3,2,42,14,33.3,1.3,0.43,0.05,0.14,18.7,4,0,0,4,4,0.1,-2,-2,1087,1361,79.9,18406,4369,510,580,87.9,415,483,85.9,110,196,56.1,4,3,3.6,1,34,98,27,6,145,89,48,45,28,16,33,72,45.8,39,43,8,35,28,117,35,7
Enzo Fernández,ar ARG,MF,Chelsea,23,2001,32.7,6,53,20,37.7,1.62,0.61,0.11,0.3,18.1,2,0,0,6.1,6.1,0.11,-0.1,-0.1,1518,1900,79.9,26776,7512,700,789,88.7,626,737,84.9,157,273,57.5,7,6.8,6.2,0.2,77,167,41,7,212,65,33,17,30,18,31,84,36.9,53,43,7,36,13,78,23,4
Idrissa Gana Gueye,sn SEN,MF,Everton,34,1989,34,0,27,5,18.5,0.79,0.15,0,0,25.2,0,0,0,1.1,1.1,0.04,-1.1,-1.1,1230,1422,86.5,20779,5681,607,667,91,499,552,90.4,104,144,72.2,3,1.7,2,1.3,19,154,10,3,145,133,80,61,55,17,58,99,58.6,41,48,9,39,48,181,36,1
Morgan Gibbs-White,eng ENG,MF,Nott'ham Forest,24,2000,31.1,7,61,21,34.4,1.96,0.67,0.11,0.33,17.4,4,0,0,6.3,6.3,0.1,0.7,0.7,993,1269,78.3,15389,4754,540,634,85.2,336,409,82.2,73,124,58.9,8,5,4.7,3,51,128,41,10,164,43,22,14,23,6,17,33,51.5,16,18,5,13,23,66,29,1
Billy Gilmour,sct SCO,MF,Brighton,23,2001,1.1,0,1,0,0,0.92,0,0,,25.5,1,0,0,0.1,0.1,0.08,-0.1,-0.1,58,67,86.6,980,346,36,38,94.7,18,22,81.8,4,7,57.1,0,0,0,0,0,12,2,0,11,3,3,2,1,0,3,4,75,1,1,0,1,0,3,1,0
Michael Golding,eng ENG,MF,Leicester City,18,2006,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
João Gomes,br BRA,MF,Wolves,23,2001,33,3,35,7,20,1.06,0.21,0.09,0.43,18.3,0,0,0,2.9,2.9,0.08,0.1,0.1,1380,1623,85,19707,4911,813,896,90.7,430,498,86.3,66,112,58.9,1,1.2,1.9,-0.2,23,122,24,1,165,116,71,55,53,8,48,110,43.6,62,42,4,38,25,141,33,0
Diego Gómez,py PAR,MF,Brighton,21,2003,5.7,1,9,3,33.3,1.57,0.52,0.11,0.33,19.6,2,0,0,0.9,0.9,0.09,0.1,0.1,243,302,80.5,3715,931,138,159,86.8,84,100,84,14,25,56,0,0.7,1.2,-0.7,8,14,7,1,27,21,13,11,8,2,12,22,54.5,10,13,0,13,8,29,10,1
