,,,,,,,Standart,,,,,,,,,,,,Expected,,,,,Total,,,,,Short,,,Medium,,,Long,,,Expected,,,,,,,,,Tackles,,,,,Challanges,,,,Blocks,,,,,,
Nicolás Domínguez,ar ARG,"MF,FW",Nott'ham Forest,25,1998,16.6,2,22,6,27.3,1.32,0.36,0.09,0.33,16.9,0,0,0,1.3,1.3,0.06,0.7,0.7,714,843,84.7,10894,3223,380,424,89.6,254,298,85.2,45,61,73.8,2,1,1.3,1,10,61,16,1,91,63,34,35,27,1,23,48,47.9,25,31,5,26,18,81,24,0
Harvey Elliott,eng ENG,"MF,FW",Liverpool,20,2003,15,3,49,16,32.7,3.26,1.07,0.06,0.19,20.8,2,0,0,2.7,2.7,0.06,0.3,0.3,825,986,83.7,13081,3101,457,496,92.1,278,323,86.1,66,105,62.9,6,3.5,4.6,2.5,37,76,45,11,128,27,17,8,14,5,10,31,32.3,21,27,0,27,6,33,7,0
Julio Enciso,py PAR,"MF,FW",Brighton,19,2004,5.3,0,28,8,28.6,5.31,1.52,0,0,21.2,0,0,0,1.4,1.4,0.05,-1.4,-1.4,132,178,74.2,1842,562,77,89,86.5,41,58,70.7,9,12,75,2,1.7,1.3,0.3,9,12,4,2,21,6,2,3,2,1,2,7,28.6,5,11,0,11,0,6,3,0
Eberechi Eze,eng ENG,"MF,FW",Crystal Palace,25,1998,22.8,11,82,33,40.2,3.59,1.45,0.12,0.3,20.7,12,1,1,9.1,8.3,0.1,1.9,1.7,700,909,77,11150,3226,353,405,87.2,253,301,84.1,61,134,45.5,4,5.2,5.6,-1.2,54,48,45,7,93,35,17,4,18,13,15,31,48.4,16,27,2,25,11,46,6,0
Romain Faivre,fr FRA,"MF,FW",Bournemouth,25,1998,0.5,0,2,0,0,4.39,0,0,,17,0,0,0,0.2,0.2,0.08,-0.2,-0.2,19,26,73.1,251,114,9,12,75,7,7,100,1,3,33.3,0,0,0,0,0,2,1,0,5,1,1,0,1,0,0,3,0,3,0,0,0,0,1,0,0
Ansu Fati,es ESP,"MF,FW",Brighton,20,2002,5.8,2,26,11,42.3,4.49,1.9,0.08,0.18,14.6,0,0,0,3.4,3.4,0.13,-1.4,-1.4,178,210,84.8,2332,518,117,124,94.4,41,50,82,10,11,90.9,0,0.8,0.6,-0.8,6,14,7,0,28,5,3,1,2,2,1,11,9.1,10,8,0,8,3,8,3,0
Bruno Fernandes,pt POR,"MF,FW",Manchester Utd,28,1994,34.6,10,90,35,38.9,2.6,1.01,0.07,0.17,22.8,11,4,5,10,6.1,0.07,0,-0.1,1590,2179,73,28404,10273,766,876,87.4,532,698,76.2,229,432,53,8,11.8,10.2,-3.8,114,187,89,10,297,68,38,27,25,16,30,88,34.1,58,49,6,43,27,95,50,2
Pablo Fornals,es ESP,"MF,FW",West Ham,27,1996,4.7,0,7,3,42.9,1.48,0.63,0,0,20.1,0,0,0,0.3,0.3,0.04,-0.3,-0.3,162,210,77.1,2602,713,83,96,86.5,60,75,80,12,20,60,0,0.3,0.3,-0.3,5,19,6,1,29,10,6,4,3,3,5,16,31.3,11,8,1,7,6,16,7,0
Matheus França,br BRA,"MF,FW",Crystal Palace,19,2004,2.6,0,8,2,25,3.1,0.78,0,0,21.8,0,0,0,0.4,0.4,0.05,-0.4,-0.4,51,79,64.6,910,256,20,29,69,24,29,82.8,5,13,38.5,1,0.9,0.5,0.1,6,4,2,0,8,3,3,2,1,0,1,7,14.3,6,4,0,4,1,4,1,0
Morgan Gibbs-White,eng ENG,"MF,FW",Nott'ham Forest,23,2000,35.1,5,70,13,18.6,2,0.37,0.06,0.31,19.8,4,1,1,6.9,6.1,0.09,-1.9,-2.1,1046,1482,70.6,18447,6110,499,610,81.8,350,452,77.4,153,298,51.3,10,8.4,6.8,1.6,74,114,39,13,171,36,24,6,20,10,14,33,42.4,19,31,8,23,17,53,21,0
André Gomes,pt POR,"MF,FW",Everton,30,1993,5.6,1,8,4,50,1.42,0.71,0.13,0.25,22.4,2,0,0,0.3,0.3,0.04,0.7,0.7,223,291,76.6,3909,971,112,132,84.8,80,95,84.2,27,51,52.9,0,0.4,0.5,-0.4,4,24,6,1,36,7,4,2,3,2,3,13,23.1,10,10,1,9,3,10,4,1
Jack Harrison,eng ENG,"MF,FW",Everton,26,1996,24.6,3,34,9,26.5,1.38,0.37,0.09,0.33,17.8,1,0,0,3.6,3.6,0.11,-0.6,-0.6,409,631,64.8,5825,2378,243,291,83.5,127,195,65.1,23,73,31.5,3,3.4,3.3,-0.4,28,37,34,11,62,37,22,12,12,13,17,49,34.7,32,25,5,20,12,49,24,0
Kai Havertz,de GER,"MF,FW",Arsenal,24,1999,29.3,13,68,27,39.7,2.32,0.92,0.18,0.44,12.4,0,1,1,12.3,11.6,0.17,0.7,0.4,764,955,80,9583,2405,525,609,86.2,195,245,79.6,7,15,46.7,7,4.4,4.3,2.6,46,65,29,1,99,35,15,7,21,7,14,39,35.9,25,26,1,25,20,55,22,0
Joelinton,br BRA,"MF,FW",Newcastle Utd,26,1996,14.2,2,19,7,36.8,1.34,0.49,0.11,0.29,15.5,0,0,0,3.1,3.1,0.16,-1.1,-1.1,524,627,83.6,7295,1898,312,350,89.1,166,191,86.9,19,25,76,1,2.8,1.1,-1.8,23,38,9,0,56,39,27,21,15,3,14,38,36.8,24,23,7,16,19,58,11,1
Justin Kluivert,nl NED,"MF,FW",Bournemouth,24,1999,21.3,7,56,20,35.7,2.63,0.94,0.13,0.35,17.4,3,0,0,6.2,6.2,0.11,0.8,0.8,288,421,68.4,4393,1193,147,194,75.8,104,137,75.9,18,32,56.3,1,1.9,1.6,-0.9,21,10,24,2,50,28,14,5,12,11,8,30,26.7,22,16,1,15,8,36,11,0
Luca Koleosho,it ITA,"MF,FW",Burnley,18,2004,10.8,1,23,5,21.7,2.13,0.46,0.04,0.2,18.5,0,0,0,2,2,0.09,-1,-1,192,274,70.1,2509,475,126,153,82.4,56,79,70.9,2,9,22.2,1,1.3,1.1,-0.3,11,9,6,2,19,7,4,2,5,0,2,10,20,8,13,0,13,2,9,0,0
Adam Lallana,eng ENG,"MF,FW",Brighton,35,1988,9.4,0,11,2,18.2,1.16,0.21,0,0,17.8,0,0,0,0.8,0.8,0.08,-0.8,-0.8,451,509,88.6,4936,1088,326,352,92.6,78,90,86.7,7,8,87.5,1,1.7,2,-0.7,15,21,16,1,39,8,3,4,4,0,0,4,0,4,2,1,1,3,11,1,0
Benson Manuel,ao ANG,"MF,FW",Burnley,26,1997,1.3,0,4,2,50,3.1,1.55,0,0,24,0,0,0,0.1,0.1,0.02,-0.1,-0.1,48,59,81.4,693,153,27,27,100,16,22,72.7,3,4,75,0,0,0.2,0,1,2,3,2,2,3,2,2,1,0,0,0,,0,1,0,1,0,3,0,0
James Mcatee,eng ENG,"MF,FW",Sheffield Utd,20,2002,20.2,3,25,8,32,1.23,0.4,0.08,0.25,18.6,2,1,1,3.1,2.3,0.09,-0.1,-0.3,362,530,68.3,5320,1456,209,263,79.5,113,168,67.3,25,56,44.6,3,2.9,2.1,0.1,28,30,25,3,51,32,21,9,13,10,13,33,39.4,20,20,0,20,11,43,18,0
John McGinn,sct SCO,"MF,FW",Aston Villa,28,1994,33.3,6,40,14,35,1.2,0.42,0.15,0.43,19.5,3,0,0,5,5,0.12,1,1,972,1223,79.5,17953,5844,434,489,88.8,396,462,85.7,130,217,59.9,4,4.6,4.9,-0.6,44,124,52,14,189,59,35,18,34,7,32,77,41.6,45,33,4,29,21,80,21,0
Dwight McNeil,eng ENG,"MF,FW",Everton,23,1999,32.1,3,57,14,24.6,1.77,0.44,0.05,0.21,21,0,0,0,3.4,3.4,0.06,-0.4,-0.4,874,1266,69,14956,5035,465,534,87.1,263,371,70.9,116,252,46,6,8.8,8.2,-2.8,69,72,54,20,114,44,27,16,14,14,24,55,43.6,31,44,7,37,22,66,37,0
Scott McTominay,sct SCO,"MF,FW",Manchester Utd,26,1996,21.1,7,44,19,43.2,2.08,0.9,0.16,0.37,14.6,0,0,0,5.7,5.7,0.14,1.3,1.3,528,655,80.6,7877,2012,307,356,86.2,174,206,84.5,30,41,73.2,1,0.8,0.5,0.2,11,63,9,0,64,49,25,23,24,2,22,33,66.7,11,34,12,22,14,63,54,0
Hannibal Mejbri,tn TUN,"MF,FW",Manchester Utd,20,2003,1.5,1,1,1,100,0.68,0.68,1,1,28.7,0,0,0,0,0,0.03,1,1,31,38,81.6,442,143,21,21,100,7,9,77.8,3,6,50,0,0.4,0.5,-0.4,2,6,1,0,6,3,3,1,2,0,1,3,33.3,2,1,1,0,0,3,0,0
Mason Mount,eng ENG,"MF,FW",Manchester Utd,24,1999,5.7,1,5,1,20,0.87,0.17,0.2,1,13.6,0,0,0,0.4,0.4,0.08,0.6,0.6,179,219,81.7,2414,735,111,125,88.8,42,53,79.2,10,17,58.8,0,0.3,0.4,-0.3,6,17,6,2,21,22,14,6,10,6,6,16,37.5,10,6,1,5,6,28,3,0
Wilson Odobert,fr FRA,"MF,FW",Burnley,18,2004,23.3,3,49,14,28.6,2.1,0.6,0.06,0.21,19.4,0,0,0,2.8,2.8,0.06,0.2,0.2,446,584,76.4,6236,1559,285,330,86.4,134,173,77.5,16,31,51.6,2,3.3,3.6,-1.3,31,34,19,5,58,17,13,8,5,4,6,22,27.3,16,26,2,24,6,23,14,0
Jesurun Rak Sakyi,eng ENG,"MF,FW",Crystal Palace,20,2002,1.5,0,5,1,20,3.31,0.66,0,0,15.5,0,0,0,0.4,0.4,0.08,-0.4,-0.4,37,50,74,535,79,24,28,85.7,11,16,68.8,2,3,66.7,0,0.2,0.1,-0.2,2,2,0,0,2,4,1,3,1,0,2,3,66.7,1,2,0,2,3,7,1,0
Aaron Ramsey,eng ENG,"MF,FW",Burnley,20,2003,5.9,0,6,2,33.3,1.02,0.34,0,0,16.5,0,0,0,0.3,0.3,0.06,-0.3,-0.3,118,151,78.1,1856,224,71,84,84.5,37,46,80.4,9,10,90,0,0.4,0.5,-0.4,1,7,2,0,8,17,14,7,5,5,8,16,50,8,11,2,9,1,18,10,0
Rodrigo Ribeiro,pt POR,"MF,FW",Nott'ham Forest,18,2005,0.2,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,6,8,75,89,35,2,4,50,3,3,100,0,0,,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0
Jaïro Riedewald,nl NED,"MF,FW",Crystal Palace,26,1996,2.6,0,1,0,0,0.38,0,0,,14.5,0,0,0,0,0,0.02,0,0,87,113,77,1422,331,37,42,88.1,40,46,87,5,13,38.5,0,0,0.1,0,0,5,2,0,10,9,3,2,4,3,3,6,50,3,0,0,0,2,11,2,0
Morgan Rogers,eng ENG,"MF,FW",Aston Villa,21,2002,7.1,3,11,5,45.5,1.55,0.71,0.27,0.6,14.8,0,0,0,1.4,1.4,0.12,1.6,1.6,147,195,75.4,2253,847,77,99,77.8,50,60,83.3,12,14,85.7,1,0.6,0.4,0.4,9,16,12,0,28,8,1,3,2,3,2,11,18.2,9,11,0,11,3,11,11,0
Pablo Sarabia,es ESP,"MF,FW",Wolves,31,1992,19.4,4,44,16,36.4,2.27,0.83,0.05,0.13,19.1,7,2,2,5.5,3.9,0.09,-1.5,-1.9,684,976,70.1,11034,3731,377,439,85.9,195,263,74.1,73,168,43.5,7,5.9,4.9,1.1,51,59,40,6,109,20,13,8,8,4,12,36,33.3,24,17,1,16,10,30,9,0
Bernardo Silva,pt POR,"MF,FW",Manchester City,28,1994,28.6,6,34,15,44.1,1.19,0.52,0.18,0.4,15.9,0,0,0,3.7,3.7,0.11,2.3,2.3,1671,1936,86.3,25138,5246,993,1052,94.4,534,620,86.1,106,158,67.1,9,7.6,8,1.4,64,100,49,10,177,51,23,13,25,13,25,57,43.9,32,32,4,28,17,68,15,1
Youri Tielemans,be BEL,"MF,FW",Aston Villa,26,1997,18,2,14,5,35.7,0.78,0.28,0.14,0.4,20,0,0,0,1.3,1.3,0.09,0.7,0.7,789,949,83.1,12925,4025,397,434,91.5,315,368,85.6,58,92,63,6,2.6,2.2,3.4,18,101,25,1,128,41,20,17,18,6,16,40,40,24,23,3,20,15,56,9,0
Andros Townsend,eng ENG,"MF,FW",Luton Town,32,1991,13.4,1,20,7,35,1.49,0.52,0.05,0.14,23.7,2,0,0,1.2,1.2,0.06,-0.2,-0.2,304,432,70.4,5162,1225,148,173,85.5,111,147,75.5,32,74,43.2,3,1.3,1.8,1.7,18,23,16,12,35,21,13,11,2,8,13,27,48.1,14,12,0,12,5,26,10,0
Fabio Vieira,pt POR,"MF,FW",Arsenal,23,2000,3.3,1,6,1,16.7,1.82,0.3,0,0,18,0,1,1,1.3,0.5,0.08,-0.3,-0.5,122,150,81.3,1969,421,67,75,89.3,44,53,83,9,17,52.9,2,1.6,0.8,0.4,5,12,6,1,15,3,2,2,0,1,3,3,100,0,0,0,0,2,5,2,0
Benicio Boaitey,eng ENG,"FW,DF",Brighton,19,2004,0.4,0,1,0,0,2.25,0,0,,25.2,0,0,0,0,0,0.02,0,0,13,20,65,188,30,8,11,72.7,5,8,62.5,0,0,,0,0.1,0.1,-0.1,1,0,0,0,2,0,0,0,0,0,0,1,0,1,1,0,1,0,0,2,0
Keane Lewis-Potter,eng ENG,"FW,DF",Brentford,22,2001,16,3,43,20,46.5,2.69,1.25,0.07,0.15,12.8,0,0,0,6.3,6.3,0.15,-3.3,-3.3,289,415,69.6,4218,969,169,206,82,89,119,74.8,19,56,33.9,1,1.7,2,-0.7,13,11,14,4,32,17,7,5,11,1,7,15,46.7,8,10,2,8,7,24,23,0
Solly March,eng ENG,"FW,DF",Brighton,29,1994,6.2,3,14,6,42.9,2.27,0.97,0.21,0.5,16.6,1,0,0,2,2,0.14,1,1,203,261,77.8,3145,899,118,139,84.9,62,78,79.5,17,27,63,1,1,1,0,7,10,7,0,24,19,14,9,7,3,8,14,57.1,6,5,0,5,11,30,8,0
Jacob Murphy,eng ENG,"FW,DF",Newcastle Utd,28,1995,13.2,3,30,10,33.3,2.27,0.76,0.1,0.3,19.6,0,0,0,2.1,2.1,0.07,0.9,0.9,343,519,66.1,5229,2012,200,244,82,117,175,66.9,19,61,31.1,7,5,3.4,2,31,32,30,8,52,20,10,8,4,8,12,26,46.2,14,17,0,17,6,26,16,0
Dango Ouattara,bf BFA,"FW,DF",Bournemouth,21,2002,13.7,1,30,7,23.3,2.2,0.51,0.03,0.14,15.2,0,0,0,2.6,2.6,0.09,-1.6,-1.6,371,558,66.5,5941,1943,190,255,74.5,147,201,73.1,25,57,43.9,2,1.5,1.4,0.5,17,25,11,5,35,45,27,22,11,12,19,34,55.9,15,18,3,15,22,67,35,0
Tyler Adams,us USA,MF,Bournemouth,24,1999,1.3,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,59,71,83.1,973,262,35,39,89.7,18,24,75,6,8,75,0,0.1,0,-0.1,1,9,0,0,5,4,3,1,3,0,2,3,66.7,1,2,0,2,4,8,2,0
Thiago Alcántara,es ESP,MF,Liverpool,32,1991,0.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,7,10,70,130,30,3,3,100,3,4,75,1,2,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Edson Álvarez,mx MEX,MF,West Ham,25,1997,26.4,1,17,3,17.6,0.64,0.11,0.06,0.33,21.1,0,0,0,1.3,1.3,0.08,-0.3,-0.3,1033,1207,85.6,17083,5225,518,573,90.4,401,445,90.1,87,132,65.9,1,0.6,0.8,0.4,12,87,6,1,91,80,39,47,26,7,31,66,47,35,59,20,39,42,122,81,0
Oliver Arblaster,eng ENG,MF,Sheffield Utd,19,2004,10.5,0,1,1,100,0.1,0.1,0,0,16.6,0,0,0,0,0,0.04,0,0,351,441,79.6,5920,1788,174,201,86.6,147,167,88,26,50,52,0,0.8,0.9,-0.8,11,37,6,0,43,23,14,11,8,4,7,15,46.7,8,17,7,10,16,39,9,0
Cameron Archer,eng ENG,MF,Aston Villa,22,2001,0.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,5,6,83.3,42,0,5,6,83.3,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Stefan Bajcetic,es ESP,MF,Liverpool,18,2004,0.3,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,7,10,70,101,44,3,3,100,4,6,66.7,0,0,,0,0,0,0,0,0,0,0,1,4,1,3,1,0,3,5,60,2,0,0,0,0,4,0,0
Carlos Baleba,cm CMR,MF,Brighton,19,2004,14.7,0,21,5,23.8,1.43,0.34,0,0,24.4,0,0,0,0.8,0.8,0.04,-0.8,-0.8,713,775,92,10618,2185,402,429,93.7,267,278,96,24,30,80,0,0.3,0.3,-0.3,8,38,3,0,50,40,20,17,19,4,23,46,50,23,35,7,28,18,58,30,3
Shandon Baptiste,gd GRN,MF,Brentford,25,1998,2.5,1,2,2,100,0.79,0.79,0.5,0.5,6.6,0,0,0,0.9,0.9,0.45,0.1,0.1,66,90,73.3,1144,351,33,39,84.6,25,28,89.3,7,15,46.7,1,0.2,0.4,0.8,4,7,3,2,5,4,4,2,2,0,1,5,20,4,5,1,4,3,7,6,0
Ross Barkley,eng ENG,MF,Luton Town,29,1993,29.1,5,66,19,28.8,2.27,0.65,0.08,0.26,21.5,6,0,0,4.1,4.1,0.06,0.9,0.9,1218,1474,82.6,21602,6544,550,611,90,473,533,88.7,147,226,65,4,3.7,2.7,0.3,44,138,27,1,163,47,19,16,21,10,11,48,22.9,37,25,9,16,25,72,51,2
Anis Ben Slimane,tn TUN,MF,Sheffield Utd,22,2001,4.7,0,8,3,37.5,1.72,0.64,0,0,18.2,0,0,0,0.8,0.8,0.1,-0.8,-0.8,92,139,66.2,1322,373,47,70,67.1,35,43,81.4,4,5,80,0,0.3,0.1,-0.3,3,6,2,0,12,11,6,5,2,4,4,10,40,6,7,1,6,5,16,7,0
Rodrigo Bentancur,uy URU,MF,Tottenham,26,1997,11.2,1,18,4,22.2,1.61,0.36,0.06,0.25,16.3,0,0,0,1.9,1.9,0.11,-0.9,-0.9,674,800,84.3,10011,2610,384,426,90.1,244,282,86.5,29,41,70.7,1,0.5,1.1,0.5,8,69,11,1,72,23,15,10,11,2,10,24,41.7,14,15,4,11,17,40,16,1
Sander Berge,no NOR,MF,Burnley,25,1998,33.4,1,25,3,12,0.75,0.09,0.04,0.33,17.6,0,0,0,1.9,1.9,0.08,-0.9,-0.9,1376,1562,88.1,24429,5168,568,637,89.2,658,711,92.5,125,154,81.2,2,2.4,1.6,-0.4,29,129,16,1,164,76,46,35,36,5,34,58,58.6,24,49,20,29,23,99,60,2
Philip Billing,dk DEN,MF,Bournemouth,27,1996,15.5,2,30,8,26.7,1.93,0.52,0.07,0.25,20.6,7,0,0,2.5,2.5,0.08,-0.5,-0.5,404,537,75.2,6037,1791,232,279,83.2,121,153,79.1,31,56,55.4,2,3.2,2.1,-1.2,23,39,15,4,53,33,16,7,22,4,9,27,33.3,18,31,5,26,20,53,28,1
Yves Bissouma,ml MLI,MF,Tottenham,26,1996,23,0,24,5,20.8,1.04,0.22,0,0,25,1,0,0,1.4,1.4,0.06,-1.4,-1.4,1689,1842,91.7,25078,7214,948,1006,94.2,607,651,93.2,68,84,81,0,0.4,1.7,-0.4,11,156,12,0,169,80,52,32,36,12,41,61,67.2,20,28,5,23,37,117,43,3
Josh Brownhill,eng ENG,MF,Burnley,27,1995,25,4,28,11,39.3,1.12,0.44,0.14,0.36,21.8,0,0,0,1.9,1.9,0.07,2.1,2.1,850,1106,76.9,13206,3449,451,532,84.8,311,393,79.1,55,114,48.2,2,2.1,2.1,-0.1,34,71,16,0,90,61,35,23,28,10,27,37,73,10,33,8,25,34,95,40,1
Moisés Caicedo,ec ECU,MF,Chelsea,21,2001,31.8,1,13,4,30.8,0.41,0.13,0.08,0.25,29,0,0,0,0.4,0.4,0.03,0.6,0.6,1907,2119,90,29696,8181,1046,1120,93.4,673,726,92.7,124,162,76.5,3,2.6,2,0.4,23,176,20,0,173,91,46,38,42,11,36,60,60,24,59,25,34,37,128,44,4
Tom Cairney,sct SCO,MF,Fulham,32,1991,16.5,1,17,8,47.1,1.03,0.48,0.06,0.13,21.2,0,0,0,1.1,1.1,0.06,-0.1,-0.1,1126,1272,88.5,17463,3797,603,644,93.6,422,454,93,68,109,62.4,4,2.3,2.5,1.7,26,84,25,4,145,24,16,10,12,2,13,25,52,12,16,4,12,13,37,6,0
Jonny Castro,es ESP,MF,Wolves,29,1994,0.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0
Ryan Christie,sct SCO,MF,Bournemouth,28,1995,32.3,0,43,13,30.2,1.33,0.4,0,0,20,0,0,0,2.3,2.3,0.05,-2.3,-2.3,988,1300,76,18802,5120,399,467,85.4,425,510,83.3,143,253,56.5,5,5.4,5.4,-0.4,55,118,42,7,167,86,44,34,35,17,39,92,42.4,53,52,11,41,52,138,53,1
Bobby Clark,eng ENG,MF,Liverpool,18,2005,1,0,2,0,0,2.02,0,0,,18.7,0,0,0,0.1,0.1,0.07,-0.1,-0.1,38,49,77.6,465,64,23,29,79.3,11,12,91.7,1,2,50,0,0,0,0,0,3,0,0,3,2,1,1,1,0,1,5,20,4,6,2,4,1,3,1,0
Jordan Clark,eng ENG,MF,Luton Town,29,1993,14.5,1,17,4,23.5,1.17,0.28,0.06,0.25,16.9,0,0,0,1,1,0.06,0,0,369,513,71.9,6108,1636,180,231,77.9,136,173,78.6,33,63,52.4,1,1.3,1.2,-0.3,12,19,18,4,51,30,17,14,11,5,11,39,28.2,28,24,3,21,11,41,15,1
Lewis Cook,eng ENG,MF,Bournemouth,26,1997,31,0,12,4,33.3,0.39,0.13,0,0,24,0,0,0,0.4,0.4,0.03,-0.4,-0.4,1135,1487,76.3,20294,6864,458,539,85,539,616,87.5,112,257,43.6,3,4.3,3,-1.3,46,138,20,4,142,61,41,24,30,7,34,63,54,29,32,11,21,65,126,46,1
Jack Cork,eng ENG,MF,Burnley,34,1989,0.3,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,25,33,75.8,370,77,13,16,81.3,10,10,100,1,3,33.3,0,0,0,0,0,5,0,0,4,2,0,0,2,0,1,3,33.3,2,0,0,0,1,3,1,0
Josh Cullen,ie IRL,MF,Burnley,27,1996,22.9,2,16,5,31.3,0.7,0.22,0.13,0.4,22.8,0,0,0,0.6,0.6,0.04,1.4,1.4,1173,1373,85.4,18812,4917,617,667,92.5,466,521,89.4,69,127,54.3,3,1.8,2.3,1.2,26,119,17,3,123,42,29,15,22,5,26,46,56.5,20,31,19,12,15,57,26,1
Mahmoud Dahoud,de GER,MF,Brighton,27,1996,5,0,6,1,16.7,1.19,0.2,0,0,26.8,0,0,0,0.2,0.2,0.04,-0.2,-0.2,284,328,86.6,4011,886,169,176,96,84,99,84.8,16,25,64,1,0.9,0.4,0.1,10,21,1,1,11,9,4,2,4,3,3,9,33.3,6,4,1,3,1,10,5,0
Mikkel Damsgaard,dk DEN,MF,Brentford,23,2000,9.4,0,9,4,44.4,0.96,0.43,0,0,18,1,0,0,0.9,0.9,0.1,-0.9,-0.9,300,432,69.4,4940,1897,151,194,77.8,116,151,76.8,26,55,47.3,2,1.4,0.9,0.6,10,50,11,1,61,29,17,13,9,7,14,40,35,26,23,1,22,11,40,10,1
Danilo,br BRA,MF,Nott'ham Forest,22,2001,19.9,2,23,7,30.4,1.16,0.35,0.09,0.29,21,0,0,0,1.8,1.8,0.08,0.2,0.2,588,757,77.7,10476,3222,255,297,85.9,246,285,86.3,70,123,56.9,2,1.5,0.7,0.5,20,74,14,0,82,36,18,22,12,2,21,46,45.7,25,34,8,26,35,71,42,0
Tom Davies,eng ENG,MF,Sheffield Utd,25,1998,2.5,0,4,1,25,1.63,0.41,0,0,15.4,0,0,0,0.4,0.4,0.09,-0.4,-0.4,68,99,68.7,901,310,41,50,82,20,27,74.1,2,7,28.6,0,0.1,0.2,-0.1,1,6,1,0,8,10,5,4,3,3,3,9,33.3,6,2,1,1,3,13,6,1
Kevin De Bruyne,be BEL,MF,Manchester City,32,1991,13.6,4,44,17,38.6,3.24,1.25,0.09,0.24,21.4,6,0,0,2.4,2.4,0.05,1.6,1.6,732,971,75.4,11555,3364,426,481,88.6,223,293,76.1,66,134,49.3,10,11.5,7.1,-1.5,59,67,56,12,111,14,9,1,5,8,7,20,35,13,5,0,5,4,18,4,0
Leander Dendoncker,be BEL,MF,Aston Villa,28,1995,1.3,1,2,1,50,1.51,0.76,0.5,1,12.5,0,0,0,0.7,0.7,0.37,0.3,0.3,45,56,80.4,744,139,24,28,85.7,19,22,86.4,2,4,50,0,0,0,0,0,1,0,0,3,6,4,3,2,1,4,5,80,1,5,2,3,2,8,3,1
Amadou Diallo,eng ENG,MF,Newcastle Utd,20,2003,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,1,1,100,10,0,1,1,100,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Lewis Dobbin,eng ENG,MF,Everton,20,2003,2.6,1,5,2,40,1.94,0.78,0.2,0.5,15.6,0,0,0,0.3,0.3,0.06,0.7,0.7,44,65,67.7,537,95,32,36,88.9,9,17,52.9,2,5,40,0,0.5,0.1,-0.5,4,0,3,1,3,9,7,3,5,1,5,9,55.6,4,5,1,4,1,10,0,0
Cheick Doucouré,ml MLI,MF,Crystal Palace,23,2000,10.2,0,6,2,33.3,0.59,0.2,0,0,21.6,0,0,0,0.3,0.3,0.05,-0.3,-0.3,367,422,87,5725,1849,200,222,90.1,146,165,88.5,18,24,75,0,0.7,0.8,-0.7,10,39,5,0,49,34,17,15,13,6,18,30,60,12,13,2,11,20,54,12,0
Tommy Doyle,eng ENG,MF,Wolves,21,2001,13.6,0,14,3,21.4,1.03,0.22,0,0,26.2,2,0,0,0.4,0.4,0.03,-0.4,-0.4,801,955,83.9,15164,4208,309,331,93.4,361,399,90.5,106,178,59.6,0,0.4,0.9,-0.4,8,86,7,2,81,26,13,11,10,5,14,23,60.9,9,22,9,13,12,38,18,0
Mohamed Elneny,eg EGY,MF,Arsenal,31,1992,0.3,0,2,1,50,6.43,3.21,0,0,25.8,0,0,0,0.1,0.1,0.04,-0.1,-0.1,39,40,97.5,624,147,18,19,94.7,21,21,100,0,0,,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0
Wataru Endo,jp JPN,MF,Liverpool,30,1993,19.1,1,10,3,30,0.52,0.16,0.1,0.33,22,0,0,0,0.5,0.5,0.05,0.5,0.5,1157,1315,88,17822,5048,631,684,92.3,466,516,90.3,45,63,71.4,0,1.7,1.5,-1.7,16,109,18,2,101,48,28,11,31,6,20,61,32.8,41,24,2,22,20,68,31,3
Christian Eriksen,dk DEN,MF,Manchester Utd,31,1992,12.7,1,13,4,30.8,1.03,0.32,0.08,0.25,22,2,0,0,1,1,0.08,0,0,648,805,80.5,10504,2702,340,384,88.5,229,277,82.7,55,98,56.1,2,2.3,2.3,-0.3,27,66,17,3,68,18,13,5,10,3,12,33,36.4,21,17,6,11,4,22,13,0
Enzo Fernández,ar ARG,MF,Chelsea,22,2001,24.5,3,45,13,28.9,1.83,0.53,0.04,0.15,21.3,2,1,2,6.2,4.6,0.1,-3.2,-2.6,1574,1862,84.5,28776,8415,674,742,90.8,661,744,88.8,196,273,71.8,2,3.4,3.7,-1.4,32,177,43,4,210,50,22,22,18,10,27,65,41.5,38,36,13,23,17,67,28,0
