,,,,,,,Standart,,,,,,,,,,,,Expected,,,,,Total,,,,,Short,,,Medium,,,Long,,,Expected,,,,,,,,,Tackles,,,,,Challanges,,,,Blocks,,,,,,
Player,Nation,Pos,Squad,Age,Born,90s Played,Goals,Shots,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Avg Shot Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
Matty James,eng ENG,MF,Leicester City,28,1991,0.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,5,5,100,83,30,3,3,100,2,2,100,0,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Curtis Jones,eng ENG,MF,Liverpool,18,2001,1.4,1,6,2,33.3,4.29,1.43,0.17,0.5,17.4,0,0,0,0.4,0.4,0.07,0.6,0.6,107,123,87,1491,355,58,65,89.2,36,41,87.8,5,6,83.3,0,0,0.1,0,0,11,1,0,9,4,4,0,1,3,3,4,75,1,2,0,2,2,6,1,0
Jorginho,it ITA,MF,Chelsea,27,1991,26.4,4,9,1,11.1,0.34,0.04,0.11,1,24.7,0,3,3,3.2,0.9,0.1,0.8,0.1,2000,2277,87.8,32957,9262,990,1069,92.6,740,833,88.8,190,253,75.1,2,2.8,2.4,-0.8,23,248,27,1,218,66,40,24,34,8,35,91,38.5,56,30,5,25,64,130,27,2
N'Golo Kanté,fr FRA,MF,Chelsea,28,1991,19.2,3,18,6,33.3,0.94,0.31,0.17,0.5,21.2,0,0,0,1.4,1.4,0.08,1.6,1.6,975,1166,83.6,14537,3974,507,569,89.1,333,385,86.5,63,78,80.8,0,1.5,1.7,-1.5,27,104,27,10,132,44,20,22,14,8,17,36,47.2,19,29,5,24,44,88,32,2
Naby Keïta,gn GUI,MF,Liverpool,24,1995,9.1,2,12,7,58.3,1.33,0.77,0.17,0.29,19.3,0,0,0,1.6,1.6,0.14,0.4,0.4,605,690,87.7,8228,2134,382,409,93.4,174,200,87,25,37,67.6,3,2.7,2,0.3,15,80,16,0,69,30,14,8,16,6,11,26,42.3,15,18,0,18,10,40,4,0
Mateo Kovačić,hr CRO,MF,Chelsea,25,1994,23,1,21,5,23.8,0.91,0.22,0.05,0.2,20.3,0,0,0,0.9,0.9,0.04,0.1,0.1,1685,1889,89.2,28121,7315,824,882,93.4,635,700,90.7,161,210,76.7,3,1.8,2.2,1.2,27,180,22,1,215,63,38,29,32,2,26,65,40,39,15,1,14,22,85,16,1
Henri Lansbury,eng ENG,MF,Aston Villa,28,1990,2.2,0,2,0,0,0.92,0,0,,21,0,0,0,0.1,0.1,0.04,-0.1,-0.1,64,83,77.1,1163,215,29,33,87.9,25,36,69.4,8,10,80,0,0.1,0.2,-0.1,2,7,0,0,7,6,2,3,1,2,2,8,25,6,4,0,4,0,6,3,0
Moritz Leitner,de GER,MF,Norwich City,26,1992,7.6,0,8,0,0,1.05,0,0,,23.1,0,0,0,0.3,0.3,0.04,-0.3,-0.3,498,579,86,7179,1732,293,314,93.3,143,161,88.8,31,52,59.6,0,0.3,0.5,-0.3,7,39,15,1,62,16,9,8,7,1,9,25,36,16,14,4,10,9,25,10,1
Aaron Lennon,eng ENG,MF,Burnley,32,1987,5.5,0,1,0,0,0.18,0,0,,14.7,0,0,0,0,0,0.04,0,0,84,127,66.1,1046,270,55,66,83.3,23,30,76.7,2,11,18.2,0,0.1,0.2,-0.1,2,5,2,1,7,14,8,7,4,3,7,10,70,3,6,1,5,8,22,3,0
Jefferson Lerma,co COL,MF,Bournemouth,24,1994,30,1,30,2,6.7,1,0.07,0.03,0.5,24.3,0,0,0,1.2,1.2,0.04,-0.2,-0.2,1104,1415,78,19745,6712,498,591,84.3,445,528,84.3,132,220,60,2,1.4,1.4,0.6,12,136,15,0,137,54,32,17,31,6,22,48,45.8,26,28,12,16,57,111,54,1
Matthew Longstaff,eng ENG,MF,Newcastle Utd,19,2000,6.4,2,4,2,50,0.63,0.31,0.5,1,20.4,0,0,0,0.3,0.3,0.07,1.7,1.7,206,258,79.8,3126,654,112,125,89.6,67,83,80.7,13,23,56.5,0,0.4,0.3,-0.4,3,13,5,1,17,3,1,2,1,0,3,14,21.4,11,4,1,3,5,8,3,0
Sean Longstaff,eng ENG,MF,Newcastle Utd,21,1997,15.3,1,25,7,28,1.63,0.46,0.04,0.14,24.8,3,0,0,1.4,1.4,0.05,-0.4,-0.4,509,666,76.4,8654,2264,239,282,84.8,186,221,84.2,56,106,52.8,1,1.2,0.7,-0.2,15,37,5,1,33,35,19,17,16,2,20,50,40,30,23,5,18,19,54,20,2
Douglas Luiz,br BRA,MF,Aston Villa,21,1998,29,3,38,12,31.6,1.31,0.41,0.08,0.25,24,3,0,0,2.6,2.6,0.07,0.4,0.4,1010,1243,81.3,19047,5278,400,460,87,454,536,84.7,131,191,68.6,2,1.7,1.6,0.3,17,106,17,5,143,46,24,25,17,4,19,65,29.2,46,42,15,27,36,82,54,1
John Lundstram,eng ENG,MF,Sheffield Utd,25,1994,27.3,5,43,10,23.3,1.57,0.37,0.12,0.5,17.6,0,0,0,5.3,5.3,0.12,-0.3,-0.3,987,1245,79.3,17119,3711,515,604,85.3,329,383,85.9,119,179,66.5,3,3.4,2.2,-0.4,21,70,31,8,122,46,30,18,21,7,21,65,32.3,44,18,4,14,33,79,46,1
James Maddison,eng ENG,MF,Leicester City,22,1996,29.2,6,74,18,24.3,2.54,0.62,0.08,0.33,22,14,0,0,5.3,5.3,0.07,0.7,0.7,1288,1709,75.4,23620,7098,561,640,87.7,512,611,83.8,170,346,49.1,3,6.4,6.5,-3.4,78,157,43,6,192,59,30,13,31,15,23,68,33.8,45,16,0,16,9,68,7,1
Nemanja Matić,rs SRB,MF,Manchester Utd,30,1988,17.6,0,7,2,28.6,0.4,0.11,0,0,26.2,0,0,0,0.2,0.2,0.03,-0.2,-0.2,1106,1273,86.9,18157,5264,543,583,93.1,437,482,90.7,87,130,66.9,2,0.7,0.9,1.3,15,120,11,2,121,46,24,23,19,4,20,43,46.5,23,21,8,13,22,68,28,1
James McArthur,sct SCO,MF,Crystal Palace,31,1987,34.3,0,28,6,21.4,0.82,0.17,0,0,18.5,0,0,0,2,2,0.07,-2,-2,1166,1513,77.1,18242,5976,624,706,88.4,415,511,81.2,84,157,53.5,3,2.4,2.4,0.6,34,124,23,5,174,88,51,43,34,11,37,106,34.9,69,69,19,50,60,148,56,0
James McCarthy,ie IRL,MF,Crystal Palace,28,1990,18.7,0,12,3,25,0.64,0.16,0,0,22.2,0,0,0,0.5,0.5,0.04,-0.5,-0.5,625,826,75.7,11075,3069,281,324,86.7,228,274,83.2,85,159,53.5,0,1.3,1.1,-1.3,17,60,8,0,55,82,47,36,36,10,40,76,52.6,36,24,5,19,24,106,11,0
John McGinn,sct SCO,MF,Aston Villa,24,1994,25.7,3,55,20,36.4,2.14,0.78,0.05,0.15,21.3,1,0,0,3.9,3.9,0.07,-0.9,-0.9,600,794,75.6,12378,3698,219,258,84.9,252,305,82.6,112,172,65.1,3,2.5,2.4,0.5,37,80,31,7,113,53,35,19,23,11,18,62,29,44,25,1,24,25,78,18,0
Kenny McLean,sct SCO,MF,Norwich City,27,1992,33,1,30,10,33.3,0.91,0.3,0.03,0.1,21.6,2,0,0,1.4,1.4,0.05,-0.4,-0.4,1362,1760,77.4,21339,7602,736,850,86.6,443,542,81.7,117,228,51.3,1,2.6,2.1,-1.6,24,158,16,3,173,44,29,20,18,6,14,42,33.3,28,32,7,25,38,82,67,2
Dwight McNeil,eng ENG,MF,Burnley,19,1999,37.1,2,48,14,29.2,1.29,0.38,0.04,0.14,24,10,0,0,2.3,2.3,0.05,-0.3,-0.3,894,1305,68.5,15517,4923,470,537,87.5,257,369,69.6,133,265,50.2,6,7.7,6.8,-1.7,55,97,42,34,97,47,33,18,22,7,23,71,32.4,48,60,8,52,30,77,34,0
Scott McTominay,sct SCO,MF,Manchester Utd,22,1996,19.7,4,29,10,34.5,1.47,0.51,0.14,0.4,20.9,0,0,0,2.2,2.2,0.08,1.8,1.8,822,1028,80,14868,4007,352,422,83.4,340,401,84.8,103,143,72,1,1,1.3,0,16,92,11,3,95,43,22,14,25,4,17,32,53.1,15,25,5,20,31,74,34,2
Nampalys Mendy,sn SEN,MF,Leicester City,27,1992,3.2,0,1,1,100,0.31,0.31,0,0,28.9,0,0,0,0,0,0.03,0,0,192,212,90.6,3013,684,95,102,93.1,74,80,92.5,13,17,76.5,0,0.1,0.1,-0.1,3,16,1,1,13,7,5,4,1,2,4,5,80,1,4,1,3,6,13,6,0
Luka Milivojević,rs SRB,MF,Crystal Palace,28,1991,27.9,3,29,7,24.1,1.04,0.25,0.03,0.14,28.4,11,2,2,2.7,1.2,0.04,0.3,-0.2,1213,1585,76.5,23111,8399,481,554,86.8,520,601,86.5,179,361,49.6,1,2.1,2.8,-1.1,29,124,9,0,127,61,32,32,25,4,35,84,41.7,49,30,7,23,42,103,39,4
Ravel Morrison,jm JAM,MF,Sheffield Utd,26,1993,0.1,0,1,0,0,6.92,0,0,,12.9,0,0,0,0,0,0.05,0,0,5,6,83.3,46,25,4,4,100,0,0,,0,0,,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
João Moutinho,pt POR,MF,Wolves,32,1986,34.5,1,22,6,27.3,0.64,0.17,0.05,0.17,25,4,0,0,0.9,0.9,0.04,0.1,0.1,1647,2071,79.5,32707,8779,584,665,87.8,729,850,85.8,274,436,62.8,6,7.9,6,-1.9,77,155,29,11,216,93,50,43,41,9,46,139,33.1,93,43,13,30,50,143,18,1
Marvelous Nakamba,zw ZIM,MF,Aston Villa,25,1994,20.4,0,7,1,14.3,0.34,0.05,0,0,29.6,0,0,0,0.2,0.2,0.02,-0.2,-0.2,663,793,83.6,10776,2708,332,376,88.3,274,308,89,43,69,62.3,0,0.5,0.5,-0.5,12,48,4,0,57,55,28,28,20,7,24,67,35.8,43,50,11,39,39,94,38,3
Wilfred Ndidi,ng NGA,MF,Leicester City,22,1996,29.7,2,26,3,11.5,0.88,0.1,0.08,0.67,19.2,0,0,0,1.6,1.6,0.06,0.4,0.4,1422,1675,84.9,23593,5950,670,768,87.2,576,640,90,121,166,72.9,1,0.6,0.7,0.4,15,145,3,0,109,128,67,56,61,11,45,91,49.5,46,52,6,46,80,208,69,3
Tanguy Ndombele,fr FRA,MF,Tottenham,22,1996,11.2,2,9,4,44.4,0.8,0.36,0.22,0.5,25.6,0,0,0,0.4,0.4,0.04,1.6,1.6,543,648,83.8,8292,2610,290,323,89.8,197,222,88.7,34,53,64.2,2,0.7,1,1.3,12,60,9,0,77,24,16,10,13,1,9,22,40.9,13,20,3,17,14,38,7,0
Rúben Neves,pt POR,MF,Wolves,22,1997,34,2,61,10,16.4,1.8,0.29,0.03,0.2,28,7,0,0,2,2,0.03,0,0,1635,2070,79,34616,9325,523,618,84.6,752,878,85.6,324,487,66.5,2,2.2,1.6,-0.2,29,194,23,6,216,62,33,27,32,3,34,86,39.5,52,38,9,29,56,118,34,1
Mark Noble,eng ENG,MF,West Ham,32,1987,29.7,4,14,3,21.4,0.47,0.1,0.07,0.33,25.8,0,3,3,2.9,0.6,0.04,1.1,0.4,1270,1565,81.2,23225,7008,545,626,87.1,528,619,85.3,162,234,69.2,3,3.1,3,-0.1,43,138,27,7,198,52,30,19,28,5,22,64,34.4,42,20,6,14,20,72,10,1
Oliver Norwood,nir NIR,MF,Sheffield Utd,28,1991,34.3,1,16,5,31.3,0.47,0.15,0,0,27.8,4,1,1,1.5,0.7,0.04,-0.5,-0.7,1710,2222,77,36359,11716,591,666,88.7,744,864,86.1,346,605,57.2,1,4.3,4.7,-3.3,48,231,29,12,258,66,37,35,24,7,28,97,28.9,69,34,12,22,47,113,40,1
Mesut Özil,de GER,MF,Arsenal,30,1988,16,1,9,3,33.3,0.56,0.19,0.11,0.33,14.2,0,0,0,1.4,1.4,0.16,-0.4,-0.4,758,913,83,11455,3088,414,442,93.7,257,295,87.1,54,100,54,2,2.3,2.3,-0.3,37,63,25,0,114,17,8,9,7,1,4,23,17.4,19,4,0,4,5,22,1,0
Paul Pogba,fr FRA,MF,Manchester Utd,26,1993,13.4,1,21,7,33.3,1.57,0.52,0.05,0.14,22.5,2,0,1,2.4,1.6,0.08,-1.4,-0.6,885,1045,84.7,16108,4680,419,470,89.1,324,359,90.3,117,155,75.5,3,2.5,2.7,0.5,30,115,22,1,111,20,9,8,8,4,8,16,50,8,12,4,8,7,27,10,2
Dennis Praet,be BEL,MF,Leicester City,25,1994,12.6,1,16,3,18.8,1.27,0.24,0.06,0.33,18.6,0,0,0,0.9,0.9,0.06,0.1,0.1,448,546,82.1,6705,1665,255,281,90.7,140,175,80,32,46,69.6,2,1.3,0.5,0.7,9,38,7,2,42,33,18,8,21,4,9,29,31,20,19,1,18,17,50,12,0
Davy Pröpper,nl NED,MF,Brighton,27,1991,31.4,1,29,8,27.6,0.92,0.25,0.03,0.13,21.4,0,0,0,1.6,1.6,0.06,-0.6,-0.6,1511,1833,82.4,26475,8360,643,757,84.9,730,824,88.6,113,169,66.9,2,2.5,2.1,-0.5,29,184,24,5,265,64,35,28,28,8,23,74,31.1,51,27,8,19,38,102,36,4
Declan Rice,eng ENG,MF,West Ham,20,1999,38,1,31,9,29,0.82,0.24,0.03,0.11,23.7,0,0,0,1.3,1.3,0.04,-0.3,-0.3,1506,1768,85.2,28014,7897,654,723,90.5,618,692,89.3,199,274,72.6,3,1.4,1.4,1.6,21,185,21,8,180,116,60,64,48,4,47,98,48,51,41,9,32,77,193,55,0
Rodri,es ESP,MF,Manchester City,23,1996,27.6,3,24,9,37.5,0.87,0.33,0.13,0.33,20.1,0,0,0,0.9,0.9,0.04,2.1,2.1,2400,2590,92.7,42557,10967,1051,1097,95.8,1032,1086,95,263,312,84.3,2,2.6,2.1,-0.6,34,223,19,2,232,50,30,17,25,8,23,63,36.5,40,19,5,14,26,76,35,0
Jack Rodwell,eng ENG,MF,Sheffield Utd,28,1991,0.2,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,2,2,100,35,5,1,1,100,1,1,100,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
Oriol Romeu,es ESP,MF,Southampton,27,1991,20.7,0,8,0,0,0.39,0,0,,23.7,0,0,0,0.2,0.2,0.03,-0.2,-0.2,871,1083,80.4,14768,4205,388,449,86.4,394,471,83.7,64,105,61,0,1.6,1,-1.6,19,88,17,3,110,55,35,23,30,2,27,75,36,48,35,13,22,34,89,32,0
Carlos Sánchez,co COL,MF,West Ham,33,1986,1.3,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,48,59,81.4,790,253,22,24,91.7,21,27,77.8,4,7,57.1,0,0,0,0,0,3,0,0,5,1,0,0,1,0,1,1,100,0,1,0,1,2,3,1,0
Morgan Schneiderlin,fr FRA,MF,Everton,29,1989,11.1,0,6,0,0,0.54,0,0,,21.4,0,0,0,0.2,0.2,0.04,-0.2,-0.2,484,570,84.9,8917,2675,202,226,89.4,189,213,88.7,69,93,74.2,0,0.1,0.2,-0.1,4,45,6,1,62,31,22,13,16,2,8,24,33.3,16,13,3,10,21,52,20,1
Jonjo Shelvey,eng ENG,MF,Newcastle Utd,27,1992,23.5,6,45,14,31.1,1.91,0.59,0.13,0.43,26.7,8,0,0,2.5,2.5,0.05,3.5,3.5,827,1149,72,17762,6086,308,357,86.3,325,402,80.8,178,335,53.1,2,3.6,2.6,-1.6,45,123,20,6,124,29,19,17,12,0,11,42,26.2,31,14,5,9,23,52,38,0
Gylfi Sigurðsson,is ISL,MF,Everton,29,1989,28.4,2,45,12,26.7,1.58,0.42,0.02,0.08,22.8,5,1,1,4,3.2,0.07,-2,-2.2,890,1156,77,15044,4641,411,478,86,329,394,83.5,101,185,54.6,3,4.2,3.7,-1.2,51,91,25,4,127,50,26,15,24,11,19,70,27.1,51,30,4,26,37,87,17,1
David Silva,es ESP,MF,Manchester City,33,1986,20.3,6,47,18,38.3,2.32,0.89,0.13,0.33,14.4,5,0,0,6.4,6.4,0.14,-0.4,-0.4,1332,1527,87.2,18239,3835,789,859,91.9,425,478,88.9,43,57,75.4,10,6.5,5.5,3.5,48,89,51,1,203,26,14,3,15,8,10,28,35.7,18,18,3,15,13,39,5,0
Moussa Sissoko,fr FRA,MF,Tottenham,29,1989,27.2,2,15,4,26.7,0.55,0.15,0.13,0.5,15.2,0,0,0,2.2,2.2,0.14,-0.2,-0.2,1135,1322,85.9,17058,3674,619,696,88.9,398,447,89,63,88,71.6,1,1.1,1.4,-0.1,16,80,9,1,96,39,25,25,12,2,20,48,41.7,28,19,4,15,27,66,43,2
Oliver Skipp,eng ENG,MF,Tottenham,18,2000,0.9,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,34,38,89.5,543,153,17,19,89.5,14,15,93.3,3,4,75,0,0,0,0,0,3,0,0,5,2,2,0,2,0,1,4,25,3,3,2,1,0,2,0,0
William Smallbone,ie IRL,MF,Southampton,19,2000,4.4,0,6,0,0,1.37,0,0,,22.8,0,0,0,0.3,0.3,0.04,-0.3,-0.3,175,213,82.2,2879,645,86,102,84.3,64,74,86.5,17,24,70.8,2,0.2,0.2,1.8,3,21,3,1,12,10,5,2,8,0,5,10,50,5,7,1,6,1,11,2,0
Emile Smith Rowe,eng ENG,MF,Arsenal,19,2000,1.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,30,36,83.3,327,57,20,22,90.9,6,8,75,0,1,0,0,0,0,0,0,2,0,0,2,1,1,1,0,0,1,3,33.3,2,0,0,0,1,2,2,0
Tomáš Souček,cz CZE,MF,West Ham,24,1995,11.6,3,20,7,35,1.73,0.61,0.15,0.43,12.8,0,0,0,2.8,2.8,0.14,0.2,0.2,277,399,69.4,4561,1331,131,179,73.2,110,149,73.8,26,45,57.8,0,0.3,0.3,-0.3,5,34,3,0,40,29,15,13,15,1,10,23,43.5,13,7,1,6,22,51,35,0
Dale Stephens,eng ENG,MF,Brighton,30,1989,28.1,0,19,2,10.5,0.68,0.07,0,0,25.6,0,0,0,0.6,0.6,0.03,-0.6,-0.6,1440,1687,85.4,27512,7212,530,595,89.1,720,793,90.8,170,240,70.8,1,1.3,1.7,-0.3,20,140,19,0,160,73,44,30,37,6,25,75,33.3,50,31,11,20,58,131,42,2
Marco Stiepermann,de GER,MF,Norwich City,28,1991,13.1,0,19,6,31.6,1.45,0.46,0,0,17.3,0,0,0,1.5,1.5,0.08,-1.5,-1.5,290,413,70.2,3532,1115,185,233,79.4,62,87,71.3,13,27,48.1,0,0.8,0.9,-0.8,12,34,8,0,46,20,8,8,9,3,5,21,23.8,16,11,3,8,5,25,16,0
Ki Sung-yueng,kr KOR,MF,Newcastle Utd,30,1989,1.5,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,63,71,88.7,1166,277,30,33,90.9,21,21,100,10,13,76.9,0,0.1,0.1,-0.1,2,4,0,0,6,1,1,0,1,0,1,3,33.3,2,1,0,1,3,4,2,0
Andrew Surman,eng ENG,MF,Bournemouth,32,1986,2.6,0,1,0,0,0.38,0,0,,26.6,0,0,0,0,0,0.02,0,0,105,130,80.8,1812,472,49,60,81.7,40,48,83.3,11,16,68.8,0,0,0.1,0,1,6,1,0,5,4,2,2,2,0,1,3,33.3,2,1,0,1,1,5,5,1
Youri Tielemans,be BEL,MF,Leicester City,22,1997,31.4,3,56,13,23.2,1.78,0.41,0.05,0.23,23.8,0,0,0,2.7,2.7,0.05,0.3,0.3,1504,1885,79.8,25455,6845,705,804,87.7,569,679,83.8,155,258,60.1,6,4.5,3.8,1.5,52,170,40,6,215,52,29,17,30,5,24,74,32.4,50,43,4,39,22,74,18,0
Lucas Torreira,uy URU,MF,Arsenal,23,1996,16.8,1,21,6,28.6,1.25,0.36,0.05,0.17,18.8,0,0,0,1.4,1.4,0.07,-0.4,-0.4,798,919,86.8,14097,3578,314,348,90.2,400,439,91.1,59,82,72,1,0.8,1,0.2,15,52,5,0,83,31,16,11,15,5,16,39,41,23,24,8,16,34,65,24,0
Tom Trybull,de GER,MF,Norwich City,26,1993,12.6,0,11,2,18.2,0.88,0.16,0,0,18.4,0,0,0,0.5,0.5,0.04,-0.5,-0.5,566,615,92,8879,2697,313,329,95.1,196,213,92,42,46,91.3,0,0.1,0.1,-0.1,3,34,0,0,33,39,25,15,18,6,16,60,26.7,44,20,5,15,16,55,35,0
Mario Vrančić,ba BIH,MF,Norwich City,30,1989,7.1,1,14,3,21.4,1.98,0.42,0.07,0.33,19.2,2,0,0,1.5,1.5,0.11,-0.5,-0.5,356,463,76.9,5530,1826,188,212,88.7,125,157,79.6,23,59,39,0,0.9,1.2,-0.9,7,44,7,0,62,27,16,14,11,2,16,27,59.3,11,9,0,9,10,37,4,2
Victor Wanyama,ke KEN,MF,Tottenham,28,1991,0.3,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,18,20,90,346,130,4,6,66.7,12,12,100,1,1,100,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Ashley Westwood,eng ENG,MF,Burnley,29,1990,35,2,13,3,23.1,0.37,0.09,0.15,0.67,20.2,2,0,0,1.1,1.1,0.08,0.9,0.9,1413,1902,74.3,25746,8166,588,668,88,576,706,81.6,191,417,45.8,6,6.2,6,-0.2,54,172,33,10,177,54,33,15,32,7,17,48,35.4,31,23,11,12,32,86,32,3
Georginio Wijnaldum,nl NED,MF,Liverpool,28,1990,32.6,4,36,15,41.7,1.1,0.46,0.11,0.27,16.2,0,0,0,2.6,2.6,0.07,1.4,1.4,1492,1646,90.6,21792,4301,849,914,92.9,511,544,93.9,67,79,84.8,0,0.8,1.6,-0.8,18,131,23,1,137,38,20,12,21,5,10,40,25,30,18,4,14,17,55,34,3
Jack Wilshere,eng ENG,MF,West Ham,27,1992,2.4,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,62,75,82.7,881,158,35,41,85.4,23,25,92,2,4,50,0,0,0,0,0,4,0,0,8,1,0,1,0,0,0,4,0,4,3,0,3,1,2,0,0
Harry Winks,eng ENG,MF,Tottenham,23,1996,24.7,0,14,2,14.3,0.57,0.08,0,0,25.4,0,0,0,0.5,0.5,0.04,-0.5,-0.5,1542,1731,89.1,25914,7843,740,796,93,642,707,90.8,125,172,72.7,0,1,1.5,-1,18,148,12,3,190,40,24,18,20,2,17,54,31.5,37,27,8,19,36,76,32,1
Granit Xhaka,ch SUI,MF,Arsenal,26,1992,28.7,1,11,3,27.3,0.38,0.1,0.09,0.33,23,0,0,0,0.5,0.5,0.05,0.5,0.5,1695,1944,87.2,31542,8782,676,740,91.4,781,863,90.5,198,263,75.3,2,1,1.3,1,16,197,22,3,237,45,25,20,19,6,25,55,45.5,30,32,16,16,21,66,59,3
Bukayo Saka,eng ENG,"DF,FW",Arsenal,17,2001,19.5,1,13,4,30.8,0.67,0.21,0.08,0.25,17.9,0,0,0,1,1,0.07,0,0,646,845,76.4,9418,2699,375,425,88.2,227,293,77.5,22,52,42.3,5,3.3,2,1.7,21,37,19,5,67,36,21,21,8,7,19,37,51.4,18,12,3,9,12,48,19,0
Ryan Sessegnon,eng ENG,"DF,FW",Tottenham,19,2000,3.8,0,1,0,0,0.26,0,0,,17,0,0,0,0.1,0.1,0.07,-0.1,-0.1,145,196,74,1931,755,92,105,87.6,40,55,72.7,6,17,35.3,0,0.1,0.1,-0.1,2,12,2,1,17,6,4,2,4,0,3,6,50,3,0,0,0,3,9,12,0
Marc Albrighton,eng ENG,"MF,DF",Leicester City,29,1989,9.6,0,10,2,20,1.04,0.21,0,0,20.7,0,0,0,0.4,0.4,0.04,-0.4,-0.4,339,499,67.9,5532,2035,179,216,82.9,110,145,75.9,36,97,37.1,3,2.2,1.6,0.8,19,39,21,8,45,24,17,10,13,1,9,30,30,21,19,2,17,10,34,8,0
Steven Alzate,co COL,"MF,DF",Brighton,20,1998,13.2,0,13,3,23.1,0.98,0.23,0,0,18.3,0,0,0,1.2,1.2,0.09,-1.2,-1.2,556,661,84.1,8283,2031,316,354,89.3,210,241,87.1,20,28,71.4,0,0.7,0.9,-0.7,14,28,17,3,66,33,19,20,11,2,17,27,63,10,18,3,15,14,47,13,0
Jonny Castro,es ESP,"MF,DF",Wolves,25,1994,32.1,2,18,5,27.8,0.56,0.16,0.11,0.4,19,0,0,0,1.6,1.6,0.09,0.4,0.4,1177,1451,81.1,15340,5071,731,810,90.2,333,426,78.2,38,68,55.9,2,1.3,1.3,0.7,23,47,16,6,97,91,55,54,26,11,29,82,35.4,53,45,10,35,53,144,45,2
Leander Dendoncker,be BEL,"MF,DF",Wolves,24,1995,31.1,4,20,5,25,0.64,0.16,0.2,0.8,14.7,0,0,0,1.8,1.8,0.09,2.2,2.2,1108,1339,82.7,19473,4802,461,552,83.5,501,568,88.2,104,124,83.9,0,0.7,0.5,-0.7,9,46,3,1,68,68,31,41,19,8,28,67,41.8,39,39,12,27,38,106,64,2
Moussa Djenepo,ml MLI,"MF,DF",Southampton,21,1998,10.3,2,20,7,35,1.94,0.68,0.1,0.29,18.1,0,0,0,2.4,2.4,0.12,-0.4,-0.4,188,270,69.6,2553,814,114,134,85.1,52,79,65.8,9,24,37.5,2,1.9,1.4,0.1,11,13,11,1,27,27,21,13,9,5,11,21,52.4,10,15,1,14,9,36,9,0
Matt Doherty,ie IRL,"MF,DF",Wolves,27,1992,31.5,4,35,15,42.9,1.11,0.48,0.11,0.27,11.2,0,0,0,6.9,6.9,0.2,-2.9,-2.9,1392,1854,75.1,20176,8073,817,961,85,428,597,71.7,83,148,56.1,3,2.2,2.1,0.8,21,83,24,7,158,55,29,34,17,4,27,41,65.9,14,34,4,30,40,95,52,1
Gedson Fernandes,pt POR,"MF,DF",Tottenham,20,1999,0.8,0,1,0,0,1.32,0,0,,26.4,0,0,0,0,0,0.03,0,0,39,53,73.6,461,114,28,32,87.5,7,14,50,1,1,100,0,0.1,0.1,-0.1,2,2,3,2,4,2,0,2,0,0,0,2,0,2,2,0,2,1,3,0,0
George Hirst,sct SCO,"MF,DF",Leicester City,20,1999,0.1,0,3,1,33.3,24.55,8.18,0,0,13.4,0,0,0,0.1,0.1,0.05,-0.1,-0.1,4,5,80,41,10,3,3,100,1,2,50,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Cheikhou Kouyaté,sn SEN,"MF,DF",Crystal Palace,29,1989,28.1,1,24,4,16.7,0.85,0.14,0.04,0.25,12,0,0,0,2.7,2.7,0.11,-1.7,-1.7,636,876,72.6,9359,2974,352,429,82.1,213,291,73.2,37,70,52.9,1,0.9,1.1,0.1,10,41,7,1,64,67,32,43,20,4,26,48,54.2,22,35,11,24,43,110,58,1
James Milner,eng ENG,"MF,DF",Liverpool,33,1986,10.4,2,10,2,20,0.96,0.19,0,0,24.5,0,2,2,2.2,0.6,0.06,-0.2,-0.6,682,804,84.8,11931,3146,317,341,93,282,318,88.7,73,109,67,2,0.7,1.1,1.3,10,65,8,1,71,16,10,3,10,3,6,26,23.1,20,12,3,9,7,23,17,1
