,,,,,,,Standart,,,,,,,,,,,,Expected,,,,,Total,,,,,Short,,,Medium,,,Long,,,Expected,,,,,,,,,Tackles,,,,,Challanges,,,,Blocks,,,,,,
Aaron Lennon,eng ENG,"MF,FW",Burnley,34,1987,17.2,2,12,4,33.3,0.7,0.23,0.17,0.5,20.1,0,0,0,1.1,1.1,0.09,0.9,0.9,252,382,66,3280,783,156,197,79.2,65,102,63.7,10,28,35.7,0,0.5,0.5,-0.5,9,14,4,2,19,33,17,10,13,10,10,34,29.4,24,26,4,22,9,42,14,0
Giovani Lo Celso,ar ARG,"MF,FW",Tottenham,25,1996,2.6,0,9,0,0,3.4,0,0,,19.4,1,0,0,0.6,0.6,0.07,-0.6,-0.6,128,161,79.5,1757,346,76,81,93.8,28,40,70,10,13,76.9,0,0.7,0.3,-0.7,5,10,0,0,8,8,4,4,2,2,4,10,40,6,6,1,5,1,9,0,1
Jürgen Locadia,cw CUW,"MF,FW",Brighton,27,1993,0.3,0,1,0,0,3.91,0,0,,20.2,0,0,0,0.2,0.2,0.16,-0.2,-0.2,1,1,100,25,0,0,0,,1,1,100,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Alexis Mac Allister,ar ARG,"MF,FW",Brighton,22,1998,23.6,5,57,9,15.8,2.42,0.38,0.05,0.33,22,4,2,3,6.3,4,0.07,-1.3,-1,858,1066,80.5,14410,4157,411,473,86.9,328,370,88.6,78,133,58.6,2,1.9,2.6,0.1,31,104,25,2,137,65,40,23,30,12,29,68,42.6,39,37,7,30,13,78,22,0
James Maddison,eng ENG,"MF,FW",Leicester City,24,1996,27.3,12,72,33,45.8,2.64,1.21,0.17,0.36,20.7,13,0,0,7.5,7.5,0.1,4.5,4.5,796,1089,73.1,13401,4128,389,453,85.9,292,365,80,89,198,44.9,8,5.1,3.9,2.9,48,82,38,7,136,40,20,8,24,8,14,46,30.4,32,18,3,15,11,51,12,0
James Mcatee,eng ENG,"MF,FW",Manchester City,18,2002,0.2,0,1,0,0,4.5,0,0,,10.7,0,0,0,0.1,0.1,0.08,-0.1,-0.1,9,13,69.2,141,7,3,5,60,6,6,100,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0
Alex Oxlade-Chamberlain,eng ENG,"MF,FW",Liverpool,27,1993,8.7,2,21,3,14.3,2.41,0.34,0.1,0.67,21.5,0,0,0,1.3,1.3,0.06,0.7,0.7,316,407,77.6,5588,1406,136,161,84.5,133,157,84.7,36,55,65.5,1,1.1,0.8,-0.1,10,45,16,4,61,15,11,2,8,5,3,14,21.4,11,12,2,10,6,21,5,0
Ayoze Pérez,es ESP,"MF,FW",Leicester City,28,1993,4.9,2,11,6,54.5,2.22,1.21,0.18,0.33,15.3,0,0,0,1.6,1.6,0.15,0.4,0.4,123,156,78.8,1552,421,75,89,84.3,29,35,82.9,5,8,62.5,3,1.6,0.6,1.4,11,12,5,0,18,4,2,0,3,1,0,13,0,13,11,1,10,2,6,5,0
Paul Pogba,fr FRA,"MF,FW",Manchester Utd,28,1993,15,1,32,8,25,2.13,0.53,0.03,0.13,18,0,0,0,2.6,2.6,0.08,-1.6,-1.6,736,893,82.4,13244,3871,350,400,87.5,255,296,86.1,105,132,79.5,9,3.5,2.8,5.5,24,99,24,2,117,13,9,5,7,1,6,28,21.4,22,11,0,11,13,26,16,0
Christian Pulisic,us USA,"MF,FW",Chelsea,22,1998,14.3,6,28,11,39.3,1.95,0.77,0.21,0.55,13.2,0,0,0,4.9,4.9,0.18,1.1,1.1,362,464,78,4638,921,240,279,86,100,121,82.6,7,13,53.8,2,1.3,1.1,0.7,15,19,6,0,38,10,7,6,3,1,3,17,17.6,14,12,0,12,5,15,10,0
Nathan Redmond,eng ENG,"MF,FW",Southampton,27,1994,20.4,1,26,9,34.6,1.28,0.44,0.04,0.11,21.2,1,0,0,1.7,1.7,0.07,-0.7,-0.7,510,735,69.4,7900,2509,277,338,82,172,247,69.6,37,92,40.2,5,3.9,3.1,1.1,34,38,44,13,95,22,14,9,9,4,7,30,23.3,23,21,2,19,8,30,16,0
Tyler Roberts,wls WAL,"MF,FW",Leeds United,22,1999,11,1,30,12,40,2.74,1.09,0.03,0.08,19.7,0,0,0,2.4,2.4,0.08,-1.4,-1.4,214,300,71.3,3004,771,124,154,80.5,61,81,75.3,13,29,44.8,1,1,0.7,0,15,17,10,2,29,16,7,6,7,3,9,16,56.3,7,11,1,10,5,21,11,0
Rodrigo,es ESP,"MF,FW",Leeds United,30,1991,25.2,6,46,17,37,1.83,0.68,0.11,0.29,18.9,0,1,1,4.2,3.5,0.08,1.8,1.5,682,914,74.6,10330,2668,371,453,81.9,188,243,77.4,63,96,65.6,1,3.1,2.7,-2.1,38,54,31,6,105,20,9,7,6,7,4,32,12.5,28,12,0,12,11,31,27,1
Jeffrey Schlupp,gh GHA,"MF,FW",Crystal Palace,28,1992,20.6,4,33,9,27.3,1.6,0.44,0.12,0.44,14.3,0,0,0,3.4,3.4,0.1,0.6,0.6,493,668,73.8,7971,2386,249,302,82.5,201,253,79.4,29,55,52.7,1,1.6,1.2,-0.6,18,46,12,2,70,46,25,16,23,7,24,50,48,26,39,9,30,18,64,32,0
Ken Sema,se SWE,"MF,FW",Watford,27,1993,9.5,0,3,1,33.3,0.32,0.11,0,0,20.5,1,0,0,0.1,0.1,0.04,-0.1,-0.1,140,224,62.5,2280,758,84,108,77.8,35,53,66,15,39,38.5,0,1.3,1.1,-1.3,12,7,3,2,8,16,6,11,4,1,9,20,45,11,10,0,10,5,21,11,0
Bernardo Silva,pt POR,"MF,FW",Manchester City,26,1994,31.7,8,47,19,40.4,1.48,0.6,0.17,0.42,12.6,0,0,0,6.7,6.7,0.14,1.3,1.3,1728,1977,87.4,24552,4453,1027,1113,92.3,543,614,88.4,73,109,67,4,6.5,4,-2.5,59,106,42,6,170,57,29,19,19,19,31,67,46.3,36,24,2,22,20,77,19,0
William Smallbone,ie IRL,"MF,FW",Southampton,21,2000,1.5,0,1,0,0,0.68,0,0,,17.6,0,0,0,0.1,0.1,0.05,-0.1,-0.1,20,39,51.3,284,86,9,14,64.3,10,16,62.5,1,4,25,0,0,0,0,1,0,0,0,2,4,4,2,2,0,1,3,33.3,2,4,0,4,2,6,0,0
Emile Smith Rowe,eng ENG,"MF,FW",Arsenal,21,2000,21.3,10,40,23,57.5,1.87,1.08,0.25,0.43,15.8,0,0,0,6,6,0.15,4,4,682,823,82.9,9733,1935,401,441,90.9,230,268,85.8,25,58,43.1,2,2,2.3,0,30,41,20,1,85,14,7,7,7,0,4,20,20,16,18,1,17,15,29,10,1
Tony Springett,ie IRL,"MF,FW",Norwich City,18,2002,1.6,0,1,1,100,0.64,0.64,0,0,12.9,0,0,0,0.2,0.2,0.17,-0.2,-0.2,25,38,65.8,348,78,16,22,72.7,9,10,90,0,2,0,0,0.5,0,-0.5,2,1,1,1,2,2,1,1,1,0,1,4,25,3,0,0,0,0,2,2,0
Crysencio Summerville,nl NED,"MF,FW",Leeds United,19,2001,1.4,0,2,0,0,1.38,0,0,,12.7,0,0,0,0.2,0.2,0.12,-0.2,-0.2,51,70,72.9,638,142,32,37,86.5,14,21,66.7,1,3,33.3,0,0,0.1,0,2,2,4,0,7,5,3,1,1,3,2,3,66.7,1,2,0,2,2,7,0,0
Nathan Tella,ng NGA,"MF,FW",Southampton,22,1999,8.9,0,12,5,41.7,1.34,0.56,0,0,21.8,0,0,0,0.6,0.6,0.05,-0.6,-0.6,103,177,58.2,1445,383,61,81,75.3,31,55,56.4,4,13,30.8,1,0.6,0.3,0.4,7,11,4,3,17,13,9,5,7,1,6,17,35.3,11,13,0,13,6,19,9,0
Andros Townsend,eng ENG,"MF,FW",Everton,30,1991,16.2,3,20,9,45,1.24,0.56,0.1,0.22,22.1,4,1,1,2.2,1.5,0.07,0.8,0.5,342,497,68.8,5285,1870,185,219,84.5,114,153,74.5,28,82,34.1,2,3.1,2.5,-1.1,31,24,26,16,50,31,17,15,6,10,15,40,37.5,25,28,2,26,14,45,6,1
Bertrand Traoré,bf BFA,"MF,FW",Aston Villa,25,1995,2.4,0,8,1,12.5,3.27,0.41,0,0,18.5,0,0,0,0.3,0.3,0.04,-0.3,-0.3,61,84,72.6,923,210,34,41,82.9,24,32,75,2,5,40,0,0,0.1,0,0,5,5,0,12,3,3,0,1,2,1,2,50,1,0,0,0,0,3,1,0
Theo Walcott,eng ENG,"MF,FW",Southampton,32,1989,4.2,0,6,0,0,1.42,0,0,,16.4,0,0,0,0.6,0.6,0.1,-0.6,-0.6,59,87,67.8,759,128,36,43,83.7,15,27,55.6,3,4,75,0,0,0.1,0,1,2,1,0,5,4,2,2,0,2,1,5,20,4,3,0,3,5,9,2,0
Hakim Ziyech,ma MAR,"MF,FW",Chelsea,28,1993,14.7,4,52,19,36.5,3.55,1.3,0.08,0.21,21.2,3,0,0,3.4,3.4,0.07,0.6,0.6,544,755,72.1,7935,2498,336,380,88.4,141,204,69.1,40,98,40.8,3,2.9,3.1,0.1,29,48,28,8,88,19,10,5,12,2,10,36,27.8,26,11,1,10,10,29,10,0
Martin Ødegaard,no NOR,"MF,FW",Arsenal,22,1998,30.9,7,53,21,39.6,1.71,0.68,0.13,0.33,21,12,0,0,4.8,4.8,0.09,2.2,2.2,1368,1633,83.8,21846,5049,681,763,89.3,541,612,88.4,90,145,62.1,4,6.3,5.4,-2.3,77,113,71,3,224,49,21,6,24,19,22,61,36.1,39,18,1,17,11,60,11,1
Marc Albrighton,eng ENG,"FW,DF",Leicester City,31,1989,12.6,1,4,1,25,0.32,0.08,0.25,1,16.3,0,0,0,0.5,0.5,0.12,0.5,0.5,347,558,62.2,5152,2040,220,258,85.3,86,145,59.3,26,94,27.7,2,2,1,0,11,23,8,6,26,31,19,16,9,6,10,47,21.3,37,15,3,12,14,45,20,0
Dwight Gayle,eng ENG,"FW,DF",Newcastle Utd,30,1990,0.4,0,2,0,0,4.74,0,0,,7.3,0,0,0,0.6,0.6,0.28,-0.6,-0.6,13,16,81.3,104,12,11,12,91.7,0,1,0,0,0,,0,0.3,0.1,-0.3,2,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,2,0,0
Jacob Murphy,eng ENG,"FW,DF",Newcastle Utd,26,1995,16.4,1,27,5,18.5,1.65,0.31,0.04,0.2,19.3,1,0,0,2.2,2.2,0.08,-1.2,-1.2,364,581,62.7,5480,1975,182,233,78.1,119,183,65,29,82,35.4,2,2.6,1.9,-0.6,20,33,19,6,44,49,26,34,11,4,26,41,63.4,15,20,2,18,23,72,17,0
Thiago Alcántara,es ESP,MF,Liverpool,30,1991,17,1,25,6,24,1.47,0.35,0.04,0.17,19.3,0,0,0,1.9,1.9,0.08,-0.9,-0.9,1340,1508,88.9,24737,7150,573,624,91.8,594,640,92.8,150,190,78.9,4,2.3,1.7,1.7,29,211,26,1,214,48,29,14,24,10,10,42,23.8,32,22,2,20,26,74,13,2
Allan,br BRA,MF,Everton,30,1991,24.3,0,7,3,42.9,0.29,0.12,0,0,24.5,0,0,0,0.2,0.2,0.03,-0.2,-0.2,778,982,79.2,12868,4192,356,405,87.9,337,402,83.8,57,102,55.9,2,0.8,1,1.2,15,103,20,3,130,74,44,28,39,7,34,105,32.4,71,40,9,31,23,97,39,1
Dele Alli,eng ENG,MF,Tottenham,25,1996,7.3,1,3,2,66.7,0.41,0.27,0,0,21.4,0,1,1,1.6,0.8,0.26,-0.6,-0.8,177,228,77.6,2353,563,105,124,84.7,45,53,84.9,10,20,50,0,0.3,0.4,-0.3,2,14,4,1,18,14,8,10,3,1,5,17,29.4,12,22,5,17,6,20,16,0
Steven Alzate,co COL,MF,Brighton,22,1998,4.5,0,1,1,100,0.22,0.22,0,0,16.1,0,0,0,0.1,0.1,0.07,-0.1,-0.1,204,233,87.6,3213,865,105,116,90.5,72,78,92.3,17,24,70.8,0,0.2,0.2,-0.2,2,18,1,0,21,10,4,4,5,1,4,7,57.1,3,2,1,1,10,20,10,0
Stuart Armstrong,sct SCO,MF,Southampton,29,1992,16.4,2,38,9,23.7,2.32,0.55,0.05,0.22,20.5,0,0,0,2.5,2.5,0.07,-0.5,-0.5,590,744,79.3,8618,2144,321,386,83.2,217,250,86.8,25,42,59.5,0,1.5,1.4,-1.5,25,46,23,4,83,27,19,15,6,6,9,23,39.1,14,10,1,9,8,35,15,0
Shandon Baptiste,gd GRN,MF,Brentford,23,1998,10.1,1,12,4,33.3,1.19,0.4,0.08,0.25,20.1,0,0,0,0.7,0.7,0.06,0.3,0.3,257,308,83.4,3885,900,140,156,89.7,85,99,85.9,17,30,56.7,0,0.5,0.5,-0.5,9,21,6,1,35,14,4,9,4,1,6,15,40,9,10,0,10,11,25,12,0
Lewis Bate,eng ENG,MF,Leeds United,18,2002,1.6,0,1,0,0,0.62,0,0,,28.9,0,0,0,0,0,0.01,0,0,45,61,73.8,654,199,23,30,76.7,15,17,88.2,3,5,60,0,0,0,0,0,2,0,0,6,1,0,0,0,1,0,8,0,8,1,0,1,1,2,1,0
Donny van de Beek,nl NED,MF,Manchester Utd,24,1997,0.8,1,2,1,50,2.4,1.2,0.5,1,9,0,0,0,0.5,0.5,0.24,0.5,0.5,26,34,76.5,348,170,18,21,85.7,5,6,83.3,1,1,100,0,0.4,0.2,-0.4,3,2,3,0,4,6,4,4,1,1,1,2,50,1,5,1,4,2,8,1,0
Donny van de Beek,nl NED,MF,Everton,24,1997,5.4,1,5,1,20,0.93,0.19,0.2,1,20.5,0,0,0,1.1,1.1,0.21,-0.1,-0.1,206,250,82.4,2732,712,112,128,87.5,73,85,85.9,3,12,25,0,0.1,0.2,-0.1,2,21,3,0,20,15,7,8,6,1,6,13,46.2,7,6,2,4,6,21,4,0
Rodrigo Bentancur,uy URU,MF,Tottenham,24,1997,15.1,0,14,2,14.3,0.93,0.13,0,0,19.5,0,0,0,0.8,0.8,0.06,-0.8,-0.8,912,1019,89.5,14966,3399,420,454,92.5,384,409,93.9,64,88,72.7,4,2.6,1.4,1.4,15,81,4,2,76,36,18,14,14,8,16,32,50,16,24,9,15,20,56,35,0
Jóhann Berg Guðmundsson,is ISL,MF,Burnley,30,1990,12.2,0,19,5,26.3,1.55,0.41,0,0,19.9,2,0,0,1.6,1.6,0.08,-1.6,-1.6,209,341,61.3,2955,687,132,166,79.5,50,85,58.8,15,45,33.3,1,0.5,0.8,0.5,6,7,11,9,16,16,6,7,7,2,5,20,25,15,11,2,9,12,28,22,0
Mads Bidstrup,dk DEN,MF,Brentford,20,2001,0.5,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,10,13,76.9,140,31,4,5,80,4,5,80,1,1,100,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3,0,3,0,0,0,1,2,2,0
Yves Bissouma,ml MLI,MF,Brighton,24,1996,23.5,1,21,5,23.8,0.9,0.21,0.05,0.2,25.3,1,0,0,0.9,0.9,0.04,0.1,0.1,1061,1193,88.9,17341,3663,517,556,93,419,456,91.9,87,112,77.7,2,0.8,0.7,1.2,8,73,13,0,92,76,49,35,37,4,21,37,56.8,16,33,3,30,50,126,49,0
Josh Brownhill,eng ENG,MF,Burnley,25,1995,32.8,2,29,9,31,0.88,0.27,0.07,0.22,23.8,4,0,0,1.4,1.4,0.05,0.6,0.6,891,1196,74.5,13793,4197,463,547,84.6,291,389,74.8,77,147,52.4,3,2.6,3.2,0.4,40,97,22,3,106,73,37,25,42,6,21,53,39.6,32,37,12,25,68,141,42,1
Lewis Brunt,eng ENG,MF,Leicester City,20,2000,0.3,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,21,21,100,365,28,10,10,100,10,10,100,1,1,100,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0
Moisés Caicedo,ec ECU,MF,Brighton,19,2001,7.3,1,10,4,40,1.36,0.55,0.1,0.25,18.4,0,0,0,0.8,0.8,0.09,0.2,0.2,225,275,81.8,3117,843,144,164,87.8,59,75,78.7,12,17,70.6,1,0.3,0.4,0.7,4,19,2,0,22,16,10,7,7,2,5,12,41.7,7,18,4,14,10,26,7,0
Chem Campbell,wls WAL,MF,Wolves,18,2002,0.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,9,10,90,90,14,8,9,88.9,1,1,100,0,0,,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,,0,0,0,0,0,1,0,0
Daniel Chesters,eng ENG,MF,West Ham,19,2002,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Tom Cleverley,eng ENG,MF,Watford,31,1989,18,0,12,7,58.3,0.67,0.39,0,0,21,0,0,0,0.7,0.7,0.06,-0.7,-0.7,479,658,72.8,7468,2178,239,280,85.4,169,212,79.7,40,109,36.7,2,2.1,1.3,-0.1,20,42,8,5,64,37,20,19,17,1,18,33,54.5,15,23,6,17,18,55,19,3
Jack Cork,eng ENG,MF,Burnley,32,1989,18.6,1,7,1,14.3,0.38,0.05,0.14,1,18,0,0,0,0.7,0.7,0.1,0.3,0.3,423,577,73.3,6846,1918,217,273,79.5,143,191,74.9,43,71,60.6,0,0.3,0.3,-0.3,6,45,5,1,46,20,6,6,11,3,7,20,35,13,17,4,13,17,37,29,1
Hélder Costa,ao ANG,MF,Leeds United,27,1994,0.2,0,1,0,0,4.09,0,0,,23.3,0,0,0,0,0,0.01,0,0,5,5,100,79,0,2,2,100,3,3,100,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0
Luke Cundle,eng ENG,MF,Wolves,19,2002,2,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,96,105,91.4,1485,302,48,51,94.1,38,42,90.5,7,9,77.8,0,0.2,0.2,-0.2,2,11,2,0,9,4,3,0,4,0,1,1,100,0,0,0,0,1,5,1,0
Tom Davies,eng ENG,MF,Everton,23,1998,2.6,1,6,2,33.3,2.31,0.77,0.17,0.5,17.3,0,0,0,0.8,0.8,0.14,0.2,0.2,60,82,73.2,822,261,35,38,92.1,18,24,75,2,6,33.3,0,0,0.1,0,0,4,1,0,7,3,1,1,1,1,2,5,40,3,2,1,1,2,5,9,0
Kevin De Bruyne,be BEL,MF,Manchester City,30,1991,24.5,15,78,31,39.7,3.19,1.27,0.19,0.48,19.2,7,0,0,5.7,5.7,0.07,9.3,9.3,1170,1568,74.6,19948,5365,581,663,87.6,434,558,77.8,122,249,49,8,10.4,7.5,-2.4,87,143,65,10,204,32,16,4,15,13,12,37,32.4,25,32,2,30,6,38,16,0
Fabian Delph,eng ENG,MF,Everton,31,1989,7.4,0,2,0,0,0.27,0,0,,27.3,0,0,0,0,0,0.02,0,0,259,309,83.8,4612,1427,125,138,90.6,90,103,87.4,35,48,72.9,0,0.1,0.1,-0.1,4,37,2,0,34,18,15,10,7,1,8,21,38.1,13,12,5,7,14,32,10,0
Leander Dendoncker,be BEL,MF,Wolves,26,1995,21.7,2,23,10,43.5,1.06,0.46,0.09,0.2,16.1,0,0,0,2.2,2.2,0.1,-0.2,-0.2,709,822,86.3,11172,2199,328,377,87,301,328,91.8,45,57,78.9,2,1.1,0.4,0.9,11,52,4,0,64,42,17,25,14,3,22,50,44,28,37,10,27,9,51,38,1
Kiernan Dewsbury-Hall,eng ENG,MF,Leicester City,22,1998,23.4,1,21,3,14.3,0.9,0.13,0.05,0.33,21.6,1,0,0,1.2,1.2,0.06,-0.2,-0.2,950,1250,76,13947,3778,542,623,87,308,394,78.2,55,134,41,2,2.7,2.6,-0.7,35,103,26,7,132,39,24,20,14,5,19,40,47.5,21,37,8,29,21,60,26,1
Ibrahima Diallo,fr FRA,MF,Southampton,22,1999,11.4,0,8,4,50,0.7,0.35,0,0,21.3,0,0,0,0.4,0.4,0.05,-0.4,-0.4,361,453,79.7,5657,1490,190,232,81.9,132,155,85.2,26,35,74.3,2,1,0.3,1,16,43,3,2,57,22,11,10,9,3,10,24,41.7,14,7,0,7,9,31,10,0
Moussa Djenepo,ml MLI,MF,Southampton,23,1998,5.1,0,11,1,9.1,2.17,0.2,0,0,16.3,0,0,0,1.5,1.5,0.13,-1.5,-1.5,109,147,74.1,1480,513,58,68,85.3,39,51,76.5,4,10,40,0,0.3,0.5,-0.3,6,10,9,2,18,9,3,3,5,1,3,11,27.3,8,6,1,5,2,11,6,1
Abdoulaye Doucouré,ml MLI,MF,Everton,28,1993,28.2,2,34,11,32.4,1.21,0.39,0.06,0.18,17.9,0,0,0,2.2,2.2,0.06,-0.2,-0.2,864,1097,78.8,12771,3058,490,581,84.3,296,351,84.3,45,72,62.5,4,2,1.3,2,19,81,19,0,113,75,43,30,37,8,32,71,45.1,39,33,8,25,28,103,32,0
Harvey Elliott,eng ENG,MF,Liverpool,18,2003,3.8,0,10,1,10,2.6,0.26,0,0,18.5,0,0,0,0.8,0.8,0.08,-0.8,-0.8,209,256,81.6,3057,789,121,135,89.6,68,79,86.1,11,14,78.6,0,0.6,0.4,-0.6,9,21,6,2,36,3,0,1,1,1,0,6,0,6,8,1,7,4,7,2,0
Mohamed Elneny,eg EGY,MF,Arsenal,29,1992,9,0,8,2,25,0.89,0.22,0,0,26.9,0,0,0,0.2,0.2,0.02,-0.2,-0.2,528,565,93.5,8669,2398,248,263,94.3,236,242,97.5,32,39,82.1,2,0.4,0.3,1.6,9,59,2,0,43,16,8,10,5,1,7,12,58.3,5,7,1,6,14,30,13,0
Christian Eriksen,dk DEN,MF,Brentford,29,1992,10.4,1,22,8,36.4,2.11,0.77,0.05,0.13,24.6,5,0,0,1.3,1.3,0.06,-0.3,-0.3,478,639,74.8,9842,3756,193,210,91.9,171,215,79.5,102,179,57,4,3.5,2.8,0.5,30,84,17,7,82,13,6,4,5,4,8,17,47.1,9,9,1,8,9,22,14,0
Oghenekaro Etebo,ng NGA,MF,Watford,25,1995,4.5,0,3,0,0,0.67,0,0,,31,0,0,0,0.1,0.1,0.02,-0.1,-0.1,151,168,89.9,3035,923,50,54,92.6,79,85,92.9,21,26,80.8,0,0.1,0.2,-0.1,2,15,3,1,16,11,8,7,4,0,3,8,37.5,5,3,1,2,5,16,5,0
Fabinho,br BRA,MF,Liverpool,27,1993,25.7,5,19,7,36.8,0.74,0.27,0.16,0.43,19.9,2,2,2,3.9,2.4,0.14,1.1,0.6,1350,1550,87.1,21821,5712,676,741,91.2,548,608,90.1,94,135,69.6,1,1.3,1.9,-0.3,16,151,12,1,134,46,25,17,23,6,24,70,34.3,46,33,10,23,39,85,25,1
Evan Ferguson,ie IRL,MF,Brighton,16,2004,0.3,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,5,6,83.3,73,0,3,4,75,0,0,,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Bruno Fernandes,pt POR,MF,Manchester Utd,26,1994,34.6,10,87,29,33.3,2.52,0.84,0.11,0.34,21.9,6,0,2,9.7,8.1,0.09,0.3,1.9,1549,2093,74,26517,7848,792,925,85.6,509,636,80,195,371,52.6,6,9,6.9,-3,88,170,81,14,237,54,28,26,22,6,26,91,28.6,65,36,0,36,17,71,42,2
Adam Forshaw,eng ENG,MF,Leeds United,29,1991,17,0,14,4,28.6,0.82,0.24,0,0,25,1,0,0,0.5,0.5,0.03,-0.5,-0.5,695,842,82.5,11652,3225,342,389,87.9,253,290,87.2,73,103,70.9,1,1,0.7,0,13,68,8,0,80,53,23,21,27,5,21,54,38.9,33,17,1,16,19,72,12,2
Fred,br BRA,MF,Manchester Utd,28,1993,22.5,4,15,9,60,0.67,0.4,0.27,0.44,21.3,0,0,0,1.3,1.3,0.08,2.7,2.7,1137,1358,83.7,18842,5515,547,626,87.4,448,506,88.5,92,118,78,4,2.2,3,1.8,28,131,13,1,138,63,27,32,24,7,22,79,27.8,57,38,11,27,32,95,24,0
Conor Gallagher,eng ENG,MF,Crystal Palace,21,2000,31.6,8,52,22,42.3,1.64,0.7,0.15,0.36,17.5,4,0,0,6.3,6.3,0.12,1.7,1.7,890,1188,74.9,14543,3809,443,517,85.7,305,386,79,88,173,50.9,3,3.1,3.1,-0.1,38,86,20,9,94,69,38,35,20,14,21,69,30.4,48,58,9,49,29,98,26,0
Jean-Philippe Gbamin,ci CIV,MF,Everton,25,1995,0.7,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,16,22,72.7,207,38,11,13,84.6,4,6,66.7,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,2,0,2,0,0,0,1,2,1,0
Billy Gilmour,sct SCO,MF,Norwich City,20,2001,20.6,0,18,3,16.7,0.87,0.15,0,0,23.3,2,0,0,0.9,0.9,0.05,-0.9,-0.9,991,1243,79.7,18498,5588,456,514,88.7,357,419,85.2,152,258,58.9,1,1.4,1.9,-0.4,25,94,17,3,112,41,21,16,21,4,14,52,26.9,38,21,4,17,17,58,29,0
André Gomes,pt POR,MF,Everton,28,1993,6.9,0,14,4,28.6,2.04,0.58,0,0,23.5,0,0,0,0.7,0.7,0.05,-0.7,-0.7,218,282,77.3,3491,1060,116,134,86.6,75,89,84.3,19,37,51.4,1,0.2,0.2,0.8,4,29,4,2,25,16,4,6,6,4,8,32,25,24,8,2,6,1,17,7,1
Dan Gosling,eng ENG,MF,Watford,31,1990,1.8,1,2,1,50,1.08,0.54,0.5,1,16.6,0,0,0,0.2,0.2,0.11,0.8,0.8,55,65,84.6,836,216,31,33,93.9,19,22,86.4,4,6,66.7,0,0,0,0,1,4,0,0,4,2,1,1,1,0,2,6,33.3,4,2,0,2,0,2,3,0
Bruno Guimarães,br BRA,MF,Newcastle Utd,23,1997,11.5,5,23,12,52.2,2,1.04,0.22,0.42,18,0,0,0,3.1,3.1,0.16,1.9,1.9,441,522,84.5,7876,1942,208,231,90,156,178,87.6,59,73,80.8,1,1.1,1.4,-0.1,12,41,13,4,54,44,23,18,22,4,21,38,55.3,17,25,6,19,9,53,13,0
İlkay Gündoğan,de GER,MF,Manchester City,30,1990,20.6,8,55,18,32.7,2.67,0.87,0.15,0.44,14.5,2,0,0,9,9,0.16,-1,-1,1175,1340,87.7,18647,4054,608,648,93.8,412,456,90.4,105,151,69.5,4,4.9,4.2,-0.9,38,95,22,1,126,23,9,10,12,1,12,31,38.7,19,11,1,10,15,38,10,0
Jordan Henderson,eng ENG,MF,Liverpool,31,1990,28.9,2,31,6,19.4,1.07,0.21,0.06,0.33,24.5,1,0,0,1.5,1.5,0.05,0.5,0.5,1886,2246,84,31808,8574,874,975,89.6,801,921,87,153,228,67.1,5,3.5,3.7,1.5,38,215,52,14,245,36,20,9,25,2,17,44,38.6,27,25,1,24,23,59,14,0
Jeff Hendrick,ie IRL,MF,Newcastle Utd,29,1992,0.8,1,1,1,100,1.25,1.25,1,1,28.1,0,0,0,0.1,0.1,0.09,0.9,0.9,27,29,93.1,489,43,12,13,92.3,12,12,100,3,4,75,0,0,0,0,1,2,0,0,0,1,1,0,1,0,1,1,100,0,0,0,0,0,1,1,0
Will Hughes,eng ENG,MF,Crystal Palace,26,1995,11.7,0,6,0,0,0.51,0,0,,23.2,0,0,0,0.1,0.1,0.02,-0.1,-0.1,436,537,81.2,7228,1815,206,232,88.8,184,205,89.8,31,64,48.4,1,0.6,0.6,0.4,9,31,6,2,38,29,14,10,16,3,7,16,43.8,9,13,7,6,8,37,10,0
